transaction_id,date,gig_category,seller_country,buyer_country,seller_profession,amount_usd,currency,payment_method,status,completion_days,rating,is_repeat_buyer,platform_fee_usd,seller_level,week_number
TXN-1400087,2025-01-02,Content Writing,US,US,Writer,216.87,EUR,paypal,completed,4,4.4,True,43.37,level_1,1
TXN-1400235,2025-01-02,Photography,IN,US,Designer,63.45,USD,credit_card,completed,2,3.6,True,12.69,rising_talent,1
TXN-1400238,2025-01-02,Music Production,BR,GB,Designer,150.37,USD,paypal,completed,21,3.7,False,30.07,new_seller,1
TXN-1400146,2025-01-02,Video Production,BR,GB,Designer,173.54,USD,credit_card,completed,6,4.1,False,34.71,level_2,1
TXN-1400164,2025-01-02,Content Writing,IL,US,Writer,113.12,USD,bank_transfer,completed,4,4.4,False,22.62,level_2,1
TXN-1400007,2025-01-02,Financial Modeling,US,JP,Accountant,187.79,USD,paypal,completed,21,3.2,False,37.56,level_2,1
TXN-1400096,2025-01-02,Social Media Management,US,IN,Marketing Manager,19.23,USD,credit_card,completed,5,4.2,False,3.85,level_1,1
TXN-1400147,2025-01-02,AI/ML Development,IN,IN,Data Scientist,55.35,INR,paypal,disputed,13,,True,11.07,rising_talent,1
TXN-1400037,2025-01-02,Social Media Management,NL,IN,Marketing Manager,74.06,USD,credit_card,completed,13,3.1,True,14.81,level_1,1
TXN-1400166,2025-01-02,Web Development,CA,GB,Software Engineer,144.19,USD,bank_transfer,completed,8,4.0,True,28.84,level_2,1
TXN-1400073,2025-01-02,SEO/SEM,FR,FR,Marketing Manager,282.09,EUR,credit_card,completed,16,4.7,False,56.42,level_1,1
TXN-1400124,2025-01-02,SEO/SEM,IN,CA,Marketing Manager,0.01,EUR,credit_card,completed,5,3.6,False,0.0,rising_talent,1
TXN-1400035,2025-01-02,Virtual Assistant,IN,IL,HR Manager,311.38,USD,credit_card,completed,1,3.9,False,62.28,new_seller,1
TXN-1400040,2025-01-02,Content Writing,US,US,Writer,64.46,USD,credit_card,completed,2,4.2,True,12.89,rising_talent,1
TXN-1400135,2025-01-02,Video Production,SG,DE,Designer,271.17,USD,paypal,completed,11,4.2,True,54.23,rising_talent,1
TXN-1400034,2025-01-02,Photography,IN,US,Designer,1104.59,USD,credit_card,completed,4,4.9,False,220.92,top_rated,1
TXN-1400044,2025-01-02,Photography,CA,US,Designer,63.92,EUR,paypal,completed,4,4.6,False,12.78,level_1,1
TXN-1400047,2025-01-02,Financial Modeling,IN,IN,Accountant,119.05,USD,paypal,completed,13,4.4,False,23.81,level_1,1
TXN-1400048,2025-01-02,AI/ML Development,US,BR,Data Scientist,1757.36,USD,paypal,completed,21,4.8,True,351.47,level_1,1
TXN-1400221,2025-01-02,SEO/SEM,IL,US,Marketing Manager,62.84,USD,credit_card,completed,6,4.7,True,12.57,level_1,1
TXN-1400050,2025-01-02,Content Writing,US,IN,Writer,421.83,GBP,credit_card,completed,4,4.7,False,84.37,top_rated,1
TXN-1400051,2025-01-02,SEO/SEM,US,IN,Marketing Manager,117.26,USD,bank_transfer,completed,7,3.5,False,23.45,level_2,1
TXN-1400208,2025-01-02,Photography,US,GB,Designer,803.83,GBP,credit_card,completed,3,4.1,False,160.77,new_seller,1
TXN-1400129,2025-01-02,Video Production,ZA,US,Designer,246.69,EUR,credit_card,completed,6,2.9,False,49.34,level_1,1
TXN-1400128,2025-01-02,Web Development,DE,GB,Software Engineer,161.99,USD,paypal,completed,22,4.7,False,32.4,rising_talent,1
TXN-1400136,2025-01-02,Graphic Design,US,AU,Designer,116.31,GBP,paypal,completed,5,3.7,True,23.26,level_1,1
TXN-1400110,2025-01-02,Mobile App,ES,GB,Software Engineer,87.04,USD,paypal,completed,18,4.0,False,17.41,new_seller,1
TXN-1400203,2025-01-02,Video Production,US,US,Designer,104.78,USD,credit_card,completed,11,4.3,True,20.96,rising_talent,1
TXN-1400198,2025-01-02,Translation,ZA,BR,Writer,431.1,USD,credit_card,cancelled,2,,False,86.22,top_rated,1
TXN-1400188,2025-01-02,Data Analysis,US,GB,Data Scientist,38.46,USD,paypal,completed,6,4.6,False,7.69,level_1,1
TXN-1400189,2025-01-02,Photography,IN,US,Designer,658.11,USD,credit_card,completed,3,3.8,True,131.62,new_seller,1
TXN-1400195,2025-01-02,Translation,US,ZA,Writer,233.34,USD,credit_card,completed,1,3.0,False,46.67,level_1,1
TXN-1400137,2025-01-02,Photography,JP,IN,Designer,93.96,ILS,credit_card,completed,2,4.4,True,18.79,level_2,1
TXN-1400132,2025-01-02,Mobile App,DE,US,Software Engineer,1351.24,GBP,credit_card,completed,25,4.3,False,270.25,level_1,1
TXN-1400066,2025-01-02,AI/ML Development,US,CA,Data Scientist,13.8,USD,credit_card,completed,15,4.3,False,2.76,new_seller,1
TXN-1400057,2025-01-02,Virtual Assistant,GB,NL,HR Manager,61.34,USD,credit_card,completed,3,4.2,True,12.27,level_2,1
TXN-1400009,2025-01-02,Photography,IN,SG,Designer,8.2,USD,paypal,completed,4,4.4,True,1.64,level_2,1
TXN-1400199,2025-01-02,Mobile App,BR,US,Software Engineer,636.05,GBP,paypal,completed,16,3.1,True,127.21,new_seller,1
TXN-1400225,2025-01-02,Translation,SG,IN,Writer,266.81,GBP,credit_card,cancelled,2,,False,53.36,level_2,1
TXN-1400222,2025-01-02,Web Development,IL,GB,Software Engineer,161.38,ILS,credit_card,completed,25,3.6,True,32.28,level_1,1
TXN-1400058,2025-01-02,Mobile App,IN,IN,Software Engineer,29.95,USD,paypal,completed,19,3.5,True,5.99,level_2,1
TXN-1400063,2025-01-02,Social Media Management,ZA,US,Marketing Manager,601.17,USD,credit_card,completed,12,4.5,True,120.23,rising_talent,1
TXN-1400141,2025-01-03,AI/ML Development,GB,CA,Data Scientist,155.34,EUR,bank_transfer,cancelled,13,,False,31.07,level_1,1
TXN-1400150,2025-01-03,Legal Consulting,IN,ES,Lawyer,126.91,USD,credit_card,completed,16,4.4,True,25.38,level_2,1
TXN-1400240,2025-01-03,Data Analysis,NL,GB,Data Scientist,53.45,GBP,paypal,completed,7,4.1,True,10.69,new_seller,1
TXN-1400145,2025-01-03,Music Production,US,US,Designer,69.86,EUR,credit_card,completed,11,3.5,True,13.97,top_rated,1
TXN-1400233,2025-01-03,SEO/SEM,IN,IN,Marketing Manager,80.23,USD,bank_transfer,completed,10,3.6,False,16.05,level_2,1
TXN-1400156,2025-01-03,SEO/SEM,MX,US,Marketing Manager,85.05,GBP,credit_card,completed,10,3.7,False,17.01,top_rated,1
TXN-1400213,2025-01-03,Video Production,US,GB,Designer,946.78,USD,credit_card,completed,4,5.0,False,189.36,level_1,1
TXN-1400212,2025-01-03,AI/ML Development,DE,IN,Data Scientist,115.94,USD,credit_card,completed,16,3.0,True,23.19,rising_talent,1
TXN-1400207,2025-01-03,Financial Modeling,DE,GB,Accountant,216.45,EUR,bank_transfer,completed,9,4.7,False,43.29,level_1,1
TXN-1400205,2025-01-03,Virtual Assistant,US,FR,HR Manager,382.73,USD,credit_card,completed,2,4.7,False,76.55,level_1,1
TXN-1400204,2025-01-03,Legal Consulting,FR,IN,Lawyer,504.03,INR,paypal,completed,12,4.9,True,100.81,level_1,1
TXN-1400200,2025-01-03,Music Production,CA,CA,Designer,29.08,USD,paypal,completed,15,3.7,True,5.82,level_2,1
TXN-1400226,2025-01-03,Virtual Assistant,NL,CA,HR Manager,134.78,USD,credit_card,completed,2,4.7,False,26.96,level_2,1
TXN-1400187,2025-01-03,Web Development,NL,IN,Software Engineer,287.52,USD,paypal,completed,12,3.5,True,57.5,level_2,1
TXN-1400186,2025-01-03,Video Production,US,IL,Designer,584.01,USD,paypal,completed,8,4.0,False,116.8,level_1,1
TXN-1400152,2025-01-03,Virtual Assistant,AU,IN,HR Manager,335.57,INR,credit_card,completed,1,4.7,False,67.11,rising_talent,1
TXN-1400227,2025-01-03,Video Production,DE,SG,Designer,798.03,USD,credit_card,completed,13,4.0,True,159.61,rising_talent,1
TXN-1400174,2025-01-03,Social Media Management,IN,ES,Marketing Manager,228.22,USD,crypto,completed,5,3.6,True,45.64,rising_talent,1
TXN-1400173,2025-01-03,Music Production,FR,IN,Designer,251.07,USD,credit_card,completed,15,4.5,False,50.21,level_2,1
TXN-1400170,2025-01-03,Web Development,IN,US,Software Engineer,36.77,INR,crypto,completed,7,4.0,False,7.35,level_1,1
TXN-1400236,2025-01-03,Mobile App,US,US,Software Engineer,576.04,USD,crypto,completed,16,4.8,False,115.21,top_rated,1
TXN-1400168,2025-01-03,Translation,ZA,CA,Writer,103.12,USD,credit_card,completed,3,3.8,False,20.62,rising_talent,1
TXN-1400163,2025-01-03,Financial Modeling,GB,US,Accountant,146.47,USD,credit_card,completed,8,4.2,True,29.29,level_2,1
TXN-1400161,2025-01-03,Virtual Assistant,US,FR,HR Manager,342.8,ILS,paypal,completed,2,4.6,False,68.56,new_seller,1
TXN-1400159,2025-01-03,Graphic Design,US,ES,Designer,431.84,USD,crypto,completed,12,3.8,True,86.37,new_seller,1
TXN-1400157,2025-01-03,Music Production,IN,IN,Designer,61.27,USD,credit_card,cancelled,21,,False,12.25,level_2,1
TXN-1400229,2025-01-03,Legal Consulting,DE,US,Lawyer,517.45,USD,bank_transfer,completed,13,4.7,True,103.49,rising_talent,1
TXN-1400001,2025-01-03,Music Production,US,GB,Designer,53.98,USD,credit_card,completed,14,4.8,False,10.8,level_2,1
TXN-1400214,2025-01-03,Legal Consulting,DE,IN,Lawyer,47.64,USD,paypal,completed,10,4.3,True,9.53,level_1,1
TXN-1400131,2025-01-03,Video Production,US,GB,Designer,112.37,USD,credit_card,completed,7,4.9,False,22.47,level_2,1
TXN-1400041,2025-01-03,Legal Consulting,IN,DE,Lawyer,342.66,INR,paypal,completed,13,4.5,True,68.53,top_rated,1
TXN-1400075,2025-01-03,Mobile App,CA,GB,Software Engineer,348.39,USD,paypal,completed,13,4.0,True,69.68,rising_talent,1
TXN-1400043,2025-01-03,Mobile App,US,US,Software Engineer,176.84,INR,credit_card,completed,18,4.5,True,35.37,new_seller,1
TXN-1400052,2025-01-03,Social Media Management,FR,AU,Marketing Manager,14.98,USD,bank_transfer,completed,10,4.7,True,3.0,new_seller,1
TXN-1400097,2025-01-03,Virtual Assistant,US,GB,HR Manager,35.47,USD,bank_transfer,completed,2,4.5,True,7.09,level_2,1
TXN-1400093,2025-01-03,AI/ML Development,IL,FR,Data Scientist,815.79,USD,paypal,completed,19,3.0,False,163.16,level_2,1
TXN-1400134,2025-01-03,Video Production,DE,US,Designer,368.41,USD,paypal,completed,7,3.9,False,73.68,level_2,1
TXN-1400107,2025-01-03,Graphic Design,MX,US,Designer,162.61,USD,crypto,cancelled,3,,False,32.52,level_1,1
TXN-1400092,2025-01-03,Photography,IN,CA,Designer,47.72,USD,crypto,completed,3,4.9,False,9.54,rising_talent,1
TXN-1400089,2025-01-03,Translation,IN,US,Writer,75.73,USD,bank_transfer,completed,4,3.6,False,15.15,rising_talent,1
TXN-1400088,2025-01-03,Video Production,US,IN,Designer,266.7,USD,paypal,completed,13,3.2,False,53.34,level_1,1
TXN-1400086,2025-01-03,Web Development,GB,IN,Software Engineer,229.62,EUR,crypto,completed,16,4.5,True,45.92,level_2,1
TXN-1400067,2025-01-03,Graphic Design,US,US,Designer,97.34,USD,bank_transfer,completed,4,4.4,True,19.47,level_2,1
TXN-1400071,2025-01-03,Photography,IN,US,Designer,496.32,USD,credit_card,completed,3,3.5,False,99.26,level_1,1
TXN-1400072,2025-01-03,Financial Modeling,US,IL,Accountant,199.64,USD,credit_card,completed,16,3.9,True,39.93,level_2,1
TXN-1400074,2025-01-03,Photography,DE,ZA,Designer,32.39,GBP,bank_transfer,completed,9,3.7,False,6.48,rising_talent,1
TXN-1400090,2025-01-03,Virtual Assistant,GB,IL,HR Manager,45.43,USD,credit_card,completed,1,3.5,True,9.09,rising_talent,1
TXN-1400039,2025-01-03,Photography,GB,FR,Designer,1546.56,USD,credit_card,completed,4,4.3,True,309.31,level_2,1
TXN-1400103,2025-01-03,Social Media Management,US,US,Marketing Manager,126.38,USD,credit_card,completed,6,3.5,False,25.28,level_2,1
TXN-1400016,2025-01-03,Virtual Assistant,MX,GB,HR Manager,138.55,USD,credit_card,completed,1,2.6,False,27.71,new_seller,1
TXN-1400127,2025-01-03,Web Development,GB,SG,Software Engineer,49.96,USD,credit_card,completed,19,4.6,False,9.99,level_1,1
TXN-1400027,2025-01-03,Virtual Assistant,IN,US,HR Manager,56.91,GBP,credit_card,completed,1,4.5,False,11.38,level_2,1
TXN-1400125,2025-01-03,Graphic Design,IN,ES,Designer,127.96,USD,credit_card,completed,7,4.1,False,25.59,level_1,1
TXN-1400024,2025-01-03,Virtual Assistant,BR,US,HR Manager,928.82,USD,paypal,completed,1,3.9,True,185.76,new_seller,1
TXN-1400006,2025-01-03,Data Analysis,IL,IN,Data Scientist,97.01,EUR,bank_transfer,completed,5,2.7,False,19.4,level_1,1
TXN-1400120,2025-01-03,Financial Modeling,US,FR,Accountant,64.7,USD,paypal,completed,14,4.3,False,12.94,new_seller,1
TXN-1400114,2025-01-03,Photography,IN,IL,Designer,88.01,USD,credit_card,disputed,4,,False,17.6,level_2,1
TXN-1400013,2025-01-03,Translation,GB,IN,Writer,67.68,ILS,credit_card,completed,4,4.6,True,13.54,new_seller,1
TXN-1400038,2025-01-03,Translation,BR,IN,Writer,37.61,USD,bank_transfer,completed,3,3.3,False,7.52,new_seller,1
TXN-1400018,2025-01-03,Music Production,DE,BR,Designer,39.7,USD,credit_card,completed,10,3.3,True,7.94,new_seller,1
TXN-1400020,2025-01-03,Virtual Assistant,SG,FR,HR Manager,260.29,USD,paypal,completed,1,4.0,False,52.06,level_2,1
TXN-1400117,2025-01-03,Mobile App,GB,US,Software Engineer,119.14,ILS,paypal,completed,30,2.7,True,23.83,new_seller,1
TXN-1400031,2025-01-04,Content Writing,FR,SG,Writer,19.7,USD,paypal,completed,2,4.5,False,3.94,rising_talent,1
TXN-1400197,2025-01-04,Virtual Assistant,US,IN,HR Manager,298.19,USD,credit_card,completed,1,2.4,True,59.64,rising_talent,1
TXN-1400191,2025-01-04,Video Production,DE,GB,Designer,49.22,USD,bank_transfer,completed,4,4.6,False,9.84,rising_talent,1
TXN-1400190,2025-01-04,Mobile App,US,IN,Software Engineer,16.59,USD,credit_card,cancelled,21,,False,3.32,new_seller,1
TXN-1400069,2025-01-04,Social Media Management,IN,AU,Marketing Manager,158.65,USD,credit_card,completed,7,3.3,True,31.73,level_1,1
TXN-1400194,2025-01-04,Mobile App,CA,DE,Software Engineer,67.94,USD,paypal,completed,21,4.5,True,13.59,new_seller,1
TXN-1400234,2025-01-04,Graphic Design,MX,BR,Designer,83.78,USD,bank_transfer,completed,4,4.2,False,16.76,level_1,1
TXN-1400017,2025-01-04,Financial Modeling,US,DE,Accountant,78.5,USD,paypal,completed,5,3.3,False,15.7,rising_talent,1
TXN-1400202,2025-01-04,Content Writing,BR,DE,Writer,69.19,USD,bank_transfer,completed,2,4.7,False,13.84,level_1,1
TXN-1400056,2025-01-04,Translation,US,US,Writer,100.79,USD,credit_card,completed,3,4.3,False,20.16,level_2,1
TXN-1400206,2025-01-04,Data Analysis,SG,US,Data Scientist,50.36,USD,bank_transfer,completed,5,4.8,True,10.07,rising_talent,1
TXN-1400022,2025-01-04,Graphic Design,GB,US,Designer,355.85,USD,bank_transfer,completed,2,3.8,False,71.17,level_1,1
TXN-1400023,2025-01-04,Content Writing,US,DE,Writer,398.14,GBP,paypal,completed,2,4.6,False,79.63,top_rated,1
TXN-1400042,2025-01-04,Content Writing,US,US,Writer,629.75,USD,credit_card,completed,5,4.4,False,125.95,level_2,1
TXN-1400216,2025-01-04,Web Development,US,SG,Software Engineer,168.54,USD,bank_transfer,completed,9,3.8,True,33.71,rising_talent,1
TXN-1400060,2025-01-04,Legal Consulting,US,ES,Lawyer,78.77,USD,credit_card,completed,9,3.3,False,15.75,top_rated,1
TXN-1400185,2025-01-04,Graphic Design,IN,GB,Designer,373.28,USD,credit_card,completed,4,3.4,True,74.66,rising_talent,1
TXN-1400059,2025-01-04,Graphic Design,US,DE,Designer,147.28,USD,paypal,completed,2,2.5,False,29.46,level_2,1
TXN-1400113,2025-01-04,Music Production,GB,DE,Designer,57.52,EUR,paypal,completed,5,4.1,False,11.5,rising_talent,1
TXN-1400106,2025-01-04,SEO/SEM,CA,DE,Marketing Manager,83.6,GBP,credit_card,completed,7,4.4,False,16.72,level_2,1
TXN-1400104,2025-01-04,Financial Modeling,SG,NL,Accountant,156.27,USD,credit_card,completed,18,4.6,False,31.25,level_1,1
TXN-1400101,2025-01-04,Video Production,US,US,Designer,493.16,ILS,credit_card,completed,9,4.8,False,98.63,level_1,1
TXN-1400112,2025-01-04,Music Production,BR,ZA,Designer,457.1,USD,credit_card,completed,8,4.4,False,91.42,rising_talent,1
TXN-1400095,2025-01-04,Photography,JP,IN,Designer,12.58,USD,paypal,completed,5,4.3,True,2.52,level_1,1
TXN-1400149,2025-01-04,Data Analysis,MX,IN,Data Scientist,32.66,EUR,bank_transfer,completed,8,4.1,False,6.53,new_seller,1
TXN-1400118,2025-01-04,Data Analysis,GB,IN,Data Scientist,396.81,USD,credit_card,completed,7,3.5,False,79.36,top_rated,1
TXN-1400143,2025-01-04,Social Media Management,US,IN,Marketing Manager,742.63,EUR,credit_card,completed,4,4.7,False,148.53,level_1,1
TXN-1400142,2025-01-04,Photography,FR,AU,Designer,367.59,USD,credit_card,completed,2,4.6,True,73.52,level_1,1
TXN-1400148,2025-01-04,Music Production,CA,US,Designer,245.11,USD,credit_card,completed,15,4.3,False,49.02,rising_talent,1
TXN-1400154,2025-01-04,Graphic Design,US,US,Designer,78.13,USD,credit_card,completed,4,3.3,True,15.63,level_1,1
TXN-1400078,2025-01-04,Mobile App,IN,IN,Software Engineer,328.19,USD,credit_card,completed,13,4.6,False,65.64,level_2,1
TXN-1400081,2025-01-04,Photography,DE,DE,Designer,74.37,USD,paypal,completed,1,4.4,False,14.87,level_2,1
TXN-1400079,2025-01-04,Video Production,FR,US,Designer,323.99,USD,paypal,completed,10,3.0,False,64.8,level_1,1
TXN-1400138,2025-01-04,Data Analysis,US,IN,Data Scientist,497.71,GBP,credit_card,completed,5,4.2,False,99.54,rising_talent,1
TXN-1400082,2025-01-04,SEO/SEM,US,FR,Marketing Manager,709.37,USD,credit_card,completed,8,4.2,True,141.87,rising_talent,1
TXN-1400179,2025-01-04,Graphic Design,US,US,Designer,199.4,USD,bank_transfer,completed,2,4.4,False,39.88,rising_talent,1
TXN-1400108,2025-01-05,Music Production,DE,GB,Designer,50.09,USD,paypal,completed,12,1.0,False,10.02,level_2,1
TXN-1400030,2025-01-05,Virtual Assistant,GB,US,HR Manager,194.16,USD,credit_card,completed,1,4.4,False,38.83,level_1,1
TXN-1400223,2025-01-05,Virtual Assistant,US,IN,HR Manager,15.22,INR,credit_card,completed,1,4.4,False,3.04,rising_talent,1
TXN-1400002,2025-01-05,Virtual Assistant,BR,US,HR Manager,1022.54,USD,credit_card,completed,1,4.3,False,204.51,level_1,1
TXN-1400224,2025-01-05,Graphic Design,US,FR,Designer,338.34,USD,credit_card,cancelled,8,,False,67.67,level_2,1
