campaign_id,date,geo,city,profession,price_range,language,channel,campaign_type,impressions,clicks,conversions,spend_usd,revenue_usd,roi,quality_score
MC-42844,2025-01-02,MX,Puebla,HR Manager,premium,Spanish,display,re_engagement,151902,1380,24,3192.98,69048.89,21.6252,9.0
MC-40606,2025-01-02,SG,Singapore,Architect,budget,English,social_media,awareness,124295,3028,227,2080.07,52445.94,25.2135,7.0
MC-41744,2025-01-02,DE,Hamburg,Architect,mid,German,email,acquisition,31915,1048,14,3270.98,16396.16,5.0126,2.0
MC-42337,2025-01-02,FR,Marseille,Physician,budget,French,social_media,re_engagement,140227,3177,124,5867.81,23864.25,4.067,9.0
MC-42285,2025-01-02,IL,Jerusalem,Lawyer,budget,Hebrew,content_marketing,re_engagement,4355,77,2,934.44,447.34,0.4787,4.0
MC-40406,2025-01-02,ES,Seville,Writer,mid,Spanish,email,retention,45172,1258,68,89902.8,34522.54,0.384,3.0
MC-42164,2025-01-02,US,Seattle,Product Manager,mid,English,email,re_engagement,5374,126,1,1258.78,673.1,0.5347,7.0
MC-42156,2025-01-02,BR,Fortaleza,Writer,budget,Portuguese,influencer,re_engagement,202863,6374,263,663.38,31168.14,46.9838,10.0
MC-42095,2025-01-02,US,Houston,Accountant,mid,English,social_media,retention,227112,4396,168,9397.99,110731.26,11.7824,1.0
MC-40457,2025-01-02,DE,Munich,Architect,mid,German,social_media,awareness,500000,12985,872,5700.24,1105054.74,193.8611,5.0
MC-40481,2025-01-02,US,Los Angeles,Sales Rep,mid,English,social_media,awareness,322840,6284,160,10160.99,105335.97,10.3667,5.0
MC-41991,2025-01-02,NL,Rotterdam,Accountant,mid,Dutch,influencer,retention,118215,2333,93,11160.48,79105.24,7.088,1.0
MC-40535,2025-01-02,US,Phoenix,Consultant,mid,English,email,awareness,14338,377,27,1334.43,20217.43,15.1506,1.0
MC-41935,2025-01-02,JP,Nagoya,Accountant,premium,Japanese,email,awareness,13709,328,15,360.64,56674.14,157.1488,3.0
MC-40163,2025-01-02,BR,Brasília,Architect,mid,Portuguese,social_media,awareness,24070,507,31,3113.66,32797.69,10.5335,8.0
MC-42695,2025-01-02,GB,London,Writer,mid,English,social_media,retention,102227,2654,157,1117.74,100046.46,89.5078,5.0
MC-41894,2025-01-02,ES,Madrid,Architect,mid,Spanish,search,re_engagement,62637,3557,70,4116.12,81947.99,19.909,3.0
MC-41855,2025-01-02,US,Houston,Lawyer,mid,English,email,retention,7444,174,10,693.31,9622.25,13.8787,3.0
MC-40605,2025-01-02,IN,Chennai,Designer,mid,Hindi,social_media,awareness,10940,168,2,3097.01,1125.12,0.3633,4.0
MC-41810,2025-01-02,US,Seattle,Writer,mid,English,content_marketing,awareness,3360,77,4,3429.16,1994.43,0.5816,1.0
MC-41658,2025-01-02,IN,Hyderabad,Consultant,budget,Hindi,influencer,retention,85806,1520,49,4758.1,7082.1,1.4884,9.0
MC-41299,2025-01-02,GB,Bristol,Physician,mid,English,email,awareness,31239,1072,62,297.63,76315.45,256.4105,2.0
MC-41695,2025-01-02,FR,Toulouse,Data Scientist,premium,French,display,acquisition,270870,3625,229,1036.24,1294733.49,1249.4533,7.0
MC-41268,2025-01-02,US,New York,HR Manager,mid,English,email,retention,4400,116,4,17101.77,2111.49,0.1235,1.0
MC-41135,2025-01-02,GB,London,Architect,premium,English,search,awareness,17006,1559,56,1536.89,297392.56,193.5028,10.0
MC-40899,2025-01-02,IN,Chennai,Sales Rep,budget,Hindi,email,acquisition,14948,524,22,6116.78,1997.5,0.3266,2.0
MC-42951,2025-01-02,IN,Pune,Architect,premium,Hindi,influencer,awareness,87330,2412,181,1844.49,1090265.66,591.0933,2.0
MC-41105,2025-01-02,IN,Delhi,Consultant,budget,Hindi,email,acquisition,197691,6200,412,1618.63,52881.93,32.6708,2.0
MC-40980,2025-01-02,US,New York,Lawyer,mid,English,email,acquisition,113513,2539,120,910.96,159222.84,174.7858,1.0
MC-42939,2025-01-02,FR,Toulouse,Marketing Manager,budget,French,social_media,retention,125497,2038,127,629.73,15391.32,24.4411,4.0
MC-42996,2025-01-02,US,Phoenix,Physician,premium,English,influencer,retention,59247,1522,109,8658.2,516665.9,59.6736,8.0
MC-41255,2025-01-02,US,New York,Writer,mid,English,display,awareness,58275,664,16,1864.32,9102.23,4.8823,3.0
MC-41028,2025-01-02,US,Seattle,Researcher,mid,English,social_media,retention,29020,670,11,468.63,7900.26,16.8582,2.0
MC-40998,2025-01-02,US,Chicago,Writer,mid,English,search,retention,103219,9061,620,3590.09,306591.58,85.3994,5.0
MC-41020,2025-01-03,MX,Puebla,Consultant,premium,Spanish,email,acquisition,9220,281,19,1342.28,61735.98,45.9934,9.0
MC-40019,2025-01-03,BR,Rio de Janeiro,Product Manager,premium,Portuguese,social_media,awareness,210245,5313,418,11835.01,1965753.5,166.0965,7.0
MC-41537,2025-01-03,SG,Singapore,Consultant,premium,English,search,retention,114510,8266,274,7030.63,1234363.41,175.5694,5.0
MC-40350,2025-01-03,DE,Stuttgart,Sales Rep,mid,German,search,retention,116791,7381,512,1092.73,324592.52,297.0473,8.0
MC-40901,2025-01-03,US,San Francisco,Designer,mid,English,content_marketing,acquisition,38106,681,20,1084.3,10821.84,9.9805,4.0
MC-41247,2025-01-03,IN,Chennai,Consultant,budget,Hindi,social_media,awareness,48030,687,35,1937.51,5537.53,2.8581,7.0
MC-40057,2025-01-03,US,Phoenix,Writer,mid,English,search,awareness,22806,1547,102,397.57,62164.8,156.3619,2.0
MC-42249,2025-01-03,BR,Brasília,Writer,budget,Portuguese,display,acquisition,20049,203,13,3140.19,1140.11,0.3631,7.0
MC-42245,2025-01-03,IN,Chennai,Teacher,mid,Hindi,social_media,retention,211955,3781,235,24707.41,122792.9,4.9699,4.0
MC-41226,2025-01-03,US,Los Angeles,Sales Rep,mid,English,content_marketing,acquisition,126923,2626,180,601.95,89575.91,148.8096,7.0
MC-40651,2025-01-03,US,Los Angeles,Physician,mid,English,search,re_engagement,17024,1486,75,5034.36,83123.07,16.5111,6.0
MC-42054,2025-01-03,IL,Tel Aviv,Lawyer,budget,Hebrew,social_media,retention,25627,496,22,9958.4,4874.13,0.4894,7.0
MC-41200,2025-01-03,US,Seattle,Consultant,budget,English,social_media,acquisition,23625,507,30,964.17,4030.61,4.1804,9.0
MC-42934,2025-01-03,US,Houston,Marketing Manager,mid,English,social_media,awareness,102612,2020,46,4290.78,37326.39,8.6992,9.0
MC-41066,2025-01-03,GB,Glasgow,Teacher,budget,English,influencer,acquisition,23207,661,12,316.38,1450.43,4.5845,3.0
MC-40402,2025-01-03,AU,Adelaide,Software Engineer,mid,English,social_media,acquisition,43925,900,17,424.92,16104.78,37.9007,4.0
MC-40194,2025-01-03,AU,Adelaide,Designer,mid,English,display,awareness,168429,2466,106,2192.44,67392.61,30.7386,5.0
MC-40695,2025-01-03,GB,Glasgow,Sales Rep,premium,English,search,awareness,18995,1022,59,5400.26,155752.45,28.8417,9.0
MC-41798,2025-01-03,US,Houston,Lawyer,premium,English,email,retention,73492,2860,43,2821.39,281674.64,99.8354,8.0
MC-41806,2025-01-03,AU,Melbourne,Teacher,premium,English,search,acquisition,3708,239,8,8526.98,23884.88,2.8011,1.0
MC-42166,2025-01-03,BR,Salvador,Researcher,budget,Portuguese,email,acquisition,2496,62,2,6127.34,352.86,0.0576,8.0
MC-41462,2025-01-03,ZA,Port Elizabeth,Marketing Manager,budget,Afrikaans,email,acquisition,1000,35,1,2301.73,172.39,0.0749,2.0
MC-40556,2025-01-03,IN,Mumbai,Physician,budget,Hindi,email,acquisition,500000,16620,319,904.62,70770.01,78.2318,10.0
MC-42506,2025-01-03,BR,Salvador,Physician,budget,Portuguese,display,retention,12693,143,6,9389.88,1044.09,0.1112,4.0
MC-41291,2025-01-03,NL,Eindhoven,Writer,mid,Dutch,search,retention,82289,7973,174,1413.74,81078.41,57.3503,2.0
MC-42491,2025-01-03,IN,Chennai,Designer,budget,Hindi,email,awareness,35601,1290,95,3189.59,10308.57,3.2319,4.0
MC-41329,2025-01-03,US,Seattle,Teacher,budget,English,display,awareness,153102,1553,75,583.21,7665.98,13.1445,3.0
MC-42476,2025-01-03,IL,Haifa,Data Scientist,budget,Hebrew,influencer,awareness,370944,9383,739,1290.9,149259.04,115.624,4.0
MC-40599,2025-01-03,IN,Bangalore,Architect,mid,Hindi,email,awareness,12500,278,20,3697.97,26513.55,7.1698,2.0
MC-42471,2025-01-03,US,New York,Software Engineer,budget,English,social_media,retention,42822,1033,66,2983.59,14402.38,4.8272,3.0
MC-40279,2025-01-03,US,New York,HR Manager,mid,English,email,re_engagement,20917,735,22,1358.04,10772.83,7.9326,4.0
MC-41060,2025-01-03,US,Chicago,Data Scientist,mid,English,email,re_engagement,46196,1344,92,836.5,109948.28,131.4385,5.0
MC-41924,2025-01-03,FR,Bordeaux,Designer,premium,French,search,acquisition,54323,3594,248,1693.79,742819.24,438.5545,2.0
MC-40548,2025-01-03,CA,Vancouver,Accountant,mid,English,social_media,acquisition,15317,365,8,2468.14,6132.32,2.4846,1.0
MC-40301,2025-01-03,AU,Brisbane,Data Scientist,mid,English,influencer,retention,17784,429,11,6245.98,10137.5,1.623,1.0
MC-42895,2025-01-03,US,Chicago,Writer,premium,English,search,awareness,28641,2480,166,12306.49,438764.16,35.6531,1.0
MC-40313,2025-01-03,CA,Vancouver,Software Engineer,mid,English,influencer,retention,46422,1482,112,854.74,143690.59,168.1103,6.0
MC-42366,2025-01-03,DE,Frankfurt,Product Manager,premium,German,email,acquisition,43723,1312,48,340.42,156963.08,461.0865,2.0
MC-42318,2025-01-03,FR,Lyon,Writer,mid,French,social_media,retention,113702,2873,108,850.47,50212.3,59.0406,6.0
MC-41419,2025-01-03,IN,Kolkata,Physician,premium,Hindi,display,retention,33987,371,13,1082.99,72431.17,66.8807,7.0
MC-41179,2025-01-03,GB,Birmingham,HR Manager,mid,English,email,retention,162849,5260,83,685.75,53536.77,78.0704,4.0
MC-40080,2025-01-03,GB,Leeds,Product Manager,mid,English,influencer,acquisition,27838,710,9,1122.57,6257.93,5.5746,1.0
MC-41815,2025-01-04,IN,Bangalore,Writer,budget,Hindi,search,acquisition,1721,128,4,1789.01,423.67,0.2368,3.0
MC-40674,2025-01-04,AU,Adelaide,HR Manager,mid,English,email,acquisition,256160,9863,639,2306.61,306556.52,132.9035,6.0
MC-41183,2025-01-04,US,New York,Consultant,budget,English,email,acquisition,41073,1235,21,1275.67,3406.06,2.67,10.0
MC-42745,2025-01-04,US,Seattle,HR Manager,budget,English,social_media,acquisition,86157,1256,41,5075.81,3793.1,0.7473,7.0
MC-40026,2025-01-04,IN,Delhi,Sales Rep,premium,Hindi,email,retention,5462,117,3,822.57,10052.99,12.2214,7.0
MC-42673,2025-01-04,CA,Toronto,Architect,premium,English,email,acquisition,10951,315,22,271.49,134245.6,494.4771,6.0
MC-41944,2025-01-04,IN,Pune,Accountant,mid,Hindi,influencer,acquisition,169619,4360,347,968.16,232530.07,240.1773,5.0
MC-40672,2025-01-04,DE,Berlin,Writer,budget,German,social_media,retention,45420,677,21,4036.04,2136.44,0.5293,9.0
MC-40929,2025-01-04,MX,Mexico City,Product Manager,mid,Spanish,content_marketing,awareness,21112,456,18,2482.53,15075.51,6.0726,3.0
MC-41225,2025-01-04,US,San Francisco,Product Manager,budget,English,social_media,acquisition,96052,1809,118,1814.51,14691.54,8.0967,4.0
MC-40099,2025-01-04,CA,Montreal,Architect,budget,English,social_media,retention,308640,6804,305,3063.15,59902.85,19.556,4.0
MC-41466,2025-01-04,BR,Rio de Janeiro,Consultant,mid,Portuguese,search,awareness,45412,2405,72,472.0,47531.28,100.7019,4.0
MC-42205,2025-01-04,IN,Bangalore,Accountant,premium,Hindi,email,acquisition,18856,503,24,188.46,100331.74,532.3768,10.0
MC-41192,2025-01-04,ES,Valencia,Designer,mid,Spanish,influencer,acquisition,500000,11646,356,1338.5,161913.56,120.9664,5.0
MC-40712,2025-01-04,US,Chicago,Product Manager,mid,English,search,awareness,36261,2948,119,3252.18,110053.32,33.8399,1.0
MC-40273,2025-01-04,AU,Adelaide,Physician,budget,English,content_marketing,acquisition,7155,133,3,4226.41,580.78,0.1374,9.0
MC-42635,2025-01-04,IN,Kolkata,Writer,budget,Hindi,influencer,retention,23148,674,12,3980.56,1413.89,0.3552,8.0
MC-40066,2025-01-04,US,Phoenix,Data Scientist,mid,English,search,retention,143459,8063,138,50000.0,139170.99,2.7834,6.0
MC-41523,2025-01-04,US,Phoenix,Architect,budget,English,search,acquisition,5816,472,26,17347.72,6015.82,0.3468,2.0
MC-42395,2025-01-05,GB,Manchester,Marketing Manager,mid,English,social_media,awareness,29862,760,24,7008.93,22851.78,3.2604,7.0
MC-42401,2025-01-05,GB,Bristol,Data Scientist,mid,English,social_media,retention,500000,8998,306,246.84,380976.54,1543.4149,7.0
MC-41978,2025-01-05,IN,Mumbai,Accountant,budget,Hindi,search,acquisition,10270,558,33,930.52,5224.94,5.6151,2.0
MC-41056,2025-01-05,ZA,Port Elizabeth,Product Manager,budget,Afrikaans,content_marketing,acquisition,18641,419,14,158.15,2134.35,13.4957,8.0
MC-42448,2025-01-05,IL,Tel Aviv,Consultant,mid,Hebrew,social_media,retention,322867,5906,262,520.84,169071.12,324.6124,10.0
MC-41889,2025-01-05,US,Seattle,Researcher,budget,English,social_media,retention,39950,1025,68,651.21,10889.51,16.722,4.0
MC-41449,2025-01-05,IN,Chennai,Data Scientist,premium,Hindi,search,awareness,121724,8507,431,11694.02,2336554.22,199.8076,7.0
MC-41601,2025-01-05,NL,Amsterdam,HR Manager,mid,Dutch,email,acquisition,18063,569,20,1149.95,13288.88,11.5561,10.0
MC-40874,2025-01-05,FR,Nice,Teacher,mid,French,search,re_engagement,16204,1546,50,3257.97,26958.23,8.2745,3.0
MC-40403,2025-01-05,IN,Chennai,Writer,mid,Hindi,content_marketing,awareness,86184,1114,17,534.92,7878.06,14.7275,1.0
MC-42781,2025-01-05,IN,Bangalore,Teacher,budget,Hindi,display,retention,37164,467,29,956.88,3034.82,3.1716,2.0
MC-41285,2025-01-05,NL,Rotterdam,Marketing Manager,budget,Dutch,search,retention,28504,2322,152,538.39,20641.88,38.34,5.0
MC-41443,2025-01-05,FR,Paris,Data Scientist,budget,French,email,retention,12024,409,24,3315.93,4390.71,1.3241,1.0
MC-42427,2025-01-06,US,New York,Physician,mid,English,search,retention,102081,6296,83,1026.0,100234.86,97.6948,7.0
MC-42139,2025-01-06,US,San Francisco,Accountant,mid,English,content_marketing,retention,26154,487,28,1278.63,-205.03229765076256,-0.1604,1.0
MC-40525,2025-01-06,CA,Ottawa,Writer,budget,English,social_media,awareness,129082,1890,90,814.02,9167.4,11.2619,8.0
MC-40337,2025-01-06,CA,Vancouver,Accountant,mid,English,influencer,awareness,33930,1091,20,555.69,18694.69,33.6423,3.0
MC-41016,2025-01-06,IN,Bangalore,Teacher,premium,Hindi,search,acquisition,86843,6135,348,3301.77,889417.04,269.3758,7.0
MC-41982,2025-01-06,US,San Francisco,Sales Rep,mid,English,social_media,awareness,26685,455,8,11910.64,4292.14,0.3604,8.0
MC-42278,2025-01-06,MX,Puebla,Designer,premium,Spanish,search,acquisition,22882,1968,99,2898.56,222955.8,76.9195,4.0
MC-42047,2025-01-06,US,New York,Writer,mid,English,social_media,awareness,64240,1310,49,3483.77,30576.33,8.7768,1.0
MC-41905,2025-01-06,IN,Delhi,Product Manager,budget,Hindi,content_marketing,retention,424445,9122,569,17863.53,96854.89,5.4219,10.0
MC-42214,2025-01-06,US,Seattle,HR Manager,mid,English,email,awareness,4027,109,8,830.75,5138.97,6.1859,7.0
MC-42359,2025-01-06,ZA,Pretoria,Writer,mid,Afrikaans,social_media,awareness,36955,629,39,1110.21,25112.86,22.6199,3.0
MC-40343,2025-01-06,IL,Tel Aviv,Data Scientist,mid,Hebrew,display,retention,119499,1113,75,495.93,81189.56,163.7117,1.0
MC-40238,2025-01-06,US,Chicago,Designer,budget,English,email,awareness,11195,356,6,1130.11,663.72,0.5873,2.0
MC-42782,2025-01-06,IN,Delhi,Lawyer,budget,Hindi,influencer,re_engagement,25432,745,28,1928.64,5081.58,2.6348,4.0
MC-41659,2025-01-06,IN,Pune,Accountant,mid,Hindi,display,acquisition,500000,4743,59,387.99,41213.38,106.2228,9.0
MC-42765,2025-01-06,BR,Salvador,Consultant,budget,Portuguese,email,retention,6492,178,8,3243.83,1110.1,0.3422,10.0
MC-41667,2025-01-06,ZA,Cape Town,Consultant,budget,Afrikaans,influencer,acquisition,264848,5040,68,11351.68,12205.68,1.0752,5.0
MC-41613,2025-01-06,MX,Mexico City,Sales Rep,mid,Spanish,social_media,awareness,68900,990,75,793.26,49044.26,61.8262,10.0
MC-41242,2025-01-06,US,Phoenix,Designer,mid,English,social_media,retention,110170,1747,60,2470.25,34617.32,14.0137,4.0
MC-41511,2025-01-06,MX,Monterrey,Writer,mid,Spanish,content_marketing,awareness,33594,553,8,5683.93,3863.53,0.6797,7.0
MC-41411,2025-01-06,US,Chicago,Accountant,mid,English,display,acquisition,500000,5572,313,1032.81,259175.61,250.9422,3.0
MC-41740,2025-01-06,JP,Osaka,Software Engineer,mid,Japanese,social_media,acquisition,136297,2855,35,916.65,45741.04,49.9002,7.0
MC-40127,2025-01-06,US,San Francisco,Lawyer,premium,English,search,awareness,21511,1782,18,895.12,81631.66,91.1963,1.0
MC-41280,2025-01-06,IN,Kolkata,Researcher,premium,Hindi,search,acquisition,50192,4135,260,132.78,904198.8,6809.7515,1.0
MC-41767,2025-01-06,ES,Bilbao,Consultant,mid,Spanish,content_marketing,retention,58481,744,32,116.02,22147.02,190.8897,2.0
MC-40632,2025-01-06,IN,Chennai,Architect,mid,Hindi,search,awareness,66009,5628,68,2533.47,73144.57,28.8713,1.0
MC-42740,2025-01-06,GB,Leeds,HR Manager,premium,English,influencer,acquisition,42233,1248,22,953.31,71293.1,74.7848,3.0
MC-41652,2025-01-06,SG,Singapore,Accountant,budget,English,social_media,retention,26157,477,18,627.2,3094.79,4.9343,2.0
MC-40575,2025-01-06,FR,Nice,Writer,mid,French,search,awareness,33396,2964,223,397.47,122336.0,307.7868,7.0
MC-41814,2025-01-06,US,Phoenix,Marketing Manager,mid,English,email,acquisition,3256,99,6,206.2,3958.69,19.1983,9.0
MC-42937,2025-01-06,CA,Montreal,Data Scientist,mid,English,email,re_engagement,6542,170,13,2103.35,12335.21,5.8646,3.0
MC-42717,2025-01-06,ZA,Cape Town,Architect,budget,Afrikaans,search,re_engagement,456119,26966,834,1533.87,149508.02,97.4711,9.0
MC-40863,2025-01-06,US,Chicago,Physician,budget,English,search,retention,227864,19693,299,3112.33,73801.84,23.7127,5.0
MC-41305,2025-01-06,CA,Ottawa,Teacher,budget,English,email,awareness,20434,590,21,2778.97,2641.69,0.9506,10.0
MC-41825,2025-01-06,IN,Pune,Writer,budget,Hindi,search,retention,3766,281,19,929.04,2325.48,2.5031,6.0
MC-40855,2025-01-06,GB,Glasgow,Software Engineer,budget,English,influencer,re_engagement,100393,2924,127,571.16,31436.0,55.0389,5.0
MC-40934,2025-01-06,IN,Delhi,Data Scientist,mid,Hindi,search,acquisition,90765,8411,431,3364.06,436964.78,129.8921,7.0
MC-42479,2025-01-07,IL,Haifa,Consultant,mid,Hebrew,social_media,retention,174280,3384,168,16657.4,145303.46,8.7231,3.0
MC-41620,2025-01-07,MX,Guadalajara,Product Manager,premium,Spanish,social_media,acquisition,18022,306,16,2473.45,66538.37,26.901,10.0
MC-40247,2025-01-07,DE,Cologne,Lawyer,mid,German,search,retention,29426,2537,34,689.24,41210.21,59.7908,2.0
MC-42526,2025-01-07,IL,Tel Aviv,Consultant,budget,Hebrew,social_media,awareness,134827,2955,225,999.18,32948.24,32.9753,1.0
MC-40005,2025-01-07,FR,Bordeaux,Researcher,premium,French,social_media,awareness,170427,3126,114,1670.61,514278.3,307.8386,7.0
MC-41590,2025-01-07,GB,London,Marketing Manager,mid,English,social_media,acquisition,325730,8224,576,3183.34,412134.1,129.4659,9.0
MC-40254,2025-01-07,FR,Paris,Lawyer,budget,French,email,acquisition,3231,79,4,889.43,829.39,0.9325,3.0
MC-40232,2025-01-07,IN,Hyderabad,Teacher,premium,Hindi,influencer,awareness,7110,131,2,1441.92,5134.69,3.561,9.0
MC-42851,2025-01-07,US,Chicago,Software Engineer,premium,English,email,awareness,47950,1834,78,993.92,431511.57,434.1512,1.0
MC-41396,2025-01-07,US,Phoenix,Researcher,budget,English,email,acquisition,10236,255,5,639.28,612.64,0.9583,6.0
MC-40857,2025-01-07,US,Seattle,Designer,premium,English,email,re_engagement,51716,1388,101,398.84,230564.35,578.0873,5.0
MC-41389,2025-01-07,US,Los Angeles,Product Manager,budget,English,display,acquisition,334656,3460,249,1105.98,41678.79,37.6849,5.0
MC-42893,2025-01-07,GB,Manchester,Designer,budget,English,email,acquisition,129711,5010,303,2301.71,31969.27,13.8894,9.0
MC-41042,2025-01-07,US,New York,Marketing Manager,premium,English,social_media,retention,3917,62,3,23202.5,9851.43,0.4246,2.0
MC-41356,2025-01-07,CA,Ottawa,HR Manager,budget,English,content_marketing,awareness,10286,209,14,69.15,1702.25,24.6168,6.0
MC-42451,2025-01-07,ZA,Cape Town,Physician,mid,Afrikaans,social_media,acquisition,500000,12765,176,828.6,231079.91,278.8799,10.0
MC-42846,2025-01-07,US,Phoenix,HR Manager,mid,English,display,re_engagement,54213,827,13,461.08,5967.05,12.9415,9.0
MC-41364,2025-01-07,ES,Bilbao,Architect,premium,Spanish,social_media,awareness,40360,776,46,1447.9,229478.14,158.4903,5.0
MC-40566,2025-01-07,GB,Leeds,HR Manager,budget,English,email,acquisition,6912,206,3,2351.05,289.03,0.1229,4.0
MC-42058,2025-01-07,ES,Madrid,Software Engineer,mid,Spanish,content_marketing,awareness,21498,492,32,687.19,34236.69,49.8213,2.0
MC-42699,2025-01-07,US,New York,Lawyer,mid,English,search,acquisition,17548,1648,128,3287.47,119550.83,36.3656,4.0
MC-40871,2025-01-07,US,Houston,Designer,budget,English,influencer,acquisition,192391,5395,319,1348.76,29415.11,21.809,9.0
MC-42952,2025-01-07,BR,Salvador,Writer,budget,Portuguese,social_media,retention,81085,1804,30,1856.75,3778.79,2.0352,4.0
MC-41122,2025-01-07,GB,Bristol,Sales Rep,mid,English,email,awareness,79818,3036,43,1324.71,19490.54,14.7131,10.0
MC-41801,2025-01-07,IN,Bangalore,Physician,budget,Hindi,influencer,awareness,17643,556,11,4090.96,2414.33,0.5902,1.0
MC-41788,2025-01-07,IN,Chennai,Accountant,premium,Hindi,search,retention,95974,6090,200,2081.98,751537.65,360.9726,3.0
MC-41778,2025-01-07,US,Seattle,Consultant,budget,English,search,awareness,18084,1005,62,1527.56,10260.28,6.7168,8.0
MC-41114,2025-01-07,ES,Madrid,Marketing Manager,mid,Spanish,search,acquisition,23245,1435,79,1985.64,70328.6,35.4186,1.0
MC-42024,2025-01-07,IN,Bangalore,Marketing Manager,premium,Hindi,email,awareness,5358,183,12,746.54,55791.34,74.7332,10.0
MC-40983,2025-01-07,US,Los Angeles,Product Manager,premium,English,content_marketing,acquisition,49918,889,51,4103.02,211995.2,51.6681,3.0
MC-41723,2025-01-07,JP,Osaka,Architect,mid,Japanese,email,acquisition,38377,1063,15,766.56,18018.07,23.5051,1.0
