date,gig_category,n_active_vendors,n_new_vendors,avg_vendor_rating,top_rated_fraction,total_profile_views,avg_profile_views,search_impressions,click_through_rate,avg_response_time_hours
2024-01-03,Mobile App,1710,8,4.18,0.153,7061.0,4.1,86658.0,0.0418,37.1
2024-01-03,Music Production,1067,9,4.06,0.156,4303.0,4.0,57829.0,0.0477,10.9
2024-01-03,Photography,1593,7,4.18,0.161,6491.0,4.1,101895.0,0.0374,9.5
2024-01-03,SEO/SEM,2131,22,3.95,0.188,8722.0,4.1,109019.0,0.0508,6.9
2024-01-03,Social Media Management,2946,10,3.82,0.139,11694.0,4.0,162098.0,0.0526,2.5
2024-01-03,Translation,3782,14,3.89,0.176,14740.0,3.9,238285.0,0.0373,7.0
2024-01-03,Video Production,1251,8,4.21,0.123,4865.0,3.9,72257.0,0.0477,14.2
2024-01-03,Virtual Assistant,3867,26,3.9,0.141,16561.0,4.3,276747.0,0.0588,1.5
2024-01-03,Web Development,3105,16,4.23,0.098,12648.0,4.1,169645.0,0.0513,10.5
2024-01-04,AI/ML Development,1811,15,4.39,0.146,7081.0,3.9,100524.0,0.0383,13.9
2024-01-04,Content Writing,5841,10,4.03,0.174,18247.0,3.1,276141.0,0.0302,12.7
2024-01-04,Data Analysis,2480,19,4.2,0.157,9886.0,4.0,131062.0,0.0476,6.7
2024-01-04,Financial Modeling,780,4,4.51,0.154,3848.0,4.9,46489.0,0.0413,2.4
2024-01-04,Graphic Design,4381,24,4.14,0.075,20108.0,4.6,302410.0,0.0392,25.8
2024-01-04,Legal Consulting,653,11,4.63,0.093,2493.0,3.8,43274.0,0.0326,11.4
2024-01-04,Mobile App,2047,9,4.2,0.145,7381.0,3.6,113679.0,0.036,13.4
2024-01-04,Music Production,1041,7,3.94,0.139,3675.0,3.5,55242.0,0.0443,3.7
2024-01-04,Photography,1702,16,4.13,0.142,6676.0,3.9,118882.0,0.0435,5.3
2024-01-04,SEO/SEM,2133,5,3.96,0.133,9559.0,4.5,130592.0,0.0435,2.2
2024-01-04,Social Media Management,3030,21,3.85,0.145,11092.0,3.7,199404.0,0.0495,9.9
2024-01-04,Translation,3338,26,3.83,0.119,14426.0,4.3,196615.0,0.0489,11.8
2024-01-04,Video Production,1339,10,4.18,0.109,6022.0,4.5,96871.0,0.0451,39.0
2024-01-04,Virtual Assistant,3930,19,3.86,0.119,15438.0,3.9,188431.0,0.0397,9.4
2024-01-04,Web Development,3151,14,4.32,0.13,11096.0,3.5,136896.0,0.0309,6.8
2024-01-05,AI/ML Development,1770,11,4.38,0.122,7462.0,4.2,101724.0,0.0467,7.0
2024-01-05,Content Writing,6004,116,4.04,0.189,27420.0,4.6,492162.0,0.0526,5.0
2024-01-05,Data Analysis,2298,5,4.33,0.148,10071.0,4.4,176743.0,0.0406,11.5
2024-01-05,Financial Modeling,880,4,4.47,0.186,3751.0,4.3,62200.0,0.0419,6.3
2024-01-05,Graphic Design,4361,22,4.09,0.086,17157.0,3.9,282826.0,0.0244,6.4
2024-01-05,Legal Consulting,656,1,4.6,0.172,2432.0,3.7,43446.0,0.0542,12.3
2024-01-05,Mobile App,1748,7,4.24,0.143,8131.0,4.7,98520.0,0.0331,15.6
2024-01-05,Music Production,1057,4,3.82,0.177,3567.0,3.4,49004.0,0.0496,41.1
2024-01-05,Photography,1848,7,4.14,0.161,6527.0,3.5,79834.0,0.0438,14.7
2024-01-05,SEO/SEM,2012,17,4.12,0.162,8500.0,4.2,137265.0,0.0389,5.9
2024-01-05,Social Media Management,2832,9,3.74,0.208,8950.0,3.2,145956.0,0.0374,11.0
2024-01-05,Translation,3743,12,3.93,0.184,11783.0,3.1,206318.0,0.0429,48.4
2024-01-05,Video Production,1509,16,4.3,0.128,6967.0,4.6,99335.0,0.0366,4.5
2024-01-05,Virtual Assistant,4191,27,3.8,0.163,15587.0,3.7,248746.0,0.049,4.5
2024-01-05,Web Development,2925,16,4.16,0.167,12169.0,4.2,178740.0,0.052,5.3
2024-01-06,AI/ML Development,1750,6,4.36,0.133,5212.0,3.0,71020.0,0.0455,2.6
2024-01-06,Content Writing,6188,23,4.08,0.146,14441.0,2.3,206295.0,0.0579,10.6
2024-01-06,Data Analysis,2376,13,4.26,0.153,7109.0,3.0,113844.0,0.0563,3.7
2024-01-06,Financial Modeling,775,9,4.48,0.118,2132.0,2.8,30155.0,0.0448,6.5
2024-01-06,Graphic Design,5213,31,4.02,0.117,12097.0,2.3,211391.0,0.0389,3.5
2024-01-06,Legal Consulting,565,4,4.52,0.158,1697.0,3.0,30115.0,0.0355,2.8
2024-01-06,Mobile App,1899,9,4.2,0.185,4761.0,2.5,65974.0,0.032,6.5
2024-01-06,Music Production,1081,7,3.98,0.176,2885.0,2.7,46968.0,0.0465,9.5
2024-01-06,Photography,1721,14,4.13,0.151,5526.0,3.2,91560.0,0.0585,8.0
2024-01-06,SEO/SEM,2038,33,4.02,0.183,5119.0,2.5,81035.0,0.0444,4.3
2024-01-06,Social Media Management,2634,15,3.83,0.121,6922.0,2.6,114599.0,0.05,16.2
2024-01-06,Translation,3365,45,3.92,0.174,8719.0,2.6,148355.0,0.0592,2.3
2024-01-06,Video Production,1408,6,4.17,0.083,3393.0,2.4,59440.0,0.0508,9.6
2024-01-06,Virtual Assistant,4426,18,3.83,0.13,12106.0,2.7,165832.0,0.0492,2.6
2024-01-06,Web Development,3360,10,4.34,0.094,10393.0,3.1,164358.0,0.0727,1.6
2024-01-07,AI/ML Development,1674,14,4.32,0.156,3897.0,2.3,64603.0,0.0497,4.7
2024-01-07,Content Writing,6365,49,3.98,0.164,15241.0,2.4,193019.0,0.0565,9.8
2024-01-07,Data Analysis,2677,38,4.34,0.098,7532.0,2.8,91166.0,0.0412,3.4
2024-01-07,Financial Modeling,822,6,4.49,0.164,2298.0,2.8,37572.0,0.0461,27.5
2024-01-07,Graphic Design,4980,22,4.08,0.186,10568.0,2.1,165025.0,0.0513,2.7
2024-01-07,Legal Consulting,579,3,4.64,0.138,1773.0,3.1,30829.0,0.0478,17.2
2024-01-07,Mobile App,1724,11,4.26,0.075,3887.0,2.3,65786.0,0.0428,26.4
2024-01-07,Music Production,1307,19,3.9,0.182,3653.0,2.8,52114.0,0.044,5.0
2024-01-07,Photography,1954,8,4.16,0.113,5174.0,2.6,70674.0,0.0288,5.1
2024-01-07,SEO/SEM,2065,20,4.03,0.12,5888.0,2.9,89981.0,0.0327,2.3
2024-01-07,Social Media Management,2910,40,3.84,0.118,7808.0,2.7,93743.0,0.0542,10.9
2024-01-07,Translation,4054,19,3.95,0.162,11017.0,2.7,148630.0,0.0447,5.2
2024-01-07,Video Production,1436,17,4.32,0.13,3238.0,2.3,58265.0,0.0616,1.6
2024-01-07,Virtual Assistant,3908,21,3.83,0.11,9117.0,2.3,120231.0,0.0494,9.5
2024-01-07,Web Development,3372,54,4.27,0.119,10261.0,3.0,141197.0,0.0354,18.7
2024-01-08,AI/ML Development,1559,6,4.36,0.121,7373.0,4.7,99517.0,0.0622,15.7
2024-01-08,Content Writing,0,40,3.92,0.138,29457.0,5.0,474143.0,0.0508,8.8
2024-01-08,Data Analysis,2498,13,4.31,0.125,13757.0,5.5,169033.0,0.0477,1.8
2024-01-08,Financial Modeling,808,4,4.56,0.115,4027.0,5.0,50686.0,0.0369,15.7
2024-01-08,Graphic Design,4326,37,4.07,0.147,22234.0,5.1,291636.0,0.0401,4.4
2024-01-08,Legal Consulting,520,1,4.6,0.121,2966.0,5.7,49822.0,0.0413,22.9
2024-01-08,Mobile App,1693,12,4.22,0.156,9471.0,5.6,161336.0,0.0405,2.1
2024-01-08,Music Production,1079,11,3.88,0.127,3859.0,3.6,68157.0,0.0369,5.4
2024-01-08,Photography,1911,8,4.07,0.155,8220.0,4.3,107081.0,0.0491,9.0
2024-01-08,SEO/SEM,2046,11,4.07,0.139,8628.0,4.2,154216.0,0.0439,5.1
2024-01-08,Social Media Management,2922,23,3.76,0.106,14404.0,4.9,199185.0,0.0448,12.5
2024-01-08,Translation,3568,30,4.0,0.158,14957.0,4.2,194460.0,0.048,24.2
2024-01-08,Video Production,1482,8,4.1,0.17,6990.0,4.7,88768.0,0.0289,14.6
2024-01-08,Virtual Assistant,4055,24,3.78,0.138,20494.0,5.1,286040.0,0.0406,6.1
2024-01-08,Web Development,3313,23,4.33,0.186,13575.0,4.1,197355.0,0.0494,18.7
2024-01-09,AI/ML Development,1771,11,4.34,0.117,9834.0,5.6,131821.0,0.0475,4.6
2024-01-09,Content Writing,6875,63,4.08,0.097,32092.0,4.7,409790.0,0.0429,2.6
2024-01-09,Data Analysis,2353,15,4.28,0.158,10509.0,4.5,158162.0,0.0448,25.3
2024-01-09,Financial Modeling,807,3,4.67,0.159,4977.0,6.2,88603.0,0.0363,1.7
2024-01-09,Graphic Design,5241,60,4.1,0.155,27018.0,5.2,467519.0,0.0556,6.0
2024-01-09,Legal Consulting,559,1,4.65,0.173,3486.0,6.2,48536.0,0.0416,6.9
2024-01-09,Mobile App,1998,15,4.08,0.24,10743.0,5.4,129597.0,0.0558,7.3
2024-01-09,Music Production,1057,5,3.83,0.153,4557.0,4.3,69590.0,0.0309,15.1
2024-01-09,Photography,1866,15,4.16,0.168,9135.0,4.9,128906.0,0.0434,14.3
2024-01-09,SEO/SEM,2195,8,4.07,0.136,10704.0,4.9,185044.0,0.0409,5.3
2024-01-09,Social Media Management,3123,6,3.83,0.211,14361.0,4.6,223087.0,0.032,18.3
2024-01-09,Translation,3811,40,3.93,0.166,13766.0,3.6,225295.0,0.051,4.5
2024-01-09,Video Production,1420,28,4.2,0.2,7514.0,5.3,114354.0,0.0574,11.9
2024-01-09,Virtual Assistant,4354,26,3.74,0.119,18850.0,4.3,265873.0,0.0421,3.1
2024-01-09,Web Development,3047,16,4.28,0.191,16405.0,5.4,234054.0,0.0387,5.1
2024-01-10,AI/ML Development,1717,8,4.39,0.192,9252.0,5.4,138555.0,0.0382,7.9
2024-01-10,Content Writing,5925,97,3.97,0.124,30063.0,5.1,528174.0,0.0587,19.5
2024-01-10,Data Analysis,2819,17,4.29,0.116,11891.0,4.2,205506.0,0.0496,27.6
2024-01-10,Financial Modeling,795,2,4.44,0.141,3510.0,4.4,44354.0,0.0443,3.7
2024-01-10,Graphic Design,4216,41,4.08,0.175,22482.0,5.3,270449.0,0.0422,5.9
2024-01-10,Legal Consulting,653,5,4.58,0.177,3674.0,5.6,47705.0,0.0446,3.8
2024-01-10,Mobile App,1895,5,4.2,0.136,9990.0,5.3,172227.0,0.044,6.4
2024-01-10,Music Production,1158,7,3.86,0.163,5182.0,4.5,81149.0,0.0386,6.4
2024-01-10,Photography,1793,7,4.03,0.16,7012.0,3.9,101129.0,0.0603,5.3
2024-01-10,SEO/SEM,1899,30,3.96,0.14,9527.0,5.0,142280.0,0.0408,8.2
2024-01-10,Social Media Management,2680,18,3.8,0.164,13794.0,5.1,203953.0,0.0446,6.4
2024-01-10,Translation,3832,51,3.82,0.212,18934.0,4.9,312683.0,0.0389,57.6
2024-01-10,Video Production,1440,23,4.16,0.16,7354.0,5.1,106810.0,0.0407,7.3
2024-01-10,Virtual Assistant,4187,19,3.8,0.163,19081.0,4.6,231676.0,0.0439,1.0
2024-01-10,Web Development,3105,48,4.4,0.149,13806.0,4.4,207171.0,0.0414,10.0
2024-01-11,AI/ML Development,1641,18,4.48,0.182,7093.0,4.3,85406.0,0.0396,7.3
2024-01-11,Content Writing,6777,32,4.02,0.174,24087.0,3.6,383596.0,0.0313,43.0
2024-01-11,Data Analysis,2659,18,4.21,0.122,8860.0,3.3,122357.0,0.0465,11.7
2024-01-11,Financial Modeling,929,9,4.53,0.201,3234.0,3.5,45906.0,0.0451,6.0
2024-01-11,Graphic Design,4323,19,4.2,0.137,16524.0,3.8,274238.0,0.0313,6.0
2024-01-11,Legal Consulting,624,3,4.56,0.17,2659.0,4.3,38934.0,0.0488,24.5
2024-01-11,Mobile App,1788,8,4.16,0.188,8167.0,4.6,136036.0,0.0359,16.9
2024-01-11,Music Production,1103,9,3.83,0.133,4373.0,4.0,63120.0,0.044,26.8
2024-01-11,Photography,1948,18,4.14,0.166,7833.0,4.0,101492.0,0.0574,4.9
2024-01-11,SEO/SEM,2270,9,3.99,0.169,8910.0,3.9,129002.0,0.0695,4.1
2024-01-11,Social Media Management,2884,17,3.82,0.162,10330.0,3.6,170561.0,0.0611,8.6
2024-01-11,Translation,3928,39,3.81,0.137,13571.0,3.5,221842.0,0.0138,20.7
2024-01-11,Video Production,1238,5,4.25,0.165,4462.0,3.6,75689.0,0.0385,4.4
2024-01-11,Virtual Assistant,4315,56,3.84,0.168,13889.0,3.2,227060.0,0.0532,15.8
2024-01-11,Web Development,3229,21,4.28,0.158,15333.0,4.7,269581.0,0.0299,19.8
2024-01-12,AI/ML Development,1519,6,4.32,0.17,6146.0,4.0,86699.0,0.0467,14.0
2024-01-12,Content Writing,5856,72,3.99,0.175,25973.0,4.4,444283.0,0.0419,4.4
2024-01-12,Data Analysis,2760,25,4.29,0.148,9097.0,3.3,155878.0,0.0575,14.0
2024-01-12,Financial Modeling,752,4,4.45,0.159,2987.0,4.0,50186.0,0.0533,7.0
2024-01-12,Graphic Design,4607,40,4.04,0.176,17644.0,3.8,256280.0,0.0658,12.6
2024-01-12,Legal Consulting,596,3,4.71,0.114,2624.0,4.4,32926.0,0.0473,8.3
2024-01-12,Mobile App,1991,10,4.17,0.153,8280.0,4.2,146197.0,0.0635,2.3
2024-01-12,Music Production,1281,6,3.88,0.154,4889.0,3.8,75869.0,0.0451,25.4
2024-01-12,Photography,1706,13,4.07,0.115,5558.0,3.3,74417.0,0.0428,11.2
2024-01-12,SEO/SEM,2000,11,3.91,0.154,7736.0,3.9,115400.0,0.0517,7.1
2024-01-12,Social Media Management,3265,13,3.79,0.142,11895.0,3.6,194160.0,0.0449,2.5
2024-01-12,Translation,3547,40,3.91,0.149,12810.0,3.6,173934.0,0.0402,2.6
2024-01-12,Video Production,1363,11,4.1,0.132,4277.0,3.1,74019.0,0.0549,36.4
2024-01-12,Virtual Assistant,4273,32,3.85,0.155,13147.0,3.1,225967.0,0.0324,26.0
2024-01-12,Web Development,2982,8,4.45,0.201,10309.0,3.5,178695.0,0.0423,22.9
2024-01-13,AI/ML Development,1553,14,4.34,0.194,4648.0,3.0,69851.0,0.0344,13.0
2024-01-13,Content Writing,6138,42,4.04,0.205,14216.0,2.3,220012.0,0.0541,11.8
2024-01-13,Data Analysis,2742,19,4.41,0.199,6545.0,2.4,101430.0,0.0395,2.9
2024-01-13,Financial Modeling,910,4,4.51,0.22,3228.0,3.5,52578.0,0.0421,36.8
2024-01-13,Graphic Design,4833,21,4.11,0.116,10762.0,2.2,179229.0,0.0561,29.1
2024-01-13,Legal Consulting,545,1,4.57,0.093,1590.0,2.9,23483.0,0.047,18.9
2024-01-13,Mobile App,1991,7,4.11,0.187,5204.0,2.6,79971.0,0.0583,3.1
2024-01-13,Music Production,1313,10,3.9,0.133,3241.0,2.5,58118.0,0.0434,7.4
2024-01-13,Photography,1927,14,4.25,0.076,4441.0,2.3,69761.0,0.0438,2.0
2024-01-13,SEO/SEM,2309,12,3.86,0.155,6700.0,2.9,86895.0,0.0437,54.2
2024-01-13,Social Media Management,3063,47,3.87,0.141,9145.0,3.0,123418.0,0.043,6.7
2024-01-13,Translation,3785,17,3.93,0.138,8090.0,2.1,130184.0,0.0524,72.0
2024-01-13,Video Production,1283,14,4.13,0.111,4047.0,3.2,62313.0,0.0453,5.9
2024-01-13,Virtual Assistant,4589,42,3.88,0.105,10398.0,2.3,176434.0,0.0419,13.9
2024-01-13,Web Development,3062,10,4.39,0.145,9480.0,3.1,167898.0,0.0599,18.0
2024-01-14,AI/ML Development,1497,6,4.37,0.177,3631.0,2.4,44221.0,0.0443,6.6
2024-01-14,Content Writing,6814,51,4.07,0.224,14576.0,2.1,194526.0,0.0494,21.5
2024-01-14,Data Analysis,2346,19,4.23,0.139,6731.0,2.9,94098.0,0.0435,12.3
2024-01-14,Financial Modeling,845,3,4.48,0.228,2396.0,2.8,36993.0,0.0522,2.3
2024-01-14,Graphic Design,4829,20,4.07,0.105,12250.0,2.5,152216.0,0.0487,9.2
2024-01-14,Legal Consulting,534,5,4.61,0.147,1522.0,2.9,27180.0,0.04,7.8
2024-01-14,Mobile App,1953,32,4.24,0.195,5427.0,2.8,69532.0,0.0373,2.6
2024-01-14,Music Production,1113,10,3.98,0.149,3100.0,2.8,53254.0,0.0456,7.8
2024-01-14,Photography,1888,6,4.12,0.167,5341.0,2.8,74167.0,0.0367,15.1
2024-01-14,SEO/SEM,1857,14,3.98,0.164,5365.0,2.9,88055.0,0.0343,4.2
2024-01-14,Social Media Management,3094,17,3.91,0.125,7883.0,2.5,102963.0,0.0341,5.4
2024-01-14,Translation,4069,26,3.99,0.119,10544.0,2.6,176691.0,0.0445,7.4
2024-01-14,Video Production,1247,11,4.16,0.195,2946.0,2.4,41613.0,0.0253,3.8
2024-01-14,Virtual Assistant,4372,47,3.81,0.157,8646.0,2.0,140062.0,0.0358,5.6
2024-01-14,Web Development,3520,63,4.33,0.137,8924.0,2.5,148118.0,0.0391,9.8
2024-01-15,AI/ML Development,1847,12,4.43,0.163,9586.0,5.2,142109.0,0.0408,6.7
2024-01-15,Content Writing,6991,27,4.05,0.153,26459.0,3.8,414572.0,0.0503,4.8
2024-01-15,Data Analysis,2845,18,4.31,0.148,11294.0,4.0,177217.0,0.0404,7.7
2024-01-15,Financial Modeling,767,3,4.51,0.121,3857.0,5.0,53275.0,0.0415,8.9
2024-01-15,Graphic Design,4474,43,4.12,0.165,17820.0,4.0,234145.0,0.0523,4.9
2024-01-15,Legal Consulting,530,4,4.49,0.133,2337.0,4.4,32849.0,0.0496,7.6
2024-01-15,Mobile App,1780,4,4.15,0.162,6807.0,3.8,100034.0,0.0577,5.3
2024-01-15,Music Production,1159,11,3.89,0.14,4742.0,4.1,81536.0,0.0425,20.7
2024-01-15,Photography,1964,39,4.18,0.162,9236.0,4.7,139889.0,0.0508,7.3
2024-01-15,SEO/SEM,2279,14,4.1,0.166,8603.0,3.8,129189.0,0.0378,5.4
2024-01-15,Social Media Management,2700,19,3.82,0.179,12205.0,4.5,157863.0,0.0416,5.9
2024-01-15,Translation,3451,32,3.89,0.159,13664.0,4.0,228116.0,0.0357,23.9
2024-01-15,Video Production,1510,10,4.21,0.184,7120.0,4.7,93880.0,0.0596,11.4
2024-01-15,Virtual Assistant,4284,28,3.93,0.121,17776.0,4.1,253313.0,0.0434,5.5
2024-01-15,Web Development,3115,41,4.38,0.14,13374.0,4.3,225651.0,0.0378,11.3
2024-01-16,AI/ML Development,1618,12,4.45,0.196,6662.0,4.1,97037.0,0.0406,9.9
2024-01-16,Content Writing,7147,24,4.01,0.148,30868.0,4.3,530967.0,0.0501,4.5
2024-01-16,Data Analysis,2276,12,4.26,0.172,11159.0,4.9,164545.0,0.0489,18.3
2024-01-16,Financial Modeling,822,4,4.53,0.145,3770.0,4.6,56124.0,0.0328,15.9
2024-01-16,Graphic Design,4854,27,4.13,0.091,25368.0,5.2,396938.0,0.0449,3.5
2024-01-16,Legal Consulting,523,3,4.56,0.174,2582.0,4.9,34914.0,0.0534,6.4
2024-01-16,Mobile App,1686,16,4.12,0.16,8244.0,4.9,113026.0,0.0477,9.7
2024-01-16,Music Production,1305,4,3.92,0.143,6002.0,4.6,88577.0,0.0438,8.1
2024-01-16,Photography,1727,10,4.12,0.131,8375.0,4.8,100939.0,0.0544,8.4
2024-01-16,SEO/SEM,2305,21,3.99,0.126,10263.0,4.5,129518.0,0.0411,12.8
2024-01-16,Social Media Management,2784,43,3.8,0.224,13925.0,5.0,175523.0,0.052,19.6
2024-01-16,Translation,3761,33,3.88,0.168,18507.0,4.9,275780.0,0.0396,3.5
2024-01-16,Video Production,1298,13,4.33,0.155,6963.0,5.4,86560.0,0.0405,16.5
2024-01-16,Virtual Assistant,3671,26,3.85,0.152,18075.0,4.9,247301.0,0.0374,8.9
2024-01-16,Web Development,3459,24,4.33,0.147,19181.0,5.5,337517.0,0.0408,24.0
2024-01-17,AI/ML Development,1862,11,4.38,0.177,9514.0,5.1,155050.0,0.0315,6.0
2024-01-17,Content Writing,5774,28,3.86,0.116,26111.0,4.5,318846.0,0.0401,4.0
2024-01-17,Data Analysis,2714,14,4.32,0.19,14777.0,5.4,262833.0,0.0581,14.6
2024-01-17,Financial Modeling,798,12,4.46,0.157,3884.0,4.9,49526.0,0.0396,12.1
2024-01-17,Graphic Design,5036,46,4.05,0.163,23335.0,4.6,410692.0,0.0323,5.5
2024-01-17,Legal Consulting,642,4,4.64,0.147,4040.0,6.3,59366.0,0.0639,15.4
2024-01-17,Mobile App,1731,6,4.2,0.206,8989.0,5.2,120722.0,0.0515,13.1
2024-01-17,Music Production,1279,13,3.91,0.112,5900.0,4.6,87038.0,0.0414,13.1
2024-01-17,Photography,1654,9,4.06,0.102,6659.0,4.0,98913.0,0.05,16.4
2024-01-17,SEO/SEM,1978,9,3.92,0.155,7203.0,3.6,105531.0,0.0463,9.9
2024-01-17,Social Media Management,3229,25,3.86,0.12,13424.0,4.2,,1.3559,16.9
2024-01-17,Translation,4153,25,3.98,0.156,19546.0,4.7,244131.0,0.0556,3.5
2024-01-17,Video Production,1375,6,4.22,0.165,6029.0,4.4,90901.0,0.0552,7.8
2024-01-17,Virtual Assistant,3946,38,3.84,0.102,15949.0,4.0,195475.0,0.0462,21.5
2024-01-17,Web Development,3452,17,4.25,0.24,13336.0,3.9,187506.0,0.0407,6.7
2024-01-18,AI/ML Development,1636,6,4.44,0.141,5829.0,3.6,83029.0,0.0403,37.2
2024-01-18,Content Writing,6767,35,4.09,0.146,24010.0,3.5,400637.0,0.0504,3.8
2024-01-18,Data Analysis,2708,12,4.27,0.122,10577.0,3.9,174708.0,0.0374,5.9
2024-01-18,Financial Modeling,795,6,4.47,0.128,3903.0,4.9,62026.0,0.0472,22.4
2024-01-18,Graphic Design,4467,26,4.15,0.187,19390.0,4.3,234953.0,0.0316,9.0
2024-01-18,Legal Consulting,599,2,4.66,0.167,2341.0,3.9,37343.0,0.0531,7.3
2024-01-18,Mobile App,2052,17,4.21,0.181,9416.0,4.6,168283.0,0.0455,8.8
2024-01-18,Music Production,1280,5,3.92,0.166,4541.0,3.5,66061.0,0.0322,4.0
2024-01-18,Photography,1704,4,4.14,0.158,6450.0,3.8,97251.0,0.0479,22.7
2024-01-18,SEO/SEM,2220,16,3.91,0.129,7268.0,3.3,122800.0,0.0459,3.3
2024-01-18,Social Media Management,2964,51,3.85,0.133,10322.0,3.5,135602.0,0.0421,12.2
2024-01-18,Translation,3692,11,3.86,0.116,12461.0,3.4,194280.0,0.0484,1.1
2024-01-18,Video Production,1389,10,4.2,0.188,6146.0,4.4,84835.0,0.057,3.9
2024-01-18,Virtual Assistant,4055,9,3.75,0.13,16494.0,4.1,235627.0,0.0398,11.2
2024-01-18,Web Development,3031,19,4.29,0.152,10339.0,3.4,129901.0,0.0461,18.1
2024-01-19,AI/ML Development,1806,9,4.45,0.168,8824.0,4.9,128816.0,0.0347,14.5
2024-01-19,Content Writing,7113,55,4.1,0.128,32771.0,4.6,568700.0,0.0533,11.8
2024-01-19,Data Analysis,2602,14,4.22,0.129,8364.0,3.2,126130.0,0.0422,18.5
2024-01-19,Financial Modeling,738,5,4.42,0.131,3103.0,4.2,39707.0,0.0562,5.1
2024-01-19,Graphic Design,5035,91,4.01,0.134,17557.0,3.5,300646.0,0.0437,27.6
2024-01-19,Legal Consulting,627,2,4.58,0.138,2850.0,4.5,36076.0,0.032,4.6
2024-01-19,Mobile App,1757,14,4.24,0.214,7055.0,4.0,112838.0,0.0415,6.5
2024-01-19,Music Production,1269,6,3.85,0.155,5057.0,4.0,76238.0,0.0388,8.0
2024-01-19,Photography,1629,12,4.06,0.147,6725.0,4.1,115459.0,0.0297,6.1
2024-01-19,SEO/SEM,1820,10,3.95,0.151,5613.0,3.1,77615.0,0.0484,10.2
2024-01-19,Social Media Management,2649,14,3.83,0.148,9151.0,3.5,122094.0,0.051,4.3
