date,gig_category,n_active_vendors,n_new_vendors,avg_vendor_rating,top_rated_fraction,total_profile_views,avg_profile_views,search_impressions,click_through_rate,avg_response_time_hours
2025-01-02,Video Production,1594,8,4.26,0.159,7285.0,4.6,126069.0,0.0462,2.9
2025-01-02,Virtual Assistant,4832,34,3.88,0.137,20977.0,4.3,314892.0,0.0381,7.4
2025-01-02,Web Development,3707,19,4.37,0.117,16911.0,4.6,205207.0,0.0523,9.1
2025-01-03,AI/ML Development,1695,30,4.43,0.107,6908.0,4.1,116508.0,0.0558,3.5
2025-01-03,Content Writing,6925,35,3.98,0.163,27393.0,4.0,344700.0,0.0636,2.8
2025-01-03,Data Analysis,2975,14,4.38,0.108,13982.0,4.7,233090.0,0.0506,2.4
2025-01-03,Financial Modeling,858,5,4.54,0.191,4025.0,4.7,51064.0,0.042,12.2
2025-01-03,Graphic Design,4936,11,4.16,0.175,18018.0,3.7,286070.0,0.0443,15.0
2025-01-03,Legal Consulting,598,4,4.59,0.147,2108.0,3.5,28178.0,0.0479,5.5
2025-01-03,Mobile App,1987,15,4.22,0.138,7768.0,3.9,120982.0,0.0364,5.2
2025-01-03,Music Production,1168,9,3.92,0.163,4146.0,3.5,72502.0,0.0279,15.3
2025-01-03,Photography,1974,17,4.11,0.164,6280.0,3.2,92485.0,0.0511,20.7
2025-01-03,SEO/SEM,2473,8,3.96,0.153,10197.0,4.1,135864.0,0.0421,17.7
2025-01-03,Social Media Management,3081,26,3.84,0.141,9826.0,3.2,136507.0,0.0425,15.5
2025-01-03,Translation,3877,16,3.94,0.121,16970.0,4.4,296818.0,0.0534,8.4
2025-01-03,Video Production,1353,8,4.15,0.18,6310.0,4.7,76957.0,0.0422,10.6
2025-01-03,Virtual Assistant,4773,22,3.93,0.14,18926.0,4.0,234012.0,0.0401,11.7
2025-01-03,Web Development,3313,32,4.34,0.092,14705.0,4.4,183497.0,0.0549,6.9
2025-01-04,AI/ML Development,1850,9,4.55,0.175,6149.0,3.3,98097.0,0.0244,6.3
2025-01-04,Content Writing,7534,79,4.03,0.113,16827.0,2.2,221411.0,0.0369,2.1
2025-01-04,Data Analysis,2795,21,4.31,0.145,7553.0,2.7,116061.0,0.0636,5.9
2025-01-04,Financial Modeling,946,9,4.57,0.165,2624.0,2.8,33695.0,0.0504,8.5
2025-01-04,Graphic Design,5446,28,4.12,0.153,12361.0,2.3,205025.0,0.041,7.2
2025-01-04,Legal Consulting,669,3,4.68,0.124,1733.0,2.6,30100.0,0.0601,6.4
2025-01-04,Mobile App,1789,9,4.17,0.175,5562.0,3.1,98207.0,0.0498,15.0
2025-01-04,Music Production,1353,7,3.88,0.125,3881.0,2.9,66005.0,0.0546,9.1
2025-01-04,Photography,1731,11,4.26,0.106,4718.0,2.7,66254.0,0.0523,5.2
2025-01-04,SEO/SEM,1967,12,4.05,0.194,5037.0,2.6,80883.0,0.0468,6.8
2025-01-04,Social Media Management,3275,13,3.77,0.109,7949.0,2.4,112744.0,0.0475,13.0
2025-01-04,Translation,3640,20,3.9,0.176,9168.0,2.5,110705.0,0.0378,15.1
2025-01-04,Video Production,1355,13,4.23,0.225,3471.0,2.6,53799.0,0.0539,16.7
2025-01-04,Virtual Assistant,3955,48,3.86,0.129,11843.0,3.0,206829.0,0.0366,5.9
2025-01-04,Web Development,3369,32,4.24,0.208,9226.0,2.7,160884.0,0.0514,6.2
2025-01-05,AI/ML Development,1948,3,4.34,0.193,5451.0,2.8,80573.0,0.0448,13.3
2025-01-05,Content Writing,7629,21,4.05,0.137,19772.0,2.6,281362.0,0.0381,2.7
2025-01-05,Data Analysis,2718,17,4.43,0.127,8650.0,3.2,125450.0,0.0484,1.8
2025-01-05,Financial Modeling,982,8,4.51,0.142,3041.0,3.1,41588.0,0.0562,8.6
2025-01-05,Graphic Design,4671,19,4.15,0.156,9988.0,2.1,140600.0,0.0491,4.0
2025-01-05,Legal Consulting,678,1,4.63,0.155,2273.0,3.4,30723.0,0.0541,7.3
2025-01-05,Mobile App,2076,8,4.28,0.198,5590.0,2.7,83192.0,0.0483,4.5
2025-01-05,Music Production,1184,11,4.02,0.128,3483.0,2.9,59091.0,0.0576,6.0
2025-01-05,Photography,1734,12,4.09,0.14,4032.0,2.3,54498.0,0.035,6.9
2025-01-05,SEO/SEM,2462,27,4.11,0.167,6803.0,2.8,101500.0,0.0413,8.1
2025-01-05,Social Media Management,3035,17,3.81,0.148,7668.0,2.5,100528.0,0.0476,12.7
2025-01-05,Translation,3939,15,3.94,0.101,8895.0,2.3,141854.0,0.0452,11.5
2025-01-05,Video Production,1518,10,4.15,0.157,3879.0,2.6,52449.0,0.0418,3.4
2025-01-05,Virtual Assistant,4181,18,3.93,0.151,11824.0,2.8,198473.0,0.0379,7.7
2025-01-05,Web Development,3186,15,4.32,0.153,9100.0,2.9,152093.0,0.0432,6.8
2025-01-06,AI/ML Development,2009,34,4.41,0.193,11239.0,5.6,164615.0,0.0577,9.3
2025-01-06,Content Writing,7119,63,4.01,0.106,34321.0,4.8,511062.0,0.0333,7.6
2025-01-06,Data Analysis,2689,18,4.29,0.128,13916.0,5.2,228107.0,0.0383,7.8
2025-01-06,Financial Modeling,970,5,4.6,0.093,4041.0,4.2,72188.0,0.0452,25.4
2025-01-06,Graphic Design,5620,22,4.17,0.181,23247.0,4.1,308353.0,0.057,26.6
2025-01-06,Legal Consulting,641,4,4.67,0.151,3998.0,6.2,59240.0,0.0501,7.3
2025-01-06,Mobile App,1905,7,4.16,0.115,7213.0,3.8,107693.0,0.0536,8.4
2025-01-06,Music Production,1247,10,3.8,0.159,5188.0,4.2,75778.0,0.0389,4.9
2025-01-06,Photography,2016,11,4.16,0.072,8057.0,4.0,138522.0,0.0288,13.3
2025-01-06,SEO/SEM,2362,37,4.04,0.11,12567.0,5.3,161420.0,0.0387,6.4
2025-01-06,Social Media Management,3155,23,3.8,0.148,12822.0,4.1,224461.0,0.0446,16.1
2025-01-06,Translation,4203,38,3.98,0.233,17601.0,4.2,301830.0,0.0461,3.8
2025-01-06,Video Production,1428,8,4.28,0.116,6452.0,4.5,82601.0,0.0358,7.2
2025-01-06,Virtual Assistant,4695,17,3.83,0.116,23103.0,4.9,327737.0,0.0263,5.6
2025-01-06,Web Development,2987,18,4.25,0.184,16558.0,5.5,252527.0,0.0513,5.3
2025-01-07,AI/ML Development,1782,3,4.48,0.211,9835.0,5.5,154814.0,0.0456,7.0
2025-01-07,Content Writing,6171,36,4.06,0.166,24055.0,3.9,329556.0,0.0416,7.5
2025-01-07,Data Analysis,2763,20,4.39,0.121,14066.0,5.1,207438.0,0.0403,20.5
2025-01-07,Financial Modeling,901,7,4.59,0.158,4279.0,4.7,62273.0,0.0432,8.1
2025-01-07,Graphic Design,5686,44,4.05,0.172,28865.0,5.1,413008.0,0.0556,5.2
2025-01-07,Legal Consulting,599,5,4.69,0.183,3684.0,6.2,56886.0,0.0411,11.1
2025-01-07,Mobile App,1795,11,4.28,0.1,10102.0,5.6,129993.0,0.0422,9.1
2025-01-07,Music Production,1366,19,3.9,0.178,5409.0,4.0,65117.0,0.0504,16.5
2025-01-07,Photography,1858,8,4.14,0.099,9060.0,4.9,123505.0,0.0521,6.9
2025-01-07,SEO/SEM,2207,8,4.02,0.132,11692.0,5.3,145870.0,0.0361,6.0
2025-01-07,Social Media Management,2934,19,3.78,0.136,12935.0,4.4,193339.0,0.0549,18.9
2025-01-07,Translation,3924,24,3.87,0.174,20143.0,5.1,293237.0,0.0493,10.0
2025-01-07,Video Production,1438,16,4.29,0.187,8317.0,5.8,99938.0,0.0509,9.6
2025-01-07,Virtual Assistant,4527,29,3.81,0.117,15864.0,3.5,233876.0,0.0405,5.4
2025-01-07,Web Development,3512,24,4.36,0.114,18728.0,5.3,294062.0,0.0532,1.3
2025-01-08,AI/ML Development,1849,10,4.4,0.14,8322.0,4.5,105478.0,0.0372,6.1
2025-01-08,Content Writing,6169,37,4.18,0.164,23560.0,3.8,297888.0,0.0533,72.0
2025-01-08,Data Analysis,3008,13,4.33,0.169,14632.0,4.9,183405.0,0.0455,15.0
2025-01-08,Financial Modeling,906,7,4.56,0.145,4783.0,5.3,61070.0,0.0527,14.3
2025-01-08,Graphic Design,5447,44,4.21,0.142,29188.0,5.4,497306.0,0.0396,7.1
2025-01-08,Legal Consulting,648,5,4.57,0.161,3054.0,4.7,50982.0,0.0509,10.1
2025-01-08,Mobile App,1878,11,4.26,0.158,10089.0,5.4,151500.0,0.0486,5.8
2025-01-08,Music Production,1243,5,3.93,0.133,5060.0,4.1,74783.0,0.0536,3.6
2025-01-08,Photography,1950,8,4.14,0.14,10400.0,5.3,134883.0,0.0418,8.1
2025-01-08,SEO/SEM,2316,13,4.02,0.176,9969.0,4.3,121388.0,0.047,6.1
2025-01-08,Social Media Management,3154,8,3.97,0.165,13504.0,4.3,176592.0,0.0559,6.1
2025-01-08,Translation,4340,19,3.92,0.18,22926.0,5.3,388337.0,0.048,6.0
2025-01-08,Video Production,1353,12,4.22,0.121,7624.0,5.6,132972.0,0.0512,8.4
2025-01-08,Virtual Assistant,4617,27,3.86,0.18,18725.0,4.1,235431.0,0.0408,10.5
2025-01-08,Web Development,3104,34,4.25,0.139,17643.0,5.7,312411.0,0.0587,19.9
2025-01-09,AI/ML Development,1990,18,4.41,0.139,9329.0,4.7,155712.0,0.0376,14.6
2025-01-09,Content Writing,7618,36,4.02,0.142,33565.0,4.4,476053.0,0.0428,4.5
2025-01-09,Data Analysis,2730,12,4.42,0.086,11736.0,4.3,154304.0,0.0596,12.8
2025-01-09,Financial Modeling,813,3,4.52,0.19,3813.0,4.7,66002.0,0.0522,37.2
2025-01-09,Graphic Design,5263,76,4.13,0.156,21266.0,4.0,282900.0,0.0521,4.0
2025-01-09,Legal Consulting,655,3,4.62,0.115,2837.0,4.3,46272.0,0.0469,12.0
2025-01-09,Mobile App,2179,27,4.23,0.092,7019.0,3.2,106937.0,0.0337,9.8
2025-01-09,Music Production,1337,7,3.91,0.159,5544.0,4.1,87537.0,0.0587,6.5
2025-01-09,Photography,1831,9,4.08,0.186,7964.0,4.3,117882.0,0.0469,6.5
2025-01-09,SEO/SEM,2316,22,3.96,0.144,9431.0,4.1,135506.0,0.0447,5.5
2025-01-09,Social Media Management,3520,23,3.87,0.179,14174.0,4.0,212060.0,0.0329,4.8
2025-01-09,Translation,3972,15,3.98,0.094,13438.0,3.4,161354.0,0.0489,9.0
2025-01-09,Video Production,1469,6,4.19,0.155,6568.0,4.5,106226.0,0.051,5.3
2025-01-09,Virtual Assistant,4180,21,3.88,0.222,13990.0,3.3,249959.0,0.0562,7.8
2025-01-09,Web Development,3510,11,4.32,0.137,13012.0,3.7,190193.0,0.0509,14.5
2025-01-10,AI/ML Development,1960,9,4.41,0.186,7584.0,3.9,121070.0,0.0336,13.4
2025-01-10,Content Writing,6339,14,3.98,0.141,26981.0,4.3,470499.0,0.0426,22.3
2025-01-10,Data Analysis,2724,12,4.29,0.168,10975.0,4.0,160432.0,0.0557,8.2
2025-01-10,Financial Modeling,834,13,4.6,0.15,4257.0,5.1,67313.0,0.0465,10.4
2025-01-10,Graphic Design,4967,25,4.11,0.164,15735.0,3.2,228378.0,0.0538,4.8
2025-01-10,Legal Consulting,676,4,4.66,0.155,3516.0,5.2,63263.0,0.0481,7.7
2025-01-10,Mobile App,1859,14,4.25,0.183,,4.6,110168.0,1.8313,4.2
2025-01-10,Music Production,1387,33,3.91,0.109,5655.0,4.1,71054.0,0.0508,5.6
2025-01-10,Photography,2093,20,4.17,0.152,7372.0,3.5,130469.0,0.0232,4.5
2025-01-10,SEO/SEM,2461,13,4.05,0.191,8584.0,3.5,110357.0,0.0557,7.1
2025-01-10,Social Media Management,2822,11,3.92,0.18,8781.0,3.1,140037.0,0.0544,9.7
2025-01-10,Translation,3637,37,3.91,0.139,13132.0,3.6,224021.0,0.0464,4.8
2025-01-10,Video Production,1435,4,4.27,0.173,5143.0,3.6,68863.0,0.045,2.8
2025-01-10,Virtual Assistant,4833,45,3.87,0.155,19430.0,4.0,308022.0,0.0401,11.3
2025-01-10,Web Development,3702,31,4.31,0.169,17755.0,4.8,279014.0,0.031,6.6
2025-01-11,AI/ML Development,1884,16,4.43,0.158,5216.0,2.8,71710.0,0.0254,5.9
2025-01-11,Content Writing,7389,13,3.97,0.146,22915.0,3.1,321784.0,0.0391,7.7
2025-01-11,Data Analysis,2928,13,4.42,0.147,8468.0,2.9,110718.0,0.0481,6.0
2025-01-11,Financial Modeling,841,5,4.44,0.143,2501.0,3.0,37567.0,0.0589,4.2
2025-01-11,Graphic Design,5631,102,4.15,0.15,13852.0,2.5,203786.0,0.0545,13.0
2025-01-11,Legal Consulting,647,8,4.64,0.18,2125.0,3.3,31854.0,0.0317,13.0
2025-01-11,Mobile App,2110,10,4.29,0.141,7073.0,3.4,91384.0,0.0373,1.8
2025-01-11,Music Production,1345,6,3.95,0.127,3793.0,2.8,56695.0,0.0501,4.5
2025-01-11,Photography,1792,12,4.16,0.118,5604.0,3.1,99608.0,0.0376,6.2
2025-01-11,SEO/SEM,2043,9,4.01,0.165,4390.0,2.1,69144.0,0.0331,10.7
2025-01-11,Social Media Management,3426,32,3.86,0.122,8826.0,2.6,150736.0,0.0413,9.5
2025-01-11,Translation,4408,25,3.91,0.067,13639.0,3.1,180143.0,0.0587,3.8
2025-01-11,Video Production,1539,10,4.16,0.129,4904.0,3.2,71315.0,0.0505,7.7
2025-01-11,Virtual Assistant,4227,39,3.73,0.204,9650.0,2.3,125726.0,0.0617,23.6
2025-01-11,Web Development,3312,14,4.43,0.15,10509.0,3.2,142276.0,0.0342,26.4
2025-01-12,AI/ML Development,1649,23,4.4,0.178,4181.0,2.5,67422.0,0.0415,4.6
2025-01-12,Content Writing,6964,32,3.98,0.152,18899.0,2.7,283750.0,0.0562,8.1
2025-01-12,Data Analysis,2837,11,4.32,0.082,6372.0,2.2,76589.0,0.0519,10.6
2025-01-12,Financial Modeling,972,4,4.57,0.14,2469.0,2.5,35842.0,0.0436,12.7
2025-01-12,Graphic Design,5628,61,4.22,0.146,12938.0,2.3,172957.0,0.0428,4.7
2025-01-12,Legal Consulting,671,1,4.62,0.167,1568.0,2.3,25732.0,0.0431,2.8
2025-01-12,Mobile App,1993,27,4.18,0.19,4676.0,2.3,62147.0,0.0433,2.9
2025-01-12,Music Production,1369,6,3.99,0.171,3505.0,2.6,50710.0,0.0644,2.8
2025-01-12,Photography,1955,10,4.08,0.21,4846.0,2.5,60896.0,0.0555,6.2
2025-01-12,SEO/SEM,1972,17,3.99,0.213,4969.0,2.5,83369.0,0.0495,6.3
2025-01-12,Social Media Management,3322,18,3.77,0.105,7046.0,2.1,105833.0,0.0357,14.4
2025-01-12,Translation,3725,17,4.02,0.219,9139.0,2.5,123003.0,0.0376,19.5
2025-01-12,Video Production,1486,11,4.24,0.128,3770.0,2.5,51948.0,0.0448,12.8
2025-01-12,Virtual Assistant,4730,10,3.87,0.095,11225.0,2.4,167915.0,0.0515,11.2
2025-01-12,Web Development,3166,9,4.38,0.165,9406.0,3.0,143153.0,0.0553,5.0
2025-01-13,AI/ML Development,1873,7,4.47,0.105,10104.0,5.4,145685.0,0.0446,9.0
2025-01-13,Content Writing,6632,73,4.04,0.164,33357.0,5.0,401440.0,0.0493,1.9
2025-01-13,Data Analysis,2599,22,4.31,0.232,10605.0,4.1,183127.0,0.0402,4.7
2025-01-13,Financial Modeling,887,7,4.54,0.137,5145.0,5.8,76847.0,0.0462,13.6
2025-01-13,Graphic Design,5653,27,4.19,0.166,29095.0,5.1,508160.0,0.0495,3.3
2025-01-13,Legal Consulting,647,1,4.65,0.181,2937.0,4.5,38298.0,0.0412,2.5
2025-01-13,Mobile App,1980,17,4.13,0.15,10578.0,5.3,134611.0,0.0466,8.4
2025-01-13,Music Production,1247,5,3.9,0.142,6512.0,5.2,99459.0,0.0413,4.5
2025-01-13,Photography,1845,19,4.1,0.092,8740.0,4.7,143819.0,0.0412,18.1
2025-01-13,SEO/SEM,2423,21,3.99,0.114,8868.0,3.7,129154.0,0.0462,3.9
2025-01-13,Social Media Management,3300,12,3.85,0.161,11815.0,3.6,185047.0,0.0437,7.6
2025-01-13,Translation,3584,16,3.93,0.186,14600.0,4.1,234782.0,0.0534,12.1
2025-01-13,Video Production,1521,11,4.23,0.153,5894.0,3.9,85108.0,0.042,3.4
2025-01-13,Virtual Assistant,4055,33,3.85,0.133,14283.0,3.5,244222.0,0.0445,5.4
2025-01-13,Web Development,3132,8,4.3,0.116,14491.0,4.6,175202.0,0.0471,5.8
2025-01-14,AI/ML Development,1753,14,4.37,0.156,8700.0,5.0,135897.0,0.0441,11.7
2025-01-14,Content Writing,6790,62,4.01,0.137,30615.0,4.5,461718.0,0.0435,3.2
2025-01-14,Data Analysis,3013,58,4.29,0.151,12239.0,4.1,181322.0,0.0408,1.6
2025-01-14,Financial Modeling,1001,8,4.47,0.154,5752.0,5.7,100240.0,0.0453,5.6
2025-01-14,Graphic Design,4926,95,4.15,0.117,19005.0,3.9,308115.0,0.0385,6.9
2025-01-14,Legal Consulting,622,4,4.62,0.134,3575.0,5.7,62996.0,0.0394,3.2
2025-01-14,Mobile App,1866,20,4.2,0.134,8834.0,4.7,153163.0,0.0496,22.0
2025-01-14,Music Production,1172,8,3.9,0.137,5735.0,4.9,91557.0,0.0326,21.1
2025-01-14,Photography,1717,5,4.11,0.181,6462.0,3.8,78218.0,0.0487,1.6
2025-01-14,SEO/SEM,2141,23,4.0,0.155,11290.0,5.3,164366.0,0.0446,10.4
2025-01-14,Social Media Management,2836,23,3.86,0.178,12794.0,4.5,214156.0,0.0446,7.2
2025-01-14,Translation,3629,36,3.92,0.115,18396.0,5.1,325642.0,0.0388,7.2
2025-01-14,Video Production,1592,12,4.32,0.146,6453.0,4.1,109158.0,0.0514,3.6
2025-01-14,Virtual Assistant,4912,19,3.86,0.155,18424.0,3.8,,0.0471,7.8
2025-01-14,Web Development,3412,35,4.38,0.136,17801.0,5.2,231501.0,0.0292,11.8
2025-01-15,AI/ML Development,1738,15,4.49,0.16,7317.0,4.2,111033.0,0.0497,7.2
2025-01-15,Content Writing,6675,31,4.07,0.163,32249.0,4.8,398032.0,0.0458,5.3
2025-01-15,Data Analysis,2905,17,4.28,0.221,11824.0,4.1,167850.0,0.0323,3.1
2025-01-15,Financial Modeling,843,11,4.45,0.194,3493.0,4.1,52836.0,0.0454,2.4
2025-01-15,Graphic Design,4650,23,4.06,0.191,25121.0,5.4,363694.0,0.0459,8.4
2025-01-15,Legal Consulting,600,2,4.51,0.209,2497.0,4.2,35320.0,0.0458,8.8
2025-01-15,Mobile App,2191,17,4.27,0.15,9279.0,4.2,150373.0,0.0407,9.7
2025-01-15,Music Production,1411,24,3.94,0.189,5259.0,3.7,92500.0,0.0541,7.9
2025-01-15,Photography,2046,11,4.03,0.126,7904.0,3.9,133038.0,0.0472,22.4
2025-01-15,SEO/SEM,2072,20,4.0,0.08,8131.0,3.9,130718.0,0.0447,6.5
2025-01-15,Social Media Management,3177,19,3.98,0.152,15892.0,5.0,236923.0,0.043,16.9
2025-01-15,Translation,4440,77,3.93,0.185,16121.0,3.6,204662.0,0.0326,14.5
2025-01-15,Video Production,1385,17,4.26,0.157,5877.0,4.2,72342.0,0.0323,8.3
2025-01-15,Virtual Assistant,4439,16,3.84,0.132,15634.0,3.5,248143.0,0.0596,3.5
2025-01-15,Web Development,3316,10,4.36,0.149,18093.0,5.5,318921.0,0.044,38.0
2025-01-16,AI/ML Development,1684,14,4.55,0.157,5960.0,3.5,88342.0,0.0317,8.1
2025-01-16,Content Writing,7425,53,4.08,0.13,24554.0,3.3,295969.0,0.0411,9.2
2025-01-16,Data Analysis,2831,26,4.36,0.128,13297.0,4.7,163844.0,0.0392,3.6
2025-01-16,Financial Modeling,965,6,4.66,0.134,4099.0,4.2,53444.0,0.0519,10.2
2025-01-16,Graphic Design,4508,61,4.11,0.177,17879.0,4.0,248653.0,0.025,2.7
2025-01-16,Legal Consulting,683,4,4.6,0.137,2781.0,4.1,46558.0,0.0361,30.4
2025-01-16,Mobile App,2109,18,4.12,0.166,7852.0,3.7,107882.0,0.0409,5.1
2025-01-16,Music Production,1307,14,3.89,0.198,3866.0,3.0,66414.0,0.0359,5.3
2025-01-16,Photography,2054,14,4.12,0.115,7019.0,3.4,118644.0,0.0339,31.9
2025-01-16,SEO/SEM,2417,16,4.11,0.141,10607.0,4.4,182565.0,0.0492,4.9
2025-01-16,Social Media Management,3281,18,3.84,0.168,11516.0,3.5,177417.0,0.0559,9.2
2025-01-16,Translation,4278,50,3.98,0.163,17157.0,4.0,220359.0,0.0508,7.1
2025-01-16,Video Production,1616,15,4.22,0.145,6997.0,4.3,102071.0,0.0546,5.0
2025-01-16,Virtual Assistant,4814,16,3.86,0.183,17403.0,3.6,278651.0,0.0492,9.3
2025-01-16,Web Development,3663,36,4.42,0.091,15755.0,4.3,228656.0,0.0394,4.0
2025-01-17,AI/ML Development,1943,7,4.48,0.14,7733.0,4.0,97682.0,0.0487,5.3
2025-01-17,Content Writing,7524,37,4.15,0.164,30887.0,4.1,377245.0,0.0478,4.3
2025-01-17,Data Analysis,2818,15,4.33,0.147,12079.0,4.3,206056.0,0.0405,72.0
2025-01-17,Financial Modeling,906,10,4.65,0.116,4352.0,4.8,70896.0,0.041,11.0
2025-01-17,Graphic Design,4964,63,3.94,0.165,14970.0,3.0,223881.0,0.0441,17.3
2025-01-17,Legal Consulting,673,3,4.64,0.093,2846.0,4.2,43987.0,0.0499,23.7
2025-01-17,Mobile App,2194,11,4.24,0.168,9299.0,4.2,143838.0,0.057,9.1
2025-01-17,Music Production,1405,10,3.96,0.182,4572.0,3.3,76579.0,0.0434,15.0
2025-01-17,Photography,1960,4,4.14,0.125,6855.0,3.5,87399.0,0.0342,9.6
2025-01-17,SEO/SEM,2425,10,4.11,0.193,8557.0,3.5,150280.0,0.0421,8.5
2025-01-17,Social Media Management,3039,36,3.86,0.078,9952.0,3.3,166149.0,0.0345,22.8
2025-01-17,Translation,3617,38,3.97,0.175,11293.0,3.1,142816.0,0.032,6.4
2025-01-17,Video Production,1360,22,4.22,0.185,4901.0,3.6,77376.0,0.0443,20.2
2025-01-17,Virtual Assistant,4177,63,3.9,0.193,14180.0,3.4,231144.0,0.0443,10.7
2025-01-17,Web Development,3534,27,4.37,0.163,13653.0,3.9,211784.0,0.0523,15.3
2025-01-18,AI/ML Development,1986,21,4.53,0.176,5548.0,2.8,79506.0,0.0515,8.7
2025-01-18,Content Writing,7697,41,4.02,0.179,22275.0,2.9,360648.0,0.0422,9.3
2025-01-18,Data Analysis,2449,38,4.34,0.191,8321.0,3.4,145392.0,0.0593,14.3
2025-01-18,Financial Modeling,853,8,4.53,0.153,2161.0,2.5,32691.0,0.0469,9.0
2025-01-18,Graphic Design,4718,31,4.15,0.119,15025.0,3.2,215037.0,0.0403,14.6
2025-01-18,Legal Consulting,595,3,4.62,0.184,1561.0,2.6,19632.0,0.0469,7.2
2025-01-18,Mobile App,2062,8,4.25,0.188,4863.0,2.4,59126.0,0.0572,10.0
2025-01-18,Music Production,1171,17,3.86,0.207,2607.0,2.2,43247.0,0.0447,8.6
2025-01-18,Photography,1729,6,4.18,0.111,4215.0,2.4,68078.0,0.0415,4.3
2025-01-18,SEO/SEM,2096,6,4.05,0.073,5494.0,2.6,90795.0,0.0471,7.1
2025-01-18,Social Media Management,3247,11,3.87,0.269,9633.0,3.0,133055.0,0.0614,4.9
2025-01-18,Translation,4189,41,3.9,0.14,11731.0,2.8,169513.0,0.0445,3.3
2025-01-18,Video Production,1606,15,4.25,0.21,5401.0,3.4,79707.0,0.0556,14.9
2025-01-18,Virtual Assistant,4212,17,3.87,0.169,10003.0,2.4,131675.0,0.0432,18.3
2025-01-18,Web Development,3706,55,4.3,0.154,8814.0,2.4,129713.0,0.0459,5.2
2025-01-19,AI/ML Development,1606,15,4.36,0.125,4275.0,2.7,73217.0,0.0425,4.1
2025-01-19,Content Writing,7505,33,4.04,0.106,19753.0,2.6,302557.0,0.0647,7.6
2025-01-19,Data Analysis,2470,27,4.31,0.097,5976.0,2.4,75238.0,0.0479,4.8
2025-01-19,Financial Modeling,969,8,4.46,0.182,2878.0,3.0,43331.0,0.0528,14.7
2025-01-19,Graphic Design,4501,78,4.18,0.196,12505.0,2.8,213208.0,0.0404,8.7
2025-01-19,Legal Consulting,635,3,4.64,0.143,1799.0,2.8,29845.0,0.0354,6.7
2025-01-19,Mobile App,1968,13,4.21,0.132,4578.0,2.3,71558.0,0.041,27.7
2025-01-19,Music Production,1366,6,3.95,0.158,2756.0,2.0,33518.0,0.043,15.6
2025-01-19,Photography,1814,9,4.2,0.119,4164.0,2.3,72471.0,0.0459,31.2
2025-01-19,SEO/SEM,2240,14,4.1,0.175,6480.0,2.9,107969.0,0.0413,4.4
2025-01-19,Social Media Management,3414,22,3.81,0.128,7566.0,2.2,108302.0,0.0387,8.0
