campaign_id,date,geo,city,profession,price_range,language,channel,campaign_type,impressions,clicks,conversions,spend_usd,revenue_usd,roi,quality_score
MC-21479,2024-07-01,DE,Berlin,Researcher,mid,German,display,acquisition,8724,120,1,2944.19,759.78,0.2581,2.0
MC-20588,2024-07-01,SG,Singapore,Architect,mid,English,search,awareness,14757,1388,78,3871.18,98469.8,25.4366,5.0
MC-21203,2024-07-01,NL,The Hague,Sales Rep,mid,Dutch,social_media,re_engagement,36757,585,14,426.75,7502.21,17.5799,9.0
MC-20592,2024-07-01,FR,Bordeaux,Consultant,mid,French,search,re_engagement,90134,7776,394,580.98,258589.44,445.0918,3.0
MC-21387,2024-07-01,IN,Mumbai,Teacher,mid,Hindi,social_media,acquisition,8310,117,1,981.97,468.77,0.4774,5.0
MC-21240,2024-07-01,GB,Bristol,Accountant,budget,English,display,retention,37707,323,19,10915.52,2667.45,0.2444,3.0
MC-20603,2024-07-01,US,New York,Software Engineer,premium,English,social_media,retention,5242,98,4,1336.3,18846.47,14.1035,8.0
MC-21375,2024-07-01,IN,Chennai,Consultant,mid,Hindi,content_marketing,awareness,66696,1235,63,693.44,57322.06,82.6633,8.0
MC-20076,2024-07-01,FR,Marseille,Accountant,premium,French,social_media,retention,150712,2876,217,858.64,979143.7,1140.3425,5.0
MC-21080,2024-07-01,IN,Pune,Product Manager,premium,Hindi,content_marketing,acquisition,91978,1778,61,534.18,250922.39,469.7338,4.0
MC-22517,2024-07-01,NL,Utrecht,Marketing Manager,mid,Dutch,search,retention,24954,2062,107,962.97,92007.16,95.5452,10.0
MC-21347,2024-07-01,BR,Fortaleza,Designer,mid,Portuguese,search,re_engagement,4021,218,12,1450.25,7441.1,5.1309,6.0
MC-20737,2024-07-01,US,Chicago,Architect,budget,English,search,acquisition,186206,10909,147,2170.29,28693.57,13.2211,2.0
MC-20905,2024-07-01,IN,Mumbai,Designer,mid,Hindi,display,awareness,161538,1866,98,610.95,56068.77,91.7731,3.0
MC-22226,2024-07-01,MX,Mexico City,HR Manager,mid,Spanish,social_media,awareness,500000,8628,631,2811.62,345841.75,123.0044,5.0
MC-22501,2024-07-01,FR,Bordeaux,Data Scientist,budget,French,search,awareness,37672,3360,126,1762.6,27888.86,15.8226,8.0
MC-22020,2024-07-01,US,Los Angeles,Consultant,budget,English,email,acquisition,5934,129,6,1572.79,1063.02,0.6759,6.0
MC-22191,2024-07-01,IN,Chennai,Physician,budget,Hindi,social_media,acquisition,500000,8736,688,7153.74,130373.43,18.2245,7.0
MC-20345,2024-07-01,GB,London,Researcher,mid,English,email,acquisition,20056,492,6,1172.56,5452.31,4.6499,1.0
MC-22452,2024-07-01,CA,Toronto,Product Manager,mid,English,social_media,retention,356265,6498,453,499.31,352641.94,706.2585,7.0
MC-20208,2024-07-01,FR,Toulouse,Accountant,premium,French,display,acquisition,74787,1063,16,1381.34,69085.53,50.0134,9.0
MC-20761,2024-07-01,DE,Hamburg,Physician,premium,German,display,acquisition,404088,5870,214,6864.1,999258.05,145.5774,10.0
MC-22153,2024-07-01,DE,Cologne,HR Manager,budget,German,email,acquisition,27715,599,37,2455.11,3937.66,1.6039,9.0
MC-22934,2024-07-01,GB,Leeds,Lawyer,mid,English,social_media,retention,95355,1848,34,240.99,42183.63,175.0431,7.0
MC-22494,2024-07-01,US,Phoenix,Marketing Manager,premium,English,social_media,re_engagement,241377,3658,130,1981.88,457112.04,230.6457,2.0
MC-22276,2024-07-01,JP,Osaka,Writer,mid,Japanese,email,re_engagement,3530,97,0,814.45,0.0,0.0,8.0
MC-20981,2024-07-01,US,Houston,Accountant,budget,English,influencer,retention,55861,1173,40,2172.35,5126.15,2.3597,2.0
MC-20795,2024-07-01,NL,Amsterdam,Physician,mid,Dutch,social_media,acquisition,30272,541,43,2101.42,57308.44,27.2713,6.0
MC-21444,2024-07-02,IN,Bangalore,Product Manager,budget,Hindi,social_media,acquisition,31882,738,47,1575.64,6367.93,4.0415,3.0
MC-22725,2024-07-02,IN,Delhi,Software Engineer,mid,Hindi,email,acquisition,8279,265,8,406.76,10735.89,26.3937,3.0
MC-20284,2024-07-02,IN,Mumbai,Accountant,budget,Hindi,email,retention,44126,1489,91,1205.39,12674.99,10.5153,8.0
MC-21377,2024-07-02,IN,Chennai,Researcher,mid,Hindi,content_marketing,re_engagement,67786,1204,56,2959.07,39068.99,13.2031,6.0
MC-22263,2024-07-02,DE,Cologne,Designer,budget,German,search,retention,138556,13004,665,5193.55,79351.09,15.2788,1.0
MC-22333,2024-07-02,US,Houston,Writer,mid,English,social_media,acquisition,18932,389,15,493.25,7294.82,14.7893,5.0
MC-22274,2024-07-02,FR,Lyon,Designer,mid,French,social_media,acquisition,153710,3823,184,5283.21,117142.74,22.1726,7.0
MC-22785,2024-07-02,IN,Pune,Teacher,mid,Hindi,search,awareness,81588,7334,321,4114.31,173399.88,42.1456,9.0
MC-22199,2024-07-02,CA,Calgary,Physician,premium,English,influencer,retention,23092,609,38,5093.64,238167.0,46.7577,9.0
MC-21488,2024-07-02,AU,Perth,Accountant,budget,English,content_marketing,re_engagement,500000,8058,572,218.08,99817.4,457.71,3.0
MC-21524,2024-07-02,ES,Bilbao,Teacher,premium,Spanish,email,acquisition,50956,1239,77,338.25,200652.28,593.207,7.0
MC-22366,2024-07-02,CA,Vancouver,Data Scientist,budget,English,social_media,retention,24355,615,41,707.48,7401.2,10.4614,10.0
MC-22672,2024-07-02,AU,Adelaide,Product Manager,budget,English,social_media,retention,18552,281,8,1631.29,1320.56,0.8095,7.0
MC-21519,2024-07-02,IN,Pune,Architect,mid,Hindi,influencer,acquisition,22120,469,9,1932.94,9865.84,5.1041,6.0
MC-20331,2024-07-02,BR,Salvador,Designer,budget,Portuguese,social_media,acquisition,91340,1866,55,13876.01,6820.35,0.4915,4.0
MC-22650,2024-07-02,IN,Kolkata,Data Scientist,mid,Hindi,display,acquisition,175737,2665,149,6363.79,140546.54,22.0854,10.0
MC-22421,2024-07-02,IN,Bangalore,Physician,mid,Hindi,email,awareness,12577,299,9,577.35,10683.33,18.5041,2.0
MC-22028,2024-07-02,DE,Frankfurt,Lawyer,mid,German,social_media,acquisition,451980,10179,626,2243.17,704777.62,314.1882,7.0
MC-20487,2024-07-02,NL,Amsterdam,Marketing Manager,mid,Dutch,social_media,awareness,98250,1706,17,6281.64,14789.15,2.3543,2.0
MC-22586,2024-07-02,MX,Monterrey,HR Manager,mid,Spanish,search,retention,77639,6111,87,2441.89,55753.07,22.8319,2.0
MC-20399,2024-07-02,IN,Chennai,Writer,mid,Hindi,search,awareness,122298,10410,182,316.09,87373.21,276.4188,1.0
MC-21888,2024-07-02,FR,Toulouse,Architect,budget,French,display,retention,500000,5944,221,11849.24,47172.45,3.9811,3.0
MC-21831,2024-07-02,IN,Bangalore,Product Manager,premium,Hindi,search,acquisition,17503,1134,29,2798.69,93130.63,33.2765,7.0
MC-22526,2024-07-02,US,Houston,Consultant,premium,English,email,re_engagement,46099,1197,19,1096.18,61441.96,56.051,5.0
MC-22707,2024-07-02,SG,Singapore,Data Scientist,mid,English,search,awareness,16591,1537,54,3801.6,69424.43,18.2619,2.0
MC-22566,2024-07-02,BR,Salvador,Researcher,mid,Portuguese,display,awareness,5613,76,1,427.3,881.92,2.0639,2.0
MC-20533,2024-07-02,IN,Hyderabad,Sales Rep,premium,Hindi,email,retention,14458,332,10,4411.98,23947.62,5.4279,5.0
MC-20054,2024-07-02,IN,Kolkata,Writer,premium,Hindi,search,retention,36770,3341,112,2463.93,360667.24,146.3789,3.0
MC-22886,2024-07-02,FR,Bordeaux,HR Manager,budget,French,search,re_engagement,96176,7423,167,4907.04,14377.47,2.93,2.0
MC-22964,2024-07-02,FR,Lyon,Teacher,mid,French,email,awareness,14942,341,20,2594.0,9568.41,3.6887,2.0
MC-21174,2024-07-02,US,Seattle,Writer,budget,English,influencer,awareness,75637,1681,66,985.92,6023.02,6.109,6.0
MC-21191,2024-07-02,IN,Pune,Writer,budget,Hindi,social_media,acquisition,269097,4312,200,2482.1,22271.2,8.9727,4.0
MC-22846,2024-07-02,US,Chicago,Data Scientist,premium,English,search,acquisition,29967,1642,39,2722.06,245054.39,90.0253,1.0
MC-20653,2024-07-02,ZA,Durban,Writer,budget,Afrikaans,email,acquisition,34372,987,77,3288.19,7258.57,2.2075,7.0
MC-20866,2024-07-02,GB,Birmingham,Writer,budget,English,email,retention,6838,254,7,4333.08,862.17,0.199,3.0
MC-20035,2024-07-02,NL,Rotterdam,HR Manager,budget,Dutch,email,acquisition,21342,453,8,1210.53,753.47,0.6224,10.0
MC-20745,2024-07-02,BR,Fortaleza,Accountant,budget,Portuguese,social_media,awareness,172635,4178,288,1201.1,38348.91,31.9282,9.0
MC-22901,2024-07-02,US,Phoenix,Data Scientist,premium,English,display,retention,146637,1552,66,2171.87,420406.01,193.5687,9.0
MC-20622,2024-07-02,US,New York,Lawyer,premium,English,search,retention,11882,852,17,1037.01,93178.18,89.8527,7.0
MC-22697,2024-07-03,IN,Bangalore,Researcher,budget,Hindi,search,retention,19052,1131,19,1412.12,2438.42,1.7268,2.0
MC-20308,2024-07-03,FR,Toulouse,Data Scientist,budget,French,search,awareness,115035,7308,75,1763.05,15164.2,8.6011,7.0
MC-20121,2024-07-03,IL,Haifa,Designer,mid,Hebrew,email,acquisition,115753,4491,358,1549.15,174075.23,112.3682,4.0
MC-20431,2024-07-03,CA,Montreal,Sales Rep,mid,English,influencer,acquisition,158598,3678,171,2323.63,114777.8,49.3959,9.0
MC-22700,2024-07-03,DE,Hamburg,Architect,premium,German,search,retention,79724,6497,195,2470.53,880166.76,356.2664,8.0
MC-21490,2024-07-03,MX,Mexico City,Lawyer,budget,Spanish,email,awareness,12550,266,3,12065.97,630.21,0.0522,5.0
MC-21513,2024-07-03,US,San Francisco,Researcher,mid,English,email,re_engagement,1000,36,2,6359.59,1541.51,0.2424,3.0
MC-21940,2024-07-03,GB,Birmingham,Writer,budget,English,email,re_engagement,6192,141,10,11884.53,1016.51,0.0855,10.0
MC-21530,2024-07-03,US,New York,Physician,budget,English,search,acquisition,25451,1393,107,6878.17,20250.96,2.9442,8.0
MC-21707,2024-07-03,FR,Paris,Software Engineer,mid,French,social_media,acquisition,500000,10784,122,1454.25,127251.84,87.5034,7.0
MC-22048,2024-07-03,FR,Toulouse,Lawyer,budget,French,social_media,awareness,156922,2742,74,243.16,16667.62,68.5459,10.0
MC-21011,2024-07-03,SG,Singapore,Marketing Manager,mid,English,email,acquisition,22514,849,33,2446.39,28269.62,11.5556,4.0
MC-20360,2024-07-03,AU,Perth,Marketing Manager,mid,English,email,acquisition,21881,694,39,1314.54,36280.35,27.5993,10.0
MC-21566,2024-07-03,AU,Sydney,Data Scientist,mid,English,social_media,awareness,50902,788,27,707.78,31896.4,45.0654,6.0
MC-21071,2024-07-03,US,San Francisco,Data Scientist,budget,English,social_media,acquisition,23997,574,23,4584.15,4409.64,0.9619,1.0
MC-22037,2024-07-03,US,Houston,Accountant,mid,English,social_media,retention,28085,448,18,2552.57,14507.3,5.6834,7.0
MC-21016,2024-07-03,US,Chicago,Consultant,budget,English,search,acquisition,20183,1158,30,3287.55,3886.91,1.1823,6.0
MC-21987,2024-07-03,IN,Bangalore,Marketing Manager,mid,Hindi,social_media,acquisition,52747,1084,56,5438.29,40773.74,7.4975,10.0
MC-22437,2024-07-03,CA,Vancouver,Sales Rep,mid,English,email,acquisition,8070,285,6,5578.4,3205.45,0.5746,2.0
MC-22600,2024-07-03,IL,Jerusalem,Designer,mid,Hebrew,influencer,re_engagement,18669,588,15,3323.66,7302.86,2.1972,1.0
MC-21738,2024-07-03,IN,Bangalore,Consultant,mid,Hindi,search,acquisition,10313,998,72,2320.43,61861.44,26.6595,4.0
MC-22918,2024-07-03,IN,Delhi,Lawyer,budget,Hindi,display,retention,49086,528,8,861.08,1879.98,2.1833,2.0
MC-21064,2024-07-03,CA,Ottawa,Teacher,mid,English,social_media,acquisition,59572,1290,81,3226.05,47763.94,14.8057,4.0
MC-20105,2024-07-03,GB,Birmingham,Data Scientist,mid,English,social_media,retention,37262,789,24,6905.43,29040.78,4.2055,7.0
MC-20832,2024-07-03,ES,Valencia,Researcher,premium,Spanish,email,acquisition,45493,1233,35,2578.55,127195.05,49.3281,4.0
MC-21867,2024-07-03,DE,Hamburg,Consultant,mid,German,social_media,retention,26797,377,12,572.22,11135.29,19.4598,1.0
MC-21846,2024-07-03,US,San Francisco,Software Engineer,premium,English,social_media,acquisition,25630,464,22,2492.81,125675.6,50.4152,7.0
MC-21374,2024-07-03,FR,Bordeaux,Data Scientist,budget,French,display,acquisition,24060,334,12,4242.44,2751.92,0.6487,2.0
MC-20401,2024-07-03,US,Houston,Software Engineer,premium,English,display,retention,230508,1987,105,3384.84,474049.72,140.0509,7.0
MC-20733,2024-07-03,DE,Frankfurt,Architect,mid,German,email,acquisition,168067,4838,93,2743.7,115006.44,41.9166,8.0
MC-20640,2024-07-03,FR,Paris,Consultant,premium,French,social_media,retention,83072,1533,85,4403.24,281337.21,63.8932,9.0
MC-21253,2024-07-03,US,Houston,Marketing Manager,budget,English,social_media,re_engagement,13180,328,18,3033.01,2553.37,0.8419,10.0
MC-22326,2024-07-03,US,Phoenix,Teacher,budget,English,display,retention,8367,103,5,2985.0,422.61,0.1416,10.0
MC-21233,2024-07-03,CA,Vancouver,Marketing Manager,mid,English,search,acquisition,58796,5205,217,2970.97,196877.11,66.2669,9.0
MC-20988,2024-07-03,GB,Glasgow,Accountant,budget,English,content_marketing,retention,277864,6260,376,168.82,56027.81,331.879,9.0
MC-22331,2024-07-03,GB,Manchester,Sales Rep,budget,English,email,awareness,4332,108,7,3053.43,675.02,0.2211,1.0
MC-22993,2024-07-03,NL,The Hague,Lawyer,budget,Dutch,email,re_engagement,36544,1115,52,274.99,11608.63,42.2147,7.0
MC-22753,2024-07-03,CA,Montreal,Consultant,mid,English,content_marketing,retention,53960,977,43,2139.44,32884.92,15.3708,10.0
MC-20911,2024-07-03,US,San Francisco,Data Scientist,mid,English,email,retention,67710,2453,118,649.43,114456.28,176.2411,4.0
MC-20571,2024-07-03,FR,Toulouse,Software Engineer,mid,French,social_media,acquisition,38862,571,37,2824.22,44717.74,15.8337,2.0
MC-20753,2024-07-03,FR,Nice,Marketing Manager,mid,French,social_media,retention,78347,1420,99,3377.99,94899.98,28.0936,9.0
MC-22338,2024-07-03,CA,Toronto,HR Manager,mid,English,search,acquisition,345562,25800,1979,3100.26,906242.92,292.3119,8.0
MC-20786,2024-07-03,BR,Rio de Janeiro,Consultant,mid,Portuguese,social_media,acquisition,69450,1604,50,304.08,47270.35,155.4537,7.0
MC-20098,2024-07-03,IN,Hyderabad,Architect,mid,Hindi,social_media,re_engagement,25595,612,36,3165.31,48034.96,15.1754,9.0
MC-22482,2024-07-03,GB,Leeds,HR Manager,mid,English,search,acquisition,17540,1520,94,4153.28,49347.7,11.8816,10.0
MC-22193,2024-07-03,IN,Chennai,Lawyer,mid,Hindi,email,retention,2982,94,3,3620.75,3262.29,0.901,4.0
MC-20890,2024-07-03,IN,Pune,Sales Rep,premium,Hindi,search,acquisition,38881,2925,85,3747.95,284132.8,75.8102,8.0
MC-22920,2024-07-04,ES,Seville,HR Manager,budget,Spanish,search,retention,30232,2013,99,1076.74,10147.13,9.4239,5.0
MC-22018,2024-07-04,IN,Mumbai,Sales Rep,budget,Hindi,social_media,acquisition,200845,4798,123,481.83,14230.35,29.534,10.0
MC-22553,2024-07-04,AU,Perth,Sales Rep,mid,English,display,awareness,410211,3453,164,476.06,78474.22,164.841,1.0
MC-20435,2024-07-04,MX,Tijuana,Designer,mid,Spanish,social_media,acquisition,127112,2107,148,4827.23,96891.56,20.0719,3.0
MC-21839,2024-07-04,US,Phoenix,Designer,mid,English,search,awareness,4518,415,13,2758.17,5828.81,2.1133,4.0
MC-21916,2024-07-04,IN,Chennai,Consultant,premium,Hindi,social_media,re_engagement,51430,991,55,1717.76,219598.14,127.8398,8.0
MC-22453,2024-07-04,US,Phoenix,Sales Rep,budget,English,search,awareness,7806,724,57,666.35,6334.92,9.5069,4.0
MC-22573,2024-07-04,IN,Mumbai,Lawyer,budget,Hindi,display,awareness,500000,6323,247,700.29,51477.95,73.5095,1.0
MC-20393,2024-07-04,BR,Brasília,Sales Rep,mid,Portuguese,email,awareness,1253,43,0,2151.56,0.0,0.0,1.0
MC-22807,2024-07-04,US,Seattle,Data Scientist,mid,English,social_media,awareness,58340,1151,54,1245.55,56070.17,45.0164,1.0
MC-22052,2024-07-04,FR,Nice,Software Engineer,mid,French,search,retention,51544,4028,126,214.42,114766.82,535.2431,1.0
MC-21628,2024-07-04,IN,Mumbai,Architect,budget,Hindi,search,awareness,62309,4642,136,2662.39,24127.94,9.0625,8.0
MC-20544,2024-07-04,JP,Tokyo,Product Manager,mid,Japanese,social_media,acquisition,4100,86,2,211.62,1751.82,8.2781,10.0
MC-20542,2024-07-04,GB,Glasgow,Software Engineer,budget,English,social_media,awareness,66207,1007,68,10279.87,16461.1,1.6013,4.0
MC-20103,2024-07-04,NL,Amsterdam,Physician,mid,Dutch,social_media,retention,68845,1468,48,12603.22,61325.02,4.8658,10.0
MC-22972,2024-07-04,US,San Francisco,Consultant,budget,English,influencer,retention,6679,186,5,8749.26,704.38,0.0805,7.0
MC-20230,2024-07-04,IL,Tel Aviv,Teacher,mid,Hebrew,email,re_engagement,11916,305,14,8929.1,7948.75,0.8902,1.0
MC-22375,2024-07-04,US,New York,Researcher,budget,English,email,acquisition,37141,1376,25,1419.46,3320.95,2.3396,2.0
MC-22387,2024-07-04,US,Los Angeles,Researcher,mid,English,email,re_engagement,9761,340,26,1539.16,18210.88,11.8317,4.0
MC-22167,2024-07-04,FR,Paris,Physician,mid,French,social_media,acquisition,70370,1269,40,318.06,43535.52,136.8783,2.0
MC-22188,2024-07-04,DE,Cologne,Researcher,mid,German,email,acquisition,15718,397,8,4518.39,7001.02,1.5495,4.0
MC-21329,2024-07-04,DE,Munich,Marketing Manager,premium,German,search,retention,39035,2473,62,180.64,285700.84,1581.6034,2.0
MC-22873,2024-07-04,US,Phoenix,Consultant,mid,English,email,retention,129792,4497,237,330.41,203618.04,616.2587,1.0
MC-20517,2024-07-04,BR,Rio de Janeiro,Designer,mid,Portuguese,display,retention,48120,613,48,5744.75,23644.39,4.1158,2.0
MC-20773,2024-07-04,JP,Sapporo,Architect,premium,Japanese,influencer,awareness,166474,3797,270,1876.42,1466380.07,781.4775,1.0
MC-20078,2024-07-04,GB,Glasgow,Teacher,mid,English,display,retention,43074,662,36,11044.36,21990.32,1.9911,1.0
MC-21068,2024-07-04,US,Chicago,Product Manager,mid,English,search,re_engagement,96506,7161,186,2084.32,139589.04,66.971,8.0
MC-20801,2024-07-04,MX,Mexico City,Researcher,mid,Spanish,display,retention,500000,5530,269,608.99,237669.79,390.2688,4.0
MC-20615,2024-07-04,GB,Bristol,Software Engineer,mid,English,content_marketing,acquisition,148109,2344,50,1379.56,61799.04,44.7962,7.0
MC-22329,2024-07-04,GB,Leeds,HR Manager,premium,English,social_media,retention,117130,2275,61,633.64,176342.26,278.3004,2.0
MC-22256,2024-07-05,IN,Chennai,Sales Rep,premium,Hindi,content_marketing,awareness,7280,113,5,329.32,14954.08,45.409,2.0
MC-22273,2024-07-05,IL,Netanya,Teacher,budget,Hebrew,email,acquisition,61519,1363,23,124.6,1932.35,15.5084,2.0
MC-20896,2024-07-05,IN,Hyderabad,Marketing Manager,mid,Hindi,social_media,awareness,132142,2772,86,1397.57,74597.75,53.3768,9.0
MC-22428,2024-07-05,IN,Kolkata,Lawyer,budget,Hindi,social_media,acquisition,214030,4631,82,1332.81,20405.31,15.31,3.0
MC-21934,2024-07-05,ZA,Johannesburg,Lawyer,budget,Afrikaans,social_media,acquisition,106350,1820,132,1299.37,23435.57,18.0361,7.0
MC-22142,2024-07-05,GB,Manchester,Consultant,mid,English,search,acquisition,9153,830,53,2460.61,37479.17,15.2317,10.0
MC-20915,2024-07-05,GB,Bristol,HR Manager,budget,English,search,retention,7357,454,16,5299.96,1679.99,0.317,3.0
MC-22089,2024-07-05,US,Houston,HR Manager,mid,English,email,acquisition,5804,142,2,2592.66,1125.45,0.4341,7.0
MC-22493,2024-07-05,FR,Lyon,Marketing Manager,budget,French,email,awareness,139630,5202,276,840.88,36314.42,43.1862,9.0
MC-21954,2024-07-05,IN,Pune,Designer,mid,Hindi,email,acquisition,73697,1650,84,9713.13,42981.61,4.4251,4.0
MC-20338,2024-07-05,US,Houston,HR Manager,premium,English,social_media,awareness,62882,1458,19,383.52,44215.6,115.2889,1.0
MC-20202,2024-07-05,GB,Glasgow,Writer,budget,English,content_marketing,retention,8360,151,3,2103.0,333.67,0.1587,9.0
MC-20017,2024-07-05,US,New York,Lawyer,mid,English,social_media,acquisition,19397,350,6,1208.93,7275.48,6.0181,6.0
MC-22961,2024-07-05,CA,Ottawa,Writer,budget,English,email,acquisition,7468,240,9,5878.32,815.13,0.1387,2.0
MC-20743,2024-07-05,ES,Madrid,Writer,budget,Spanish,display,acquisition,286512,3321,160,1908.71,15465.85,8.1028,4.0
MC-22565,2024-07-05,CA,Toronto,Accountant,premium,English,search,re_engagement,15255,1155,48,800.91,192310.45,240.1149,4.0
MC-22282,2024-07-05,US,Chicago,Accountant,mid,English,search,acquisition,23811,1686,102,1827.55,75843.6,41.5002,1.0
MC-22704,2024-07-05,BR,São Paulo,HR Manager,premium,Portuguese,social_media,retention,24010,479,10,1230.08,27255.47,22.1575,4.0
MC-20705,2024-07-05,US,Houston,Designer,mid,English,content_marketing,re_engagement,2640,59,0,2546.5,0.0,0.0,2.0
MC-22729,2024-07-05,FR,Toulouse,Consultant,mid,French,display,acquisition,500000,4506,320,756.73,277425.7,366.6112,6.0
MC-20498,2024-07-05,BR,Fortaleza,Researcher,budget,Portuguese,display,awareness,61731,823,31,1219.21,5403.63,4.4321,2.0
MC-22898,2024-07-05,FR,Paris,HR Manager,budget,French,social_media,acquisition,233645,4826,121,276.23,13890.29,50.2852,9.0
MC-22723,2024-07-05,IN,Bangalore,Lawyer,mid,Hindi,search,retention,47897,3340,177,439.09,207624.96,472.8529,8.0
MC-21461,2024-07-05,DE,Cologne,Writer,budget,German,search,awareness,10141,682,45,9572.09,4288.01,0.448,6.0
MC-21495,2024-07-05,ES,Bilbao,Researcher,mid,Spanish,social_media,acquisition,87162,1366,71,7273.53,65600.15,9.019,6.0
MC-20538,2024-07-05,CA,Vancouver,Lawyer,budget,English,influencer,acquisition,20489,655,32,9325.44,7058.03,0.7569,1.0
MC-21472,2024-07-05,US,Los Angeles,Software Engineer,budget,English,email,acquisition,3349,71,3,315.07,539.24,1.7115,10.0
MC-20567,2024-07-05,JP,Nagoya,Teacher,budget,Japanese,social_media,awareness,155755,2847,28,6414.75,2484.07,0.3872,1.0
MC-21537,2024-07-05,IN,Bangalore,Accountant,premium,Hindi,email,retention,1415,44,1,1545.31,4296.82,2.7806,2.0
MC-21873,2024-07-05,CA,Montreal,Physician,premium,English,influencer,retention,16660,468,24,1229.34,144996.22,117.9464,5.0
MC-21523,2024-07-05,GB,Bristol,Software Engineer,budget,English,search,acquisition,20058,1183,48,1507.41,9635.32,6.392,6.0
MC-20540,2024-07-05,GB,Glasgow,Accountant,mid,English,search,acquisition,11768,955,70,4274.17,52251.44,12.2249,8.0
MC-21175,2024-07-05,DE,Cologne,HR Manager,mid,German,email,acquisition,45767,1754,129,974.52,59263.74,60.8133,4.0
MC-20089,2024-07-05,ES,Bilbao,Lawyer,budget,Spanish,email,acquisition,37965,1256,15,351.24,2645.16,7.5309,10.0
MC-22804,2024-07-05,GB,Birmingham,Data Scientist,budget,English,search,acquisition,56391,3578,111,982.17,25323.69,25.7834,1.0
MC-22924,2024-07-05,GB,Glasgow,Marketing Manager,mid,English,social_media,acquisition,124092,3149,138,2564.71,120666.49,47.0488,4.0
MC-20102,2024-07-05,GB,Manchester,Marketing Manager,mid,English,email,awareness,29627,639,7,14350.62,6637.5,0.4625,8.0
MC-21756,2024-07-05,US,Houston,Lawyer,mid,English,social_media,re_engagement,14430,331,24,35223.42,25627.52,0.7276,5.0
MC-21775,2024-07-05,IN,Mumbai,Sales Rep,premium,Hindi,social_media,awareness,412827,8040,623,3127.33,1796965.99,574.6007,7.0
MC-22766,2024-07-05,GB,Bristol,Consultant,mid,English,social_media,acquisition,42032,1070,29,753.64,19741.13,26.1944,7.0
MC-20438,2024-07-05,US,San Francisco,Sales Rep,budget,English,display,awareness,22803,238,11,331.59,1033.26,3.1161,1.0
MC-20986,2024-07-05,GB,Birmingham,Accountant,mid,English,search,awareness,3965,316,4,6399.73,3644.61,0.5695,4.0
MC-21371,2024-07-05,DE,Stuttgart,Writer,budget,German,search,retention,500000,31553,2272,398.28,275449.28,691.5971,7.0
MC-20583,2024-07-05,IN,Mumbai,Designer,mid,Hindi,search,acquisition,97771,8189,253,568.8,160304.21,281.8288,9.0
MC-21357,2024-07-05,SG,Singapore,Consultant,budget,English,email,acquisition,22118,652,51,68.63,6772.2,98.677,6.0
MC-20434,2024-07-05,US,Chicago,Consultant,budget,English,search,retention,27949,1898,106,839.69,18469.05,21.9951,10.0
MC-21475,2024-07-05,FR,Marseille,Product Manager,mid,French,email,retention,81098,1767,101,234.45,66670.28,284.3689,2.0
MC-21009,2024-07-05,MX,Monterrey,Lawyer,budget,Spanish,social_media,awareness,70147,1150,51,871.14,11212.56,12.8711,1.0
