date,gig_category,avg_price_usd,median_price_usd,min_price_usd,max_price_usd,n_listings,discount_active,price_change_pct
2024-01-04,Data Analysis,383.09,369.63,226.79,564.55,4211,False,
2024-01-04,Financial Modeling,485.19,501.49,249.93,924.94,2874,False,
2024-01-04,Graphic Design,125.7,124.97,52.14,236.55,8436,False,
2024-01-04,Legal Consulting,710.65,713.26,364.06,1048.23,839,False,
2024-01-04,Mobile App,535.01,554.12,258.05,904.84,2083,False,
2024-01-04,Music Production,229.12,238.33,90.29,494.95,1962,False,
2024-01-04,Photography,161.15,148.39,75.53,288.36,5167,False,
2024-01-04,SEO/SEM,274.82,258.76,149.18,380.84,5345,False,
2024-01-04,Social Media Management,199.37,188.19,126.58,262.91,4229,False,
2024-01-04,Translation,93.87,86.43,44.81,185.03,4828,False,
2024-01-04,Video Production,315.06,339.23,122.02,587.44,3464,False,
2024-01-04,Virtual Assistant,56.49,59.71,26.26,94.54,10832,False,
2024-01-04,Web Development,482.83,498.5,292.3,778.57,6082,False,
2024-01-05,AI/ML Development,715.07,763.4,312.46,1139.12,2394,False,
2024-01-05,Content Writing,59.63,57.48,23.19,117.04,10151,False,
2024-01-05,Data Analysis,354.82,381.5,145.32,555.77,3710,False,
2024-01-05,Financial Modeling,483.29,508.32,196.69,881.33,1180,False,
2024-01-05,Graphic Design,124.0,129.74,64.99,196.9,6500,False,
2024-01-05,Legal Consulting,806.81,752.34,372.45,1191.32,511,False,
2024-01-05,Mobile App,686.75,681.25,430.36,1164.93,2147,False,
2024-01-05,Music Production,224.85,216.09,87.72,394.17,3208,False,
2024-01-05,Photography,153.91,163.59,83.99,285.23,2645,False,
2024-01-05,SEO/SEM,254.9,258.64,110.14,522.65,3401,False,
2024-01-05,Social Media Management,195.48,198.25,120.27,335.82,8787,False,
2024-01-05,Translation,83.88,82.97,41.9,132.91,6417,False,
2024-01-05,Video Production,294.33,302.33,147.33,539.49,1509,False,
2024-01-05,Virtual Assistant,677.97,48.66,33.82,69.66,6781,False,
2024-01-05,Web Development,467.9,462.98,226.82,736.72,4240,False,
2024-01-06,AI/ML Development,613.54,580.54,300.42,1224.95,2049,False,
2024-01-06,Content Writing,59.77,59.4,40.36,83.64,5497,False,
2024-01-06,Data Analysis,354.82,353.74,235.47,586.07,2610,False,
2024-01-06,Financial Modeling,531.57,489.39,344.83,908.06,1032,False,
2024-01-06,Graphic Design,120.6,116.48,60.24,219.79,8583,False,
2024-01-06,Legal Consulting,846.89,873.75,542.36,1437.51,1027,False,
2024-01-06,Mobile App,574.16,616.13,256.6,836.36,2209,False,
2024-01-06,Music Production,230.6,248.88,156.63,370.58,1648,False,
2024-01-06,Photography,166.9,168.79,103.3,233.35,1939,False,
2024-01-06,SEO/SEM,241.18,236.82,104.7,472.23,2802,False,
2024-01-06,Social Media Management,212.82,199.4,127.13,287.75,4702,False,
2024-01-06,Translation,88.66,88.73,52.85,132.13,6092,False,
2024-01-06,Video Production,310.58,319.91,206.41,435.76,2813,False,
2024-01-06,Virtual Assistant,45.56,46.37,30.96,69.77,4669,False,
2024-01-06,Web Development,389.16,385.93,222.69,714.16,4812,False,
2024-01-07,AI/ML Development,781.55,754.29,507.41,1128.44,2891,False,
2024-01-07,Content Writing,66.87,62.11,26.77,123.54,7592,False,
2024-01-07,Data Analysis,343.92,356.27,173.3,557.12,4894,False,
2024-01-07,Financial Modeling,567.05,561.41,414.73,790.64,1118,False,
2024-01-07,Graphic Design,114.07,105.73,72.75,180.77,9925,False,
2024-01-07,Legal Consulting,817.78,824.31,501.19,1331.27,576,False,
2024-01-07,Mobile App,632.9,669.23,305.4,958.98,2970,False,
2024-01-07,Music Production,204.08,208.26,107.48,353.99,1502,False,
2024-01-07,Photography,138.68,134.74,64.19,284.52,1954,False,
2024-01-07,SEO/SEM,245.16,251.7,106.28,508.99,2731,False,
2024-01-07,Social Media Management,184.45,182.17,105.77,311.29,5283,False,
2024-01-07,Translation,82.83,83.78,38.44,125.91,9689,False,
2024-01-07,Video Production,286.82,268.82,195.4,452.14,3972,False,
2024-01-07,Virtual Assistant,55.17,55.98,37.83,73.53,4837,False,
2024-01-07,Web Development,430.54,418.16,296.98,556.45,4860,False,
2024-01-08,AI/ML Development,665.64,708.26,454.09,897.91,3730,False,5.83
2024-01-08,Content Writing,65.68,68.05,38.97,111.88,6727,False,-5.43
2024-01-08,Data Analysis,328.56,348.67,189.82,559.96,2257,False,0.65
2024-01-08,Financial Modeling,540.78,569.58,218.16,974.86,1238,False,-0.45
2024-01-08,Graphic Design,141.46,134.82,69.04,209.5,5783,False,16.57
2024-01-08,Legal Consulting,768.38,751.09,494.13,1132.83,1096,False,-1.39
2024-01-08,Mobile App,572.03,607.35,388.9,866.35,3224,False,-10.75
2024-01-08,Music Production,190.11,202.23,108.76,328.86,1336,False,-10.25
2024-01-08,Photography,137.13,134.51,52.98,258.87,2620,False,7.0
2024-01-08,SEO/SEM,268.94,286.72,180.56,443.53,3753,False,3.86
2024-01-08,Social Media Management,192.8,181.72,112.14,281.18,3880,False,-4.42
2024-01-08,Translation,88.35,84.72,57.83,144.84,4299,False,19.3
2024-01-08,Video Production,296.03,293.01,152.52,549.46,1571,False,-11.09
2024-01-08,Virtual Assistant,47.48,47.82,31.19,70.59,5995,False,-6.28
2024-01-08,Web Development,422.18,452.46,298.81,537.85,4803,False,-10.24
2024-01-09,AI/ML Development,699.18,669.81,360.08,1308.36,2193,False,-5.05
2024-01-09,Content Writing,53.28,56.8,33.87,78.92,11729,False,-14.89
2024-01-09,Data Analysis,380.99,405.58,195.13,677.36,3647,False,-0.96
2024-01-09,Financial Modeling,484.87,473.33,211.11,920.37,1298,False,-2.4
2024-01-09,Graphic Design,113.05,110.95,80.95,157.45,5585,False,-9.67
2024-01-09,Legal Consulting,840.96,860.12,486.85,1540.27,1249,False,17.26
2024-01-09,Mobile App,539.99,540.24,380.04,808.09,2759,False,-10.93
2024-01-09,Music Production,209.68,214.11,139.38,284.29,781,False,-11.39
2024-01-09,Photography,159.91,157.34,100.73,216.61,1973,False,-6.8
2024-01-09,SEO/SEM,236.88,254.13,117.47,377.52,2655,False,6.0
2024-01-09,Social Media Management,193.89,205.98,94.66,362.04,4365,False,5.0
2024-01-09,Translation,76.84,71.7,43.81,128.11,2335,False,-12.44
2024-01-09,Video Production,323.66,300.04,148.02,621.13,2064,False,5.82
2024-01-09,Virtual Assistant,44.42,43.66,21.1,73.65,6087,False,-24.7
2024-01-09,Web Development,478.89,477.12,307.33,637.22,3624,False,6.52
2024-01-10,AI/ML Development,625.46,599.0,272.03,1162.78,4088,False,0.56
2024-01-10,Content Writing,59.48,63.3,23.95,124.16,7692,False,-5.81
2024-01-10,Data Analysis,331.84,325.88,209.8,563.47,4139,False,-19.76
2024-01-10,Financial Modeling,498.69,505.22,284.39,853.88,918,False,4.61
2024-01-10,Graphic Design,122.33,117.06,57.29,194.43,3838,False,-10.09
2024-01-10,Legal Consulting,811.64,823.94,572.68,1263.31,896,False,-4.93
2024-01-10,Mobile App,534.48,506.82,284.75,1001.07,2152,False,-20.46
2024-01-10,Music Production,205.35,204.55,134.02,283.48,2207,False,2.91
2024-01-10,Photography,150.05,148.11,67.3,305.03,2544,False,-4.75
2024-01-10,SEO/SEM,244.33,261.67,113.38,439.13,2407,False,-7.33
2024-01-10,Social Media Management,187.35,201.59,78.6,374.84,3636,False,11.67
2024-01-10,Translation,70.55,73.99,31.03,110.39,7963,False,-3.67
2024-01-10,Video Production,317.13,304.72,193.56,522.76,2663,False,5.29
2024-01-10,Virtual Assistant,53.88,50.77,29.41,93.09,4603,False,16.0
2024-01-10,Web Development,433.58,444.54,210.86,785.58,4018,False,1.1
2024-01-11,AI/ML Development,778.61,772.0,527.54,1156.56,1185,False,29.26
2024-01-11,Content Writing,63.02,64.77,39.02,109.98,8670,False,0.65
2024-01-11,Data Analysis,322.09,305.7,227.01,504.47,3807,False,-15.92
2024-01-11,Financial Modeling,495.46,485.02,295.33,816.69,532,False,2.12
2024-01-11,Graphic Design,141.79,143.04,73.04,233.47,4322,False,12.8
2024-01-11,Legal Consulting,857.19,827.39,424.81,1230.4,956,False,20.62
2024-01-11,Mobile App,635.12,623.58,246.08,1173.36,1668,False,18.71
2024-01-11,Music Production,187.09,179.0,91.93,300.87,790,False,-18.34
2024-01-11,Photography,132.48,124.64,80.08,189.1,3930,False,-17.79
2024-01-11,SEO/SEM,231.94,225.34,107.94,446.46,2982,False,-15.6
2024-01-11,Social Media Management,188.63,187.97,88.55,307.13,5133,False,-5.39
2024-01-11,Translation,73.85,73.62,51.68,109.16,9515,False,-21.33
2024-01-11,Video Production,311.36,300.03,152.07,538.4,1997,False,-1.17
2024-01-11,Virtual Assistant,45.95,44.3,23.32,86.66,6443,False,-18.66
2024-01-11,Web Development,497.06,535.54,210.21,794.59,3957,False,2.95
2024-01-12,AI/ML Development,689.19,677.95,319.03,1060.82,1405,False,-3.62
2024-01-12,Content Writing,70.05,68.53,45.5,116.53,7894,False,17.47
2024-01-12,Data Analysis,322.15,329.5,128.66,677.3,4606,False,-9.21
2024-01-12,Financial Modeling,496.08,515.08,202.3,752.81,927,False,2.65
2024-01-12,Graphic Design,126.07,116.85,51.35,234.07,4181,False,1.67
2024-01-12,Legal Consulting,872.35,874.78,540.47,1496.42,1216,False,8.12
2024-01-12,Mobile App,620.68,593.39,305.0,1173.31,2261,False,-9.62
2024-01-12,Music Production,173.75,186.99,94.82,266.43,1601,False,-22.73
2024-01-12,Photography,144.18,152.44,97.16,237.5,2667,False,-6.32
2024-01-12,SEO/SEM,228.47,244.36,93.42,407.71,2151,False,-10.37
2024-01-12,Social Media Management,153.26,151.5,105.06,236.17,4352,False,-21.6
2024-01-12,Translation,85.82,87.43,51.02,142.35,4429,False,2.31
2024-01-12,Video Production,276.91,264.11,148.92,495.78,1871,False,-5.92
2024-01-12,Virtual Assistant,49.04,51.92,22.25,101.05,4180,False,-3.08
2024-01-12,Web Development,483.82,499.46,263.54,918.81,6975,False,3.4
2024-01-13,AI/ML Development,805.16,839.78,332.47,1326.66,2002,False,31.23
2024-01-13,Content Writing,67.1,66.5,32.44,121.53,10709,False,12.26
2024-01-13,Data Analysis,341.54,367.81,150.0,608.09,3206,False,-3.74
2024-01-13,Financial Modeling,426.04,412.61,279.27,686.88,910,False,-19.85
2024-01-13,Graphic Design,109.84,106.05,59.76,164.16,7865,False,-8.92
2024-01-13,Legal Consulting,881.93,836.97,638.64,1255.15,1253,False,4.14
2024-01-13,Mobile App,564.78,574.83,405.85,852.5,2487,False,-1.63
2024-01-13,Music Production,208.33,209.38,140.64,344.72,757,False,-9.66
2024-01-13,Photography,149.08,145.61,88.19,215.51,1647,False,-10.68
2024-01-13,SEO/SEM,220.11,234.04,122.57,394.88,3423,False,-8.74
2024-01-13,Social Media Management,166.07,154.22,102.01,280.78,2011,False,-21.97
2024-01-13,Translation,81.47,75.19,55.76,130.06,7518,False,-8.11
2024-01-13,Video Production,349.98,344.74,252.1,549.48,2719,False,12.69
2024-01-13,Virtual Assistant,44.01,42.23,20.89,66.9,3869,False,-3.4
2024-01-13,Web Development,511.39,506.3,323.68,725.03,4870,False,31.41
2024-01-14,AI/ML Development,762.91,734.66,342.62,1115.26,4738,False,-2.39
2024-01-14,Content Writing,57.76,62.0,31.75,97.21,9429,False,-13.62
2024-01-14,Data Analysis,408.57,400.59,213.12,632.61,5723,False,18.8
2024-01-14,Financial Modeling,447.54,457.41,192.63,722.98,789,False,-21.08
2024-01-14,Graphic Design,106.91,110.59,65.56,149.39,6748,False,-6.28
2024-01-14,Legal Consulting,811.45,834.5,460.79,1425.27,840,False,-0.77
2024-01-14,Mobile App,660.58,688.32,258.56,1480.44,3621,False,4.37
2024-01-14,Music Production,189.47,199.26,79.83,284.43,1354,False,-7.16
2024-01-14,Photography,138.55,146.22,65.41,266.33,1488,False,-0.09
2024-01-14,SEO/SEM,278.38,258.46,107.35,531.48,8607,False,13.55
2024-01-14,Social Media Management,176.47,186.85,68.65,379.29,5401,False,-4.33
2024-01-14,Translation,83.23,78.63,32.1,176.07,5385,False,0.48
2024-01-14,Video Production,343.4,321.28,210.23,590.66,2331,False,19.73
2024-01-14,Virtual Assistant,45.7,48.48,22.52,66.15,6621,False,-17.17
2024-01-14,Web Development,448.91,472.01,256.1,730.82,3321,False,4.27
2024-01-15,AI/ML Development,722.63,674.63,358.44,1427.34,3415,False,8.56
2024-01-15,Content Writing,56.34,56.64,34.12,99.45,10652,False,-14.22
2024-01-15,Data Analysis,299.57,306.45,214.77,425.67,4177,False,-8.82
2024-01-15,Financial Modeling,504.93,496.6,206.07,1076.71,2364,False,-6.63
2024-01-15,Graphic Design,118.44,116.86,51.51,204.88,10036,False,-16.27
2024-01-15,Legal Consulting,829.79,862.36,384.83,1253.21,1490,False,7.99
2024-01-15,Mobile App,567.17,558.72,306.05,1018.59,1848,False,-0.85
2024-01-15,Music Production,216.03,211.1,136.01,285.94,2803,False,13.63
2024-01-15,Photography,153.19,152.14,71.88,231.35,3063,False,11.71
2024-01-15,SEO/SEM,256.7,236.56,109.31,461.97,2189,False,-4.55
2024-01-15,Social Media Management,192.95,185.54,91.64,334.22,4530,False,0.08
2024-01-15,Translation,76.51,74.14,31.27,126.61,5423,False,-13.4
2024-01-15,Video Production,275.57,273.13,108.15,582.23,1414,False,-6.91
2024-01-15,Virtual Assistant,44.33,44.84,20.64,71.42,9202,False,-6.63
2024-01-15,Web Development,476.38,455.47,195.85,785.51,4336,False,12.84
2024-01-16,AI/ML Development,755.15,718.55,508.05,1002.04,4485,False,8.01
2024-01-16,Content Writing,49.88,50.0,25.91,73.65,8425,False,-6.38
2024-01-16,Data Analysis,390.77,419.99,259.48,500.72,6076,False,2.57
2024-01-16,Financial Modeling,567.96,556.96,337.75,988.41,1190,False,17.14
2024-01-16,Graphic Design,130.7,130.78,53.93,282.89,8592,False,15.61
2024-01-16,Legal Consulting,829.97,798.93,421.51,1360.95,601,False,-1.31
2024-01-16,Mobile App,670.16,712.76,454.57,1058.7,5920,False,24.11
2024-01-16,Music Production,203.63,218.7,100.67,404.26,2462,False,-2.89
2024-01-16,Photography,155.61,159.1,62.7,306.41,3128,False,-2.69
2024-01-16,SEO/SEM,239.05,246.89,172.99,353.44,3088,False,0.92
2024-01-16,Social Media Management,204.69,209.65,103.99,389.77,4837,False,5.57
2024-01-16,Translation,76.56,79.33,54.35,107.23,5510,False,-0.36
2024-01-16,Video Production,278.72,296.53,168.93,426.09,1950,False,-13.88
2024-01-16,Virtual Assistant,57.49,61.39,26.3,91.06,4466,False,29.42
2024-01-16,Web Development,433.64,419.47,301.53,675.6,2675,False,-9.45
2024-01-17,AI/ML Development,717.11,734.32,400.17,1180.7,1988,False,14.65
2024-01-17,Content Writing,69.74,74.52,38.19,100.4,7468,False,17.25
2024-01-17,Data Analysis,305.22,312.88,196.15,466.12,3412,False,-8.02
2024-01-17,Financial Modeling,508.9,473.51,307.67,866.87,1474,False,2.05
2024-01-17,Graphic Design,129.63,131.97,69.56,226.89,2904,False,5.97
2024-01-17,Legal Consulting,736.67,715.43,499.91,1003.16,824,False,-9.24
2024-01-17,Mobile App,604.22,638.47,404.32,962.07,3743,False,13.05
2024-01-17,Music Production,172.81,160.18,91.45,279.9,2037,False,-15.85
2024-01-17,Photography,173.38,164.32,76.85,360.27,4563,False,15.55
2024-01-17,SEO/SEM,278.09,261.77,153.48,446.62,1921,False,13.82
2024-01-17,Social Media Management,190.02,188.93,134.64,300.29,2576,False,1.43
2024-01-17,Translation,75.11,78.92,29.32,127.04,2507,False,6.46
2024-01-17,Video Production,332.98,314.65,197.59,509.31,1947,False,5.0
2024-01-17,Virtual Assistant,58.09,56.84,41.0,89.4,12709,False,7.81
2024-01-17,Web Development,415.05,407.08,289.76,552.78,3842,False,-4.27
2024-01-18,AI/ML Development,703.64,691.81,418.72,1011.3,1444,False,-9.63
2024-01-18,Content Writing,53.72,54.46,27.77,95.37,9434,False,-14.76
2024-01-18,Data Analysis,337.51,363.0,147.46,677.59,7378,False,4.79
2024-01-18,Financial Modeling,537.72,494.91,373.95,827.23,1228,False,8.53
2024-01-18,Graphic Design,122.56,128.21,48.69,271.06,6828,False,-13.56
2024-01-18,Legal Consulting,734.57,784.19,371.51,1045.21,936,False,-14.3
2024-01-18,Mobile App,584.74,581.68,342.91,814.48,5696,False,-7.93
2024-01-18,Music Production,204.78,215.54,92.92,363.17,2088,False,9.46
2024-01-18,Photography,155.24,145.53,110.46,236.07,2612,False,17.18
2024-01-18,SEO/SEM,242.69,234.87,101.14,490.86,3143,False,4.63
2024-01-18,Social Media Management,170.43,179.5,90.67,261.73,4525,False,-9.65
2024-01-18,Translation,91.33,91.39,39.74,151.41,5208,False,23.67
2024-01-18,Video Production,277.38,289.01,203.73,348.39,1540,False,-10.91
2024-01-18,Virtual Assistant,45.2,47.65,24.15,79.89,2776,False,-1.63
2024-01-18,Web Development,499.87,495.67,274.91,882.25,13024,False,0.57
2024-01-19,AI/ML Development,635.69,645.5,302.86,1145.0,3050,False,-7.76
2024-01-19,Content Writing,51.3,49.49,37.72,73.68,10096,False,-26.77
2024-01-19,Data Analysis,376.13,401.27,256.52,601.74,3149,False,16.76
2024-01-19,Financial Modeling,493.82,466.65,356.81,650.41,926,False,-0.46
2024-01-19,Graphic Design,107.24,100.73,70.51,140.96,5627,False,-14.94
2024-01-19,Legal Consulting,760.47,816.4,516.6,1051.39,872,False,-12.83
2024-01-19,Mobile App,624.59,578.39,316.9,1078.06,2265,False,0.63
2024-01-19,Music Production,202.62,209.07,113.77,368.2,1055,False,16.62
2024-01-19,Photography,144.65,134.12,102.23,196.5,4210,False,0.33
2024-01-19,SEO/SEM,254.44,273.78,141.22,482.38,1836,False,11.37
2024-01-19,Social Media Management,194.23,183.01,92.08,278.23,3790,False,26.73
2024-01-19,Translation,75.98,75.22,53.06,119.77,3713,False,-11.47
2024-01-19,Video Production,344.03,333.12,147.62,702.53,2855,False,24.24
2024-01-19,Virtual Assistant,51.24,51.15,24.22,95.47,4451,False,4.49
2024-01-19,Web Development,429.33,416.23,284.31,610.52,7104,False,-11.26
2024-01-20,AI/ML Development,735.62,781.21,469.02,1111.48,4557,False,-8.64
2024-01-20,Content Writing,58.0,60.55,24.5,95.73,5905,False,-13.56
2024-01-20,Data Analysis,339.25,348.96,187.25,618.44,2336,False,-0.67
2024-01-20,Financial Modeling,479.42,483.21,195.26,846.77,1932,False,12.53
2024-01-20,Graphic Design,132.31,129.82,97.05,172.91,4577,False,20.46
2024-01-20,Legal Consulting,842.75,799.7,346.78,1520.22,928,False,-4.44
2024-01-20,Mobile App,626.47,649.35,449.74,967.88,3534,False,10.92
2024-01-20,Music Production,224.98,221.57,92.85,400.82,3203,False,7.99
2024-01-20,Photography,160.86,160.58,85.26,236.39,3892,False,7.9
2024-01-20,SEO/SEM,261.04,271.98,108.15,531.83,6456,False,18.6
2024-01-20,Social Media Management,176.89,179.64,97.79,256.62,5998,False,6.52
2024-01-20,Translation,74.57,69.47,36.96,116.32,5004,False,-8.47
2024-01-20,Video Production,282.58,287.75,185.29,436.6,3093,False,-19.26
2024-01-20,Virtual Assistant,54.89,52.25,36.03,79.16,8039,False,24.72
2024-01-20,Web Development,470.16,484.56,208.87,686.96,2976,False,-8.06
2024-01-21,AI/ML Development,724.98,756.54,285.49,1593.95,2150,False,-4.97
2024-01-21,Content Writing,57.56,55.96,30.92,100.9,6545,False,-0.35
2024-01-21,Data Analysis,312.14,287.78,130.95,472.02,3864,False,-23.6
2024-01-21,Financial Modeling,556.44,513.6,286.98,949.19,1026,False,24.33
2024-01-21,Graphic Design,121.22,112.18,65.14,200.84,5989,False,13.39
2024-01-21,Legal Consulting,702.01,649.33,384.62,1095.67,1445,False,-13.49
2024-01-21,Mobile App,676.09,643.03,349.7,1229.56,2725,False,2.35
2024-01-21,Music Production,230.52,222.66,163.37,327.9,3069,False,21.67
2024-01-21,Photography,129.64,128.2,58.64,188.55,2648,False,-6.43
2024-01-21,SEO/SEM,229.32,217.0,153.3,345.52,4393,False,-17.62
2024-01-21,Social Media Management,178.55,191.94,116.33,258.37,4527,False,1.18
2024-01-21,Translation,75.66,71.27,35.88,147.18,6630,False,-9.1
2024-01-21,Video Production,304.67,318.52,123.29,601.61,1620,False,-11.28
2024-01-21,Virtual Assistant,48.03,46.17,33.54,66.89,5261,False,5.1
2024-01-21,Web Development,411.73,429.96,231.93,609.89,4546,False,-8.28
2024-01-22,AI/ML Development,725.25,763.95,484.15,1142.55,2874,False,0.36
2024-01-22,Content Writing,55.71,58.92,30.88,104.87,7495,False,-1.12
2024-01-22,Data Analysis,352.55,351.7,193.2,614.88,2419,False,17.69
2024-01-22,Financial Modeling,442.58,416.94,229.13,701.81,565,False,-12.35
2024-01-22,Graphic Design,129.36,135.73,81.37,169.02,5896,False,9.22
2024-01-22,Legal Consulting,777.57,742.95,517.31,1231.47,1105,False,-6.29
2024-01-22,Mobile App,553.53,549.52,237.04,1087.21,2655,False,-2.4
2024-01-22,Music Production,221.47,225.2,154.31,330.35,1375,False,2.52
2024-01-22,Photography,158.47,162.79,84.32,276.74,2555,False,3.45
2024-01-22,SEO/SEM,259.35,278.61,189.16,322.49,2715,False,1.03
2024-01-22,Social Media Management,196.62,207.13,139.47,266.41,4934,False,1.9
2024-01-22,Translation,87.81,91.59,54.25,138.77,3152,False,14.77
2024-01-22,Video Production,335.34,333.94,185.75,544.32,1865,False,21.69
2024-01-22,Virtual Assistant,47.19,46.72,34.3,58.98,8764,False,6.45
2024-01-22,Web Development,406.65,374.68,288.02,586.28,5949,False,-14.64
2024-01-23,AI/ML Development,703.43,710.67,302.42,1520.4,4432,False,-6.85
2024-01-23,Content Writing,56.57,52.25,37.1,84.31,20014,False,13.41
2024-01-23,Data Analysis,308.92,294.35,183.83,517.81,3011,False,-20.95
2024-01-23,Financial Modeling,491.66,487.99,316.73,704.48,1338,False,-13.43
2024-01-23,Graphic Design,119.29,122.35,62.44,199.84,4011,False,-8.73
2024-01-23,Legal Consulting,829.69,868.24,500.97,1148.22,997,False,-0.03
2024-01-23,Mobile App,594.11,636.92,417.43,891.75,2590,False,-11.35
2024-01-23,Music Production,214.24,225.61,114.09,367.74,2043,False,5.21
2024-01-23,Photography,141.8,152.18,97.96,213.85,2589,False,-8.87
2024-01-23,SEO/SEM,241.91,261.08,164.32,342.54,4266,False,1.2
2024-01-23,Social Media Management,177.32,165.47,103.37,247.37,2802,False,-13.37
2024-01-23,Translation,91.29,94.48,64.91,128.33,4487,False,19.24
2024-01-23,Video Production,281.29,291.52,196.62,393.87,1774,False,0.92
2024-01-23,Virtual Assistant,48.68,51.71,23.19,86.68,4984,False,-15.32
2024-01-23,Web Development,459.6,483.38,200.68,872.77,1997,False,5.99
2024-01-24,AI/ML Development,736.2,687.22,462.87,1196.95,4356,False,2.66
2024-01-24,Content Writing,53.78,56.07,30.29,84.3,11278,False,-22.89
2024-01-24,Data Analysis,387.63,365.28,207.37,558.05,2678,False,27.0
2024-01-24,Financial Modeling,550.26,553.24,385.57,833.01,1080,False,8.13
2024-01-24,Graphic Design,120.04,113.48,81.56,168.31,8378,False,-7.4
2024-01-24,Legal Consulting,724.22,696.91,446.9,1132.21,596,False,-1.69
2024-01-24,Mobile App,675.12,677.81,320.43,1373.85,3709,False,11.73
2024-01-24,Music Production,173.39,175.51,112.8,235.42,919,False,0.34
2024-01-24,Photography,129.93,134.26,84.6,193.14,3056,False,-25.06
2024-01-24,SEO/SEM,275.14,264.44,120.72,575.63,3224,False,-1.06
2024-01-24,Social Media Management,166.02,179.15,101.94,250.34,3918,False,-12.63
2024-01-24,Translation,81.51,79.65,47.8,128.38,4947,False,8.52
2024-01-24,Video Production,327.83,322.44,203.78,471.8,1564,False,-1.55
2024-01-24,Virtual Assistant,47.28,46.02,23.31,88.7,5123,False,-18.61
2024-01-24,Web Development,526.15,508.35,233.85,973.81,14289,False,26.77
2024-01-25,AI/ML Development,640.67,671.57,256.48,1275.14,3097,False,-8.95
2024-01-25,Content Writing,61.97,66.77,41.02,82.02,8591,False,15.36
2024-01-25,Data Analysis,384.48,380.54,232.33,616.33,4524,False,13.92
2024-01-25,Financial Modeling,520.63,493.67,262.56,991.66,960,False,-3.18
