campaign_id,date,geo,city,profession,price_range,language,channel,campaign_type,impressions,clicks,conversions,spend_usd,revenue_usd,roi,quality_score
MC-30564,2024-10-01,NL,Eindhoven,Consultant,budget,Dutch,social_media,acquisition,142005,3474,128,2397.43,19355.59,8.0735,9.0
MC-32450,2024-10-01,CA,Calgary,Consultant,premium,English,display,re_engagement,164295,2410,99,4446.57,395313.76,88.9031,2.0
MC-31558,2024-10-01,ES,Seville,Software Engineer,budget,Spanish,content_marketing,awareness,6152,139,8,4585.71,1819.04,0.3967,10.0
MC-31902,2024-10-01,GB,London,Writer,mid,English,search,acquisition,29086,1631,62,3529.55,33658.13,9.5361,1.0
MC-31907,2024-10-01,US,San Francisco,Sales Rep,premium,English,social_media,re_engagement,325705,7852,235,1267.98,736503.26,580.8477,10.0
MC-32443,2024-10-01,US,Los Angeles,Architect,mid,English,search,acquisition,19380,1033,19,2324.08,25001.11,10.7574,6.0
MC-31496,2024-10-01,IL,Jerusalem,Teacher,budget,Hebrew,email,re_engagement,16966,596,8,5620.22,919.92,0.1637,10.0
MC-32576,2024-10-01,IN,Mumbai,Designer,mid,Hindi,content_marketing,acquisition,22587,456,34,2514.65,19064.47,7.5814,5.0
MC-32265,2024-10-01,FR,Lyon,HR Manager,budget,French,email,retention,62827,2054,113,8533.22,14112.22,1.6538,3.0
MC-32687,2024-10-01,US,Houston,Designer,mid,English,social_media,retention,297510,6268,132,342.29,81702.94,238.6951,7.0
MC-31565,2024-10-01,ES,Seville,HR Manager,premium,Spanish,email,acquisition,116432,3818,203,4600.72,650071.2,141.2977,3.0
MC-32685,2024-10-01,FR,Bordeaux,Software Engineer,premium,French,search,acquisition,247039,23803,1492,286.61,6718150.59,23440.0425,7.0
MC-30152,2024-10-01,MX,Mexico City,Product Manager,mid,Spanish,search,acquisition,129280,7058,520,1323.49,368495.59,278.4272,4.0
MC-32250,2024-10-01,US,Los Angeles,Writer,premium,English,display,awareness,56490,638,39,2151.77,88209.04,40.9937,5.0
MC-32630,2024-10-01,DE,Stuttgart,Consultant,premium,German,content_marketing,awareness,18718,320,10,1340.71,36907.61,27.5284,7.0
MC-30215,2024-10-01,GB,Leeds,Data Scientist,budget,English,influencer,acquisition,36534,898,22,6448.75,4899.92,0.7598,4.0
MC-30844,2024-10-01,JP,Sapporo,Lawyer,budget,Japanese,social_media,acquisition,48010,1186,28,344.73,5631.45,16.3358,3.0
MC-31867,2024-10-01,IN,Mumbai,Lawyer,budget,Hindi,email,acquisition,18374,636,47,3811.64,11540.68,3.0277,6.0
MC-31236,2024-10-01,US,Los Angeles,Product Manager,budget,English,influencer,awareness,8985,174,12,2030.17,1885.71,0.9288,4.0
MC-32407,2024-10-01,NL,Eindhoven,Consultant,budget,Dutch,email,awareness,80204,2584,45,600.51,5993.65,9.9809,5.0
MC-31013,2024-10-02,JP,Nagoya,Teacher,mid,Japanese,search,retention,65182,4612,191,504.33,125899.49,249.6371,6.0
MC-32099,2024-10-02,MX,Monterrey,Marketing Manager,budget,Spanish,email,acquisition,134800,5090,246,1655.32,37887.8,22.8885,3.0
MC-30487,2024-10-02,GB,Birmingham,Writer,budget,English,content_marketing,re_engagement,20892,436,20,516.16,1790.61,3.4691,1.0
MC-32308,2024-10-02,DE,Hamburg,Architect,budget,German,search,acquisition,25292,2189,83,2356.66,20483.09,8.6916,4.0
MC-30513,2024-10-02,US,San Francisco,Product Manager,mid,English,search,awareness,6876,589,32,593.89,29763.51,50.1162,9.0
MC-32579,2024-10-02,AU,Adelaide,Accountant,budget,English,content_marketing,retention,141315,2278,48,3762.76,6467.95,1.7189,8.0
MC-30396,2024-10-02,MX,Guadalajara,Physician,mid,Spanish,email,awareness,45799,1268,84,5589.38,99843.56,17.8631,4.0
MC-32691,2024-10-02,AU,Brisbane,Writer,mid,English,email,acquisition,102721,3925,205,551.77,118501.71,214.7665,7.0
MC-30507,2024-10-02,US,Houston,HR Manager,budget,English,social_media,acquisition,75670,1839,33,578.6,2915.81,5.0394,5.0
MC-30728,2024-10-02,BR,Fortaleza,Marketing Manager,mid,Portuguese,content_marketing,acquisition,306878,4577,192,2410.51,181823.71,75.4296,3.0
MC-30826,2024-10-02,MX,Tijuana,Data Scientist,premium,Spanish,email,acquisition,150390,4348,276,4708.05,1839788.92,390.7751,1.0
MC-31330,2024-10-02,US,Phoenix,Architect,mid,English,search,acquisition,77345,7233,206,12737.0,275800.53,21.6535,9.0
MC-31052,2024-10-02,DE,Frankfurt,Physician,budget,German,search,re_engagement,47298,3105,206,2841.65,42198.97,14.8502,4.0
MC-32335,2024-10-02,BR,Brasília,Researcher,mid,Portuguese,display,acquisition,85506,1074,30,2565.11,25238.6,9.8392,7.0
MC-32088,2024-10-02,FR,Bordeaux,Writer,mid,French,content_marketing,retention,29420,559,17,9817.01,8407.7,0.8564,7.0
MC-31336,2024-10-02,DE,Berlin,Designer,premium,German,search,awareness,33191,2061,45,3495.49,109996.69,31.4682,2.0
MC-30991,2024-10-02,ZA,Port Elizabeth,Product Manager,premium,Afrikaans,search,retention,12714,710,7,1166.19,30010.17,25.7335,3.0
MC-32771,2024-10-02,AU,Adelaide,Researcher,budget,English,influencer,awareness,80290,1838,33,6179.07,4922.36,0.7966,5.0
MC-31341,2024-10-02,JP,Sapporo,Teacher,mid,Japanese,email,acquisition,105428,2274,141,2408.17,81439.68,33.8181,8.0
MC-32571,2024-10-02,BR,São Paulo,Researcher,premium,Portuguese,email,acquisition,5839,208,13,2872.53,42961.22,14.9559,3.0
MC-30290,2024-10-02,DE,Berlin,HR Manager,mid,German,search,acquisition,5042,326,8,2503.87,3767.27,1.5046,7.0
MC-31057,2024-10-02,US,Phoenix,Product Manager,mid,English,social_media,retention,500000,8658,177,5604.89,132895.73,23.7107,10.0
MC-31407,2024-10-02,MX,Puebla,Accountant,mid,Spanish,search,retention,132987,8385,409,4365.26,299136.69,68.5267,1.0
MC-31405,2024-10-02,IN,Kolkata,Accountant,budget,Hindi,social_media,acquisition,225957,4648,163,7981.53,20803.82,2.6065,6.0
MC-30912,2024-10-02,US,Los Angeles,HR Manager,mid,English,social_media,acquisition,102977,2507,76,4862.95,37897.76,7.7932,4.0
MC-32879,2024-10-02,GB,Leeds,Researcher,budget,English,social_media,acquisition,4705,107,7,18241.5,924.49,0.0507,7.0
MC-30642,2024-10-02,BR,Rio de Janeiro,Physician,budget,Portuguese,email,acquisition,6982,221,14,594.74,2491.12,4.1886,9.0
MC-31261,2024-10-02,GB,Leeds,Product Manager,mid,English,social_media,awareness,92700,2051,79,419.73,74374.17,177.1953,1.0
MC-31154,2024-10-02,US,Los Angeles,Teacher,mid,English,social_media,retention,24355,609,35,770.51,17231.29,22.3635,9.0
MC-31873,2024-10-02,US,Seattle,Writer,budget,English,search,retention,28340,1515,37,418.39,3985.47,9.5257,5.0
MC-32744,2024-10-02,ES,Madrid,Teacher,budget,Spanish,email,awareness,19523,679,27,1402.88,2485.45,1.7717,5.0
MC-32153,2024-10-02,GB,London,Writer,mid,English,social_media,acquisition,89137,1358,47,2070.09,21490.49,10.3814,8.0
MC-32920,2024-10-02,US,Phoenix,Accountant,premium,English,social_media,acquisition,151245,2711,131,254.76,610591.2,2396.731,3.0
MC-30787,2024-10-02,DE,Hamburg,Lawyer,mid,German,social_media,acquisition,227405,4888,141,4705.38,139553.49,29.6583,4.0
MC-30701,2024-10-02,US,Los Angeles,Architect,mid,English,influencer,awareness,465622,10960,575,706.1,692091.49,980.1607,10.0
MC-31171,2024-10-02,GB,Birmingham,Data Scientist,mid,English,social_media,acquisition,33720,721,44,840.94,57567.75,68.4564,9.0
MC-30778,2024-10-02,US,Houston,Consultant,budget,English,search,retention,176740,13492,529,7254.03,83000.52,11.442,5.0
MC-30884,2024-10-02,IN,Hyderabad,Researcher,premium,Hindi,search,retention,80547,7208,503,945.36,1699275.22,1797.4901,5.0
MC-30744,2024-10-02,IN,Hyderabad,HR Manager,budget,Hindi,social_media,re_engagement,38452,987,61,346.28,6035.34,17.4291,3.0
MC-30407,2024-10-02,US,Seattle,Lawyer,premium,English,influencer,retention,12391,281,12,926.92,62974.24,67.9392,9.0
MC-31499,2024-10-02,IN,Bangalore,Consultant,premium,Hindi,display,acquisition,88734,1340,37,2373.52,146300.87,61.6388,3.0
MC-32059,2024-10-02,US,Chicago,Writer,budget,English,email,acquisition,52587,1740,46,3216.0,5147.97,1.6007,3.0
MC-31202,2024-10-02,IN,Chennai,Lawyer,budget,Hindi,social_media,retention,500000,7797,411,2327.06,72597.37,31.197,10.0
MC-32427,2024-10-02,US,Los Angeles,Lawyer,budget,English,social_media,awareness,143020,2107,71,13390.15,15007.82,1.1208,2.0
MC-30537,2024-10-02,SG,Singapore,Sales Rep,mid,English,search,acquisition,6694,650,33,6631.13,15500.08,2.3375,8.0
MC-32847,2024-10-03,IN,Chennai,Writer,premium,Hindi,influencer,acquisition,18239,444,19,6749.14,62452.08,9.2533,2.0
MC-30298,2024-10-03,SG,Singapore,Accountant,mid,English,influencer,acquisition,77252,2182,67,1236.91,52726.1,42.6273,2.0
MC-31663,2024-10-03,IN,Chennai,Researcher,mid,Hindi,email,retention,12426,281,14,2662.89,9415.42,3.5358,5.0
MC-32388,2024-10-03,GB,Leeds,Sales Rep,mid,English,social_media,awareness,111392,2879,195,96940.7,129816.52,1.3391,1.0
MC-32815,2024-10-03,AU,Brisbane,Sales Rep,budget,English,email,retention,28439,750,23,2245.83,2501.31,1.1138,3.0
MC-30235,2024-10-03,US,San Francisco,Lawyer,mid,English,email,awareness,37171,1240,21,517.7,19262.38,37.2076,4.0
MC-32625,2024-10-03,NL,The Hague,Designer,mid,Dutch,email,acquisition,21631,598,15,15909.33,7380.68,0.4639,9.0
MC-32621,2024-10-03,US,San Francisco,Writer,premium,English,social_media,acquisition,500000,7228,181,1150.73,495670.76,430.7446,10.0
MC-31703,2024-10-03,ZA,Port Elizabeth,HR Manager,budget,Afrikaans,search,acquisition,309738,29677,1228,4410.53,128518.93,29.1391,4.0
MC-30894,2024-10-03,SG,Singapore,Teacher,premium,English,email,re_engagement,3845,147,7,5880.63,18222.43,3.0987,4.0
MC-30544,2024-10-03,BR,São Paulo,HR Manager,mid,Portuguese,social_media,acquisition,19867,339,24,3114.67,14051.64,4.5114,6.0
MC-32910,2024-10-03,GB,Bristol,Architect,premium,English,social_media,awareness,57357,1144,48,3081.66,277083.93,89.9139,2.0
MC-30121,2024-10-03,DE,Munich,Software Engineer,budget,German,email,retention,29858,670,23,3279.89,4507.74,1.3744,2.0
MC-31948,2024-10-03,US,Seattle,Software Engineer,mid,English,email,retention,110076,2584,118,331.03,116967.24,353.3433,9.0
MC-30840,2024-10-03,US,Phoenix,Software Engineer,budget,English,social_media,awareness,171582,2410,50,1607.05,11764.39,7.3205,8.0
MC-30133,2024-10-03,GB,Bristol,Product Manager,mid,English,search,re_engagement,27943,2191,129,636.61,109760.88,172.4146,1.0
MC-32682,2024-10-03,IN,Delhi,Consultant,mid,Hindi,email,awareness,21598,814,12,1379.5,9448.16,6.849,5.0
MC-30870,2024-10-03,US,New York,Marketing Manager,budget,English,email,acquisition,4755,109,4,1189.96,706.43,0.5937,3.0
MC-32033,2024-10-03,GB,Birmingham,Physician,mid,English,social_media,retention,56825,1387,102,2323.37,123823.62,53.2948,9.0
MC-32743,2024-10-03,MX,Guadalajara,Teacher,premium,Spanish,social_media,awareness,334265,7617,347,505.02,832452.7,1648.3559,10.0
MC-32113,2024-10-03,GB,Glasgow,Writer,budget,English,email,awareness,40882,1259,42,1302.61,4366.25,3.3519,4.0
MC-30753,2024-10-03,DE,Stuttgart,Designer,mid,German,search,awareness,24046,2003,27,21131.79,12657.24,0.599,1.0
MC-31881,2024-10-03,US,Phoenix,Product Manager,mid,English,search,retention,15158,1258,37,190.17,25045.64,131.7013,3.0
MC-30322,2024-10-03,US,Chicago,Researcher,mid,English,email,retention,345980,7788,139,2212.77,112753.55,50.9558,4.0
MC-30779,2024-10-03,SG,Singapore,Lawyer,mid,English,social_media,awareness,98787,1391,102,5891.41,113436.2,19.2545,6.0
MC-32050,2024-10-03,GB,Birmingham,Accountant,mid,English,content_marketing,awareness,124430,1606,75,24993.899999999998,57929.63,2.3178,7.0
MC-32008,2024-10-03,NL,Rotterdam,Writer,budget,Dutch,email,acquisition,46659,1795,56,8136.22,6666.81,0.8194,7.0
MC-30712,2024-10-03,CA,Montreal,Software Engineer,budget,English,display,retention,500000,5594,87,515.35,21316.98,41.3641,2.0
MC-31442,2024-10-03,US,Chicago,Writer,mid,English,email,retention,80227,2242,43,1263.16,19784.71,15.6629,1.0
MC-31301,2024-10-03,ES,Madrid,Marketing Manager,mid,Spanish,social_media,retention,53280,941,71,795.46,45567.89,57.285,5.0
MC-30941,2024-10-03,US,New York,Writer,mid,English,social_media,awareness,40610,610,46,2095.81,28967.8,13.8218,5.0
MC-32694,2024-10-03,US,New York,Designer,mid,English,social_media,awareness,147105,3343,79,750.18,46261.76,61.6675,4.0
MC-32193,2024-10-03,IN,Hyderabad,Physician,mid,Hindi,social_media,acquisition,133837,2373,119,349.55,146608.78,419.4215,9.0
MC-32045,2024-10-03,US,New York,Writer,mid,English,social_media,re_engagement,74692,1129,83,1090.02,55145.15,50.591,4.0
MC-31290,2024-10-03,US,Los Angeles,Marketing Manager,budget,English,social_media,retention,7465,114,3,1473.92,536.06,0.3637,3.0
MC-32334,2024-10-03,US,Phoenix,Product Manager,premium,English,email,retention,19487,527,12,1484.83,43966.63,29.6105,3.0
MC-31279,2024-10-03,US,San Francisco,Lawyer,mid,English,social_media,awareness,138292,3407,268,1101.27,280601.28,254.7979,7.0
MC-30463,2024-10-03,ZA,Pretoria,Software Engineer,premium,Afrikaans,email,re_engagement,26631,835,53,1552.01,295637.23,190.4867,4.0
MC-31775,2024-10-03,IN,Chennai,Accountant,mid,Hindi,search,awareness,9172,492,38,1315.04,30467.11,23.1682,1.0
MC-32833,2024-10-03,DE,Stuttgart,Data Scientist,budget,German,social_media,retention,12910,263,18,2117.77,3848.45,1.8172,3.0
MC-32501,2024-10-03,US,Los Angeles,Accountant,budget,English,email,acquisition,15488,379,7,3607.66,860.42,0.2385,10.0
MC-30313,2024-10-03,IN,Mumbai,Researcher,mid,Hindi,display,retention,500000,4965,181,1185.43,134128.62,113.1477,5.0
MC-30460,2024-10-04,US,Phoenix,Architect,premium,English,display,acquisition,146805,2117,109,838.6,628359.09,749.2954,2.0
MC-32669,2024-10-04,ES,Seville,Marketing Manager,mid,Spanish,search,retention,346327,26395,2044,9053.61,1741336.19,192.3361,8.0
MC-32600,2024-10-04,GB,Manchester,Lawyer,budget,English,email,awareness,13546,526,15,276.08,2707.82,9.8081,9.0
MC-32871,2024-10-04,FR,Toulouse,Consultant,mid,French,email,retention,20142,426,16,353.37,11664.61,33.0096,6.0
MC-32598,2024-10-04,IN,Pune,HR Manager,mid,Hindi,social_media,awareness,9997,181,8,2652.41,3990.45,1.5045,10.0
MC-30171,2024-10-04,BR,Rio de Janeiro,Designer,budget,Portuguese,display,re_engagement,51624,762,56,3059.5,4798.0,1.5682,6.0
MC-32490,2024-10-04,DE,Cologne,Architect,premium,German,social_media,re_engagement,42477,827,39,8258.81,185230.66,22.4283,8.0
MC-32134,2024-10-04,US,Seattle,Consultant,mid,English,display,acquisition,40467,411,14,7559.96,11734.13,1.5521,5.0
MC-32787,2024-10-04,IN,Chennai,Architect,mid,Hindi,influencer,acquisition,56169,1205,96,1653.48,106597.25,64.4684,7.0
MC-32832,2024-10-04,US,Houston,Data Scientist,mid,English,email,acquisition,9412,295,23,1026.16,26803.03,26.1197,2.0
MC-30739,2024-10-04,IN,Mumbai,Sales Rep,mid,Hindi,social_media,acquisition,282662,5658,448,2137.64,267022.48,124.9146,9.0
MC-31439,2024-10-04,IN,Chennai,Designer,budget,Hindi,email,acquisition,3308,78,3,1514.05,335.22,0.2214,9.0
MC-30282,2024-10-04,US,Los Angeles,HR Manager,mid,English,social_media,re_engagement,43767,708,19,1726.96,10691.7,6.1911,4.0
MC-32244,2024-10-04,SG,Singapore,Lawyer,mid,English,email,acquisition,7002,214,7,2252.35,8584.32,3.8113,8.0
MC-31527,2024-10-04,GB,Birmingham,Marketing Manager,budget,English,search,re_engagement,20581,1241,67,813.17,9248.38,11.3732,4.0
MC-30163,2024-10-04,US,San Francisco,Designer,budget,English,email,retention,108681,3886,235,3517.84,28349.39,8.0587,2.0
MC-31435,2024-10-04,US,Seattle,Marketing Manager,mid,English,social_media,retention,54900,1189,45,1221.24,43143.71,35.3278,3.0
MC-30426,2024-10-04,US,Houston,Consultant,mid,English,search,retention,9508,921,39,464.35,33615.62,72.3929,5.0
MC-32886,2024-10-04,DE,Stuttgart,Consultant,mid,German,social_media,retention,60080,1256,13,1805.7,11847.92,6.5614,6.0
MC-31101,2024-10-04,IN,Kolkata,HR Manager,budget,Hindi,email,acquisition,29029,914,27,631.22,2335.78,3.7004,4.0
MC-32044,2024-10-04,ES,Madrid,Consultant,premium,Spanish,display,acquisition,81093,1171,83,5385.6,281120.14,52.1985,2.0
MC-30722,2024-10-04,FR,Bordeaux,Marketing Manager,budget,French,content_marketing,re_engagement,96492,1914,76,1152.74,11551.4,10.0208,9.0
MC-30846,2024-10-04,US,New York,Sales Rep,mid,English,email,retention,11414,318,8,2196.91,4245.04,1.9323,3.0
MC-32394,2024-10-04,NL,Eindhoven,Software Engineer,premium,Dutch,display,retention,38157,472,20,11034.88,128351.65,11.6314,6.0
MC-32761,2024-10-04,CA,Toronto,Designer,mid,English,search,re_engagement,112713,8553,228,935.44,147350.57,157.5201,8.0
MC-31611,2024-10-04,ZA,Pretoria,Consultant,mid,Afrikaans,search,awareness,65702,5034,270,2389.46,247284.22,103.4896,7.0
MC-31180,2024-10-04,CA,Montreal,HR Manager,budget,English,display,awareness,252372,3895,86,2270.75,8741.07,3.8494,10.0
MC-30370,2024-10-04,US,Houston,Lawyer,budget,English,search,awareness,70655,4303,159,402.61,29650.47,73.6456,5.0
MC-32406,2024-10-04,US,Los Angeles,Designer,mid,English,content_marketing,acquisition,28312,412,17,2549.03,10299.58,4.0406,2.0
MC-31614,2024-10-04,NL,Amsterdam,HR Manager,budget,Dutch,social_media,retention,10552,254,13,9041.85,1533.19,0.1696,7.0
MC-32570,2024-10-05,FR,Bordeaux,Consultant,mid,French,influencer,retention,214599,6111,298,215.51,222553.68,1032.6838,8.0
MC-30525,2024-10-05,US,Seattle,Architect,mid,English,content_marketing,awareness,13212,194,2,12349.64,2527.14,0.2046,5.0
MC-32289,2024-10-05,IN,Bangalore,Physician,budget,Hindi,social_media,acquisition,500000,11236,526,1164.24,126915.44,109.0114,6.0
MC-30805,2024-10-05,BR,Rio de Janeiro,Lawyer,budget,Portuguese,display,retention,137004,1386,110,9847.49,25664.92,2.6062,4.0
MC-31642,2024-10-05,IN,Delhi,Sales Rep,budget,Hindi,social_media,awareness,6797,138,7,760.7,863.84,1.1356,9.0
MC-32470,2024-10-05,ZA,Durban,Writer,mid,Afrikaans,content_marketing,acquisition,14383,256,6,450.45,3902.3,8.6631,7.0
MC-32408,2024-10-05,BR,Salvador,Product Manager,mid,Portuguese,search,awareness,73255,5018,391,1127.75,350119.66,310.4586,8.0
MC-30872,2024-10-05,US,Los Angeles,Data Scientist,budget,English,content_marketing,re_engagement,64804,1467,39,3613.43,7299.76,2.0202,1.0
MC-32781,2024-10-05,US,Seattle,Consultant,mid,English,display,acquisition,324720,4581,238,2601.06,168258.88,64.6886,7.0
MC-32770,2024-10-05,NL,Eindhoven,Consultant,premium,Dutch,email,retention,7264,228,7,7422.37,25744.14,3.4685,1.0
MC-31353,2024-10-05,MX,Mexico City,Data Scientist,budget,Spanish,social_media,acquisition,286592,6045,246,2133.37,52282.75,24.5071,2.0
MC-32552,2024-10-05,US,Los Angeles,Architect,budget,English,search,acquisition,9101,870,42,967.82,7266.02,7.5076,10.0
MC-30960,2024-10-06,NL,Rotterdam,Data Scientist,mid,Dutch,email,awareness,3818,102,1,282.75,1342.32,4.7474,4.0
MC-32147,2024-10-06,ES,Bilbao,Architect,budget,Spanish,social_media,retention,70685,1713,32,2644.67,7246.46,2.74,1.0
MC-30524,2024-10-06,ZA,Johannesburg,Designer,mid,Afrikaans,email,acquisition,16907,506,35,2562.67,22469.42,8.768,10.0
MC-30925,2024-10-06,GB,Birmingham,Designer,budget,English,email,retention,35057,1257,45,1337.71,5261.8,3.9334,9.0
MC-31447,2024-10-06,DE,Cologne,Software Engineer,budget,German,social_media,retention,223010,3552,90,2021.23,16433.8,8.1306,4.0
MC-31069,2024-10-06,US,Los Angeles,Data Scientist,mid,English,email,acquisition,33633,1118,26,2923.31,27888.0,9.5399,6.0
MC-30897,2024-10-06,GB,Birmingham,Physician,mid,English,email,retention,40251,1145,77,582.36,86343.72,148.2652,3.0
MC-32449,2024-10-06,BR,Rio de Janeiro,Marketing Manager,budget,Portuguese,social_media,retention,68895,1367,82,27170.62,11771.07,0.4332,6.0
MC-32120,2024-10-06,GB,Manchester,Product Manager,budget,English,email,retention,142548,5079,122,373.68,18654.42,49.9208,3.0
MC-30026,2024-10-06,US,San Francisco,HR Manager,mid,English,influencer,acquisition,21547,470,33,947.3,18107.62,19.115,10.0
MC-31302,2024-10-06,US,San Francisco,Physician,budget,English,email,acquisition,17531,623,29,2440.46,6013.02,2.4639,3.0
MC-31685,2024-10-06,US,Phoenix,Software Engineer,mid,English,social_media,retention,73875,1606,108,1741.64,142247.5,81.6745,5.0
MC-32502,2024-10-06,AU,Sydney,HR Manager,premium,English,social_media,acquisition,151410,3380,267,1497.3,839778.2,560.8617,2.0
MC-32647,2024-10-06,ZA,Johannesburg,Marketing Manager,budget,Afrikaans,email,awareness,34993,983,66,2325.86,8204.44,3.5275,8.0
MC-31386,2024-10-06,GB,Manchester,Researcher,mid,English,social_media,awareness,47895,1192,29,1547.43,19474.56,12.5851,10.0
MC-32415,2024-10-06,GB,Leeds,Lawyer,mid,English,social_media,acquisition,46890,753,11,588.53,11490.13,19.5234,6.0
MC-30887,2024-10-06,NL,Amsterdam,Software Engineer,budget,Dutch,email,retention,6091,170,9,3978.57,1875.81,0.4715,7.0
MC-31477,2024-10-06,BR,Fortaleza,Physician,mid,Portuguese,display,re_engagement,500000,6336,253,1301.84,319044.04,245.0716,5.0
MC-32987,2024-10-06,US,Los Angeles,Writer,budget,English,email,awareness,71310,1987,72,1234.06,6968.15,5.6465,2.0
MC-32446,2024-10-06,FR,Bordeaux,HR Manager,premium,French,social_media,awareness,11662,220,14,1166.82,44000.64,37.7099,3.0
MC-30622,2024-10-06,US,Chicago,Product Manager,mid,English,display,acquisition,500000,5458,363,1408.74,304578.81,216.2065,3.0
MC-30233,2024-10-06,IN,Chennai,Lawyer,mid,Hindi,influencer,retention,159102,3419,37,389.72,47422.76,121.6842,3.0
MC-32664,2024-10-06,US,New York,Designer,mid,English,email,acquisition,18138,475,6,2063.99,3797.87,1.8401,8.0
MC-32286,2024-10-06,DE,Hamburg,Sales Rep,mid,German,search,retention,131948,7190,134,135.16,84609.06,625.9919,2.0
MC-30473,2024-10-06,CA,Montreal,Product Manager,budget,English,social_media,retention,289427,6547,155,5154.83,26243.42,5.091,6.0
MC-31109,2024-10-07,CA,Toronto,Accountant,premium,English,email,awareness,16835,652,17,2330.09,70039.88,30.0589,6.0
MC-30697,2024-10-07,GB,Manchester,Physician,budget,English,social_media,acquisition,131120,2512,82,2094.24,16570.13,7.9122,9.0
MC-31449,2024-10-07,US,Phoenix,Sales Rep,mid,English,search,acquisition,25168,2225,123,298.91,68527.05,229.2565,4.0
MC-30406,2024-10-07,US,Houston,Designer,budget,English,search,acquisition,141621,12088,513,1857.18,60459.0,32.5542,1.0
MC-32060,2024-10-07,US,Chicago,Researcher,premium,English,social_media,retention,496475,8440,662,43223.5,2591752.72,59.9617,1.0
MC-31083,2024-10-07,IN,Kolkata,Software Engineer,mid,Hindi,social_media,acquisition,236230,4048,279,8889.02,343866.36,38.6844,8.0
MC-30814,2024-10-07,MX,Guadalajara,Product Manager,budget,Spanish,social_media,retention,92175,1491,100,2067.16,17966.29,8.6913,10.0
MC-30919,2024-10-07,AU,Brisbane,Data Scientist,budget,English,social_media,acquisition,55065,884,10,3414.45,2380.39,0.6972,7.0
MC-30632,2024-10-07,NL,The Hague,Architect,mid,Dutch,search,re_engagement,212731,19829,569,1141.76,533941.06,467.6474,5.0
MC-30526,2024-10-07,ES,Valencia,Marketing Manager,mid,Spanish,social_media,acquisition,9007,191,13,2159.13,12007.24,5.5611,5.0
MC-30543,2024-10-07,US,Phoenix,Teacher,mid,English,search,re_engagement,20460,1623,55,168.93,27995.69,165.7236,7.0
MC-31827,2024-10-07,NL,Rotterdam,Accountant,budget,Dutch,influencer,retention,51870,1001,40,551.17,6090.07,11.0493,8.0
MC-31416,2024-10-07,DE,Cologne,Software Engineer,premium,German,email,retention,22729,796,58,1151.23,276185.71,239.9049,9.0
MC-30140,2024-10-07,DE,Stuttgart,HR Manager,mid,German,display,acquisition,106485,1632,96,2294.28,57841.65,25.2112,3.0
