date,gig_category,n_active_vendors,n_new_vendors,avg_vendor_rating,top_rated_fraction,total_profile_views,avg_profile_views,search_impressions,click_through_rate,avg_response_time_hours
2024-10-07,Mobile App,2292,20,4.38,0.128,19458.0,8.5,318220.0,0.0444,10.1
2024-10-07,Music Production,1494,10,3.94,0.205,9815.0,6.6,154404.0,0.0434,1.6
2024-10-07,Photography,1939,9,4.19,0.128,14645.0,7.6,193990.0,0.0175,7.5
2024-10-07,SEO/SEM,2065,24,4.03,0.168,16115.0,7.8,277308.0,0.0556,5.1
2024-10-07,Social Media Management,3556,17,3.88,0.172,29222.0,8.2,487416.0,0.0435,2.5
2024-10-07,Translation,4741,35,3.87,0.179,30039.0,6.3,404571.0,0.0331,6.2
2024-10-07,Video Production,1672,22,4.19,0.149,12194.0,7.3,163552.0,0.048,3.2
2024-10-07,Virtual Assistant,5123,12,3.89,0.103,41788.0,8.2,547941.0,0.0403,7.7
2024-10-07,Web Development,3510,39,4.39,0.141,29082.0,8.3,440754.0,0.0488,14.7
2024-10-08,AI/ML Development,1850,7,4.42,0.14,13779.0,7.4,188013.0,0.0482,9.8
2024-10-08,Content Writing,7993,107,3.99,0.175,57667.0,7.2,877016.0,0.045,7.7
2024-10-08,Data Analysis,2877,29,4.36,0.139,22505.0,7.8,343841.0,0.0516,7.9
2024-10-08,Financial Modeling,1026,4,4.46,0.155,6840.0,6.7,106081.0,0.0546,3.3
2024-10-08,Graphic Design,5117,33,4.09,0.226,33950.0,6.6,470023.0,0.0464,6.4
2024-10-08,Legal Consulting,676,2,4.62,0.13,5468.0,8.1,87801.0,0.0597,10.9
2024-10-08,Mobile App,2369,14,4.09,0.152,13813.0,5.8,222860.0,0.0511,3.3
2024-10-08,Music Production,1250,5,3.97,0.138,7779.0,6.2,117708.0,0.0449,4.5
2024-10-08,Photography,1993,8,4.07,0.173,14824.0,7.4,206504.0,0.0526,33.4
2024-10-08,SEO/SEM,2544,20,4.07,0.163,20999.0,8.3,330575.0,0.0316,6.0
2024-10-08,Social Media Management,2992,15,3.78,0.093,21848.0,7.3,352914.0,1.4522,24.0
2024-10-08,Translation,4453,21,3.9,0.185,24969.0,5.6,441289.0,0.0597,5.5
2024-10-08,Video Production,1693,25,4.27,0.195,10948.0,6.5,136532.0,0.0536,18.8
2024-10-08,Virtual Assistant,4936,36,3.82,0.115,39595.0,8.0,494711.0,0.063,14.5
2024-10-08,Web Development,3883,79,4.37,0.104,33886.0,8.7,546916.0,0.0498,8.1
2024-10-09,AI/ML Development,2050,7,4.41,0.178,14196.0,6.9,195773.0,0.0586,6.2
2024-10-09,Content Writing,7270,60,4.13,0.114,59420.0,8.2,831728.0,0.0479,4.3
2024-10-09,Data Analysis,2851,25,4.4,0.074,22145.0,7.8,380817.0,0.0459,13.6
2024-10-09,Financial Modeling,850,3,4.49,0.098,7757.0,9.1,120451.0,0.0448,9.1
2024-10-09,Graphic Design,4806,46,4.14,0.153,33186.0,6.9,442474.0,0.0412,4.2
2024-10-09,Legal Consulting,670,2,4.63,0.134,6182.0,9.2,104587.0,0.0491,2.5
2024-10-09,Mobile App,1869,13,4.33,0.114,15232.0,8.1,188736.0,0.0393,16.8
2024-10-09,Music Production,1461,11,3.95,0.181,10762.0,7.4,192205.0,0.046,9.5
2024-10-09,Photography,1820,10,4.2,0.133,14034.0,7.7,197051.0,0.0397,14.2
2024-10-09,SEO/SEM,2303,18,4.03,0.165,17361.0,7.5,281718.0,0.0319,27.3
2024-10-09,Social Media Management,3313,26,3.87,0.102,20451.0,6.2,323703.0,0.0481,2.5
2024-10-09,Translation,4092,13,4.01,0.158,33209.0,8.1,525617.0,0.0522,6.3
2024-10-09,Video Production,1617,10,4.24,0.076,13525.0,8.4,163704.0,0.0464,5.8
2024-10-09,Virtual Assistant,4597,23,3.71,0.165,28172.0,6.1,393083.0,0.0451,5.7
2024-10-09,Web Development,3960,19,4.26,0.168,30383.0,7.7,543181.0,0.0569,13.0
2024-10-10,AI/ML Development,1704,10,4.49,0.229,10537.0,6.2,166331.0,0.0394,7.3
2024-10-10,Content Writing,7837,31,4.01,0.127,42533.0,5.4,689054.0,0.0463,11.9
2024-10-10,Data Analysis,2603,17,4.3,0.104,18337.0,7.0,259005.0,0.0477,6.0
2024-10-10,Financial Modeling,976,2,4.47,0.172,7577.0,7.8,119655.0,0.0544,18.3
2024-10-10,Graphic Design,5618,22,4.04,0.121,35157.0,6.3,623256.0,0.0498,8.0
2024-10-10,Legal Consulting,642,7,4.6,0.112,5217.0,8.1,64203.0,0.0452,11.4
2024-10-10,Mobile App,2333,14,4.18,0.204,14844.0,6.4,243651.0,0.0466,13.1
2024-10-10,Music Production,1407,9,3.92,0.173,7775.0,5.5,127339.0,0.0564,2.8
2024-10-10,Photography,2148,10,4.08,0.201,14606.0,6.8,261233.0,0.0329,6.1
2024-10-10,SEO/SEM,2520,22,4.06,0.174,12523.0,5.0,168735.0,0.0459,9.7
2024-10-10,Social Media Management,3121,54,3.81,0.111,19303.0,6.2,314044.0,0.0557,4.2
2024-10-10,Translation,4485,14,4.0,0.216,30402.0,6.8,397806.0,0.0473,10.8
2024-10-10,Video Production,1472,7,4.25,0.154,10470.0,7.1,132296.0,0.0295,3.7
2024-10-10,Virtual Assistant,4286,13,3.79,0.177,24417.0,5.7,359385.0,0.0419,9.2
2024-10-10,Web Development,3524,29,4.35,0.179,24713.0,7.0,430340.0,0.0361,2.8
2024-10-11,AI/ML Development,2089,36,4.35,0.126,12536.0,6.0,156915.0,0.0446,3.4
2024-10-11,Content Writing,6443,78,4.06,0.122,36792.0,5.7,543740.0,0.0485,6.0
2024-10-11,Data Analysis,2763,20,4.31,0.096,19968.0,7.2,344356.0,0.042,14.7
2024-10-11,Financial Modeling,878,4,4.46,0.147,5327.0,6.1,70679.0,0.0479,1.7
2024-10-11,Graphic Design,5850,67,4.17,0.123,40921.0,7.0,707119.0,0.0447,10.0
2024-10-11,Legal Consulting,738,9,4.64,0.096,4798.0,6.5,58368.0,0.0427,8.7
2024-10-11,Mobile App,2031,21,4.31,0.227,15461.0,7.6,237794.0,0.0384,2.7
2024-10-11,Music Production,1376,6,3.82,0.188,6625.0,4.8,85941.0,0.0577,8.0
2024-10-11,Photography,1857,13,4.14,0.073,9611.0,5.2,139051.0,0.0414,8.0
2024-10-11,SEO/SEM,2379,8,3.99,0.155,14627.0,6.1,177981.0,0.0421,6.3
2024-10-11,Social Media Management,3092,9,3.87,0.153,20587.0,6.7,361611.0,0.0518,9.7
2024-10-11,Translation,4217,18,3.93,0.13,21172.0,5.0,318333.0,0.0559,7.4
2024-10-11,Video Production,1649,25,4.23,0.123,11963.0,7.3,196352.0,0.0429,31.1
2024-10-11,Virtual Assistant,4879,37,3.9,0.186,25253.0,5.2,310180.0,0.0424,11.5
2024-10-11,Web Development,3559,31,4.35,0.158,19437.0,5.5,296609.0,0.0637,24.7
2024-10-12,AI/ML Development,2056,6,4.54,0.162,10784.0,5.2,149819.0,0.0332,43.5
2024-10-12,Content Writing,7582,70,4.02,0.098,29588.0,3.9,448536.0,0.0569,50.4
2024-10-12,Data Analysis,2997,31,4.3,0.137,12043.0,4.0,159601.0,0.0389,5.6
2024-10-12,Financial Modeling,1017,8,4.45,0.161,5594.0,5.5,71239.0,0.0523,4.1
2024-10-12,Graphic Design,5453,45,4.07,0.168,20508.0,3.8,262137.0,0.043,4.1
2024-10-12,Legal Consulting,718,9,4.6,0.152,3616.0,5.0,59862.0,0.0458,4.4
2024-10-12,Mobile App,2158,6,4.17,0.115,9553.0,4.4,156155.0,0.0523,9.0
2024-10-12,Music Production,1338,10,3.91,0.136,5284.0,3.9,83273.0,0.0521,24.1
2024-10-12,Photography,2106,16,4.21,0.182,9672.0,4.6,152328.0,0.0441,12.7
2024-10-12,SEO/SEM,2259,23,4.03,0.211,7952.0,3.5,133033.0,0.0416,6.4
2024-10-12,Social Media Management,2969,22,3.73,0.19,9719.0,3.3,140649.0,0.0406,23.9
2024-10-12,Translation,4652,37,3.89,0.176,20445.0,4.4,306497.0,0.0522,16.1
2024-10-12,Video Production,1533,14,4.27,0.124,6075.0,4.0,108997.0,0.0542,9.5
2024-10-12,Virtual Assistant,5187,25,3.84,0.136,23616.0,4.6,422564.0,0.0265,5.8
2024-10-12,Web Development,3657,70,4.31,0.157,17676.0,4.8,281399.0,0.051,4.0
2024-10-13,AI/ML Development,1887,13,4.53,0.17,8374.0,4.4,123349.0,0.048,19.0
2024-10-13,Content Writing,6996,43,4.12,0.124,26525.0,3.8,341043.0,0.0386,4.8
2024-10-13,Data Analysis,2725,27,4.31,0.167,13144.0,4.8,162672.0,0.0508,24.3
2024-10-13,Financial Modeling,878,5,4.47,0.188,4067.0,4.6,58102.0,0.039,9.6
2024-10-13,Graphic Design,4990,24,4.02,0.125,22447.0,4.5,334632.0,0.0403,5.3
2024-10-13,Legal Consulting,736,3,4.63,0.138,3458.0,4.7,60154.0,0.043,8.7
2024-10-13,Mobile App,2017,15,4.25,0.17,7404.0,3.7,116542.0,0.05,16.2
2024-10-13,Music Production,1221,2,3.84,0.108,3805.0,3.1,56368.0,0.0524,9.6
2024-10-13,Photography,2224,36,4.16,0.151,8166.0,3.7,137783.0,0.0308,4.8
2024-10-13,SEO/SEM,2213,11,4.09,0.156,8438.0,3.8,140839.0,0.0469,6.5
2024-10-13,Social Media Management,3158,22,3.77,0.141,11103.0,3.5,165392.0,0.0554,8.1
2024-10-13,Translation,4667,27,3.97,0.129,14782.0,3.2,200982.0,0.053,10.0
2024-10-13,Video Production,1704,8,4.28,0.158,7063.0,4.1,125782.0,0.0412,5.1
2024-10-13,Virtual Assistant,4373,25,3.8,0.129,15967.0,3.7,223614.0,0.0572,3.5
2024-10-13,Web Development,3176,39,4.32,0.135,12076.0,3.8,183235.0,0.0297,7.4
2024-10-14,AI/ML Development,2003,23,4.42,0.161,16705.0,8.3,268076.0,0.0488,8.1
2024-10-14,Content Writing,7884,31,4.05,0.162,61533.0,7.8,777313.0,0.0248,9.9
2024-10-14,Data Analysis,3056,32,4.32,0.16,19323.0,6.3,269518.0,0.0636,6.2
2024-10-14,Financial Modeling,941,6,4.63,0.182,7308.0,7.8,118999.0,0.063,8.8
2024-10-14,Graphic Design,4998,21,4.02,0.146,42726.0,8.5,513699.0,0.0572,11.6
2024-10-14,Legal Consulting,594,4,4.72,0.119,4862.0,8.2,79026.0,0.0324,6.8
2024-10-14,Mobile App,2213,8,4.38,0.14,20083.0,9.1,302899.0,0.0665,14.2
2024-10-14,Music Production,1386,14,3.83,0.135,7752.0,5.6,115232.0,0.0324,13.5
2024-10-14,Photography,2066,12,4.13,0.153,13576.0,6.6,171445.0,0.0364,6.5
2024-10-14,SEO/SEM,2288,11,4.03,0.174,15735.0,6.9,245117.0,0.0422,25.0
2024-10-14,Social Media Management,3448,29,3.83,0.205,23821.0,6.9,410313.0,0.0443,9.9
2024-10-14,Translation,4724,24,3.97,0.126,39336.0,8.3,595179.0,0.036,7.6
2024-10-14,Video Production,1490,13,4.23,0.137,12538.0,8.4,189934.0,0.0256,13.3
2024-10-14,Virtual Assistant,4142,38,3.78,0.221,28192.0,6.8,376152.0,0.0561,5.0
2024-10-14,Web Development,3353,28,4.41,0.208,22273.0,6.6,383884.0,0.0524,16.6
2024-10-15,AI/ML Development,1800,2,4.34,0.092,16509.0,9.2,286076.0,0.0441,12.6
2024-10-15,Content Writing,6512,36,4.02,0.161,53393.0,8.2,901495.0,0.0494,23.9
2024-10-15,Data Analysis,3114,23,4.28,0.106,21122.0,6.8,293812.0,0.0437,4.8
2024-10-15,Financial Modeling,977,8,4.57,0.14,6399.0,6.5,101396.0,0.0524,8.7
2024-10-15,Graphic Design,5668,69,4.06,0.129,37141.0,6.6,501600.0,0.0342,6.4
2024-10-15,Legal Consulting,614,3,4.65,0.168,4533.0,7.4,69171.0,0.0424,10.9
2024-10-15,Mobile App,2353,12,4.2,0.138,18371.0,7.8,311028.0,0.0358,3.1
2024-10-15,Music Production,1447,6,4.03,0.197,9064.0,6.3,110385.0,0.0312,7.5
2024-10-15,Photography,1932,8,4.13,0.176,11500.0,6.0,156118.0,0.0566,4.4
2024-10-15,SEO/SEM,2456,35,4.09,0.119,15533.0,6.3,189815.0,0.0452,5.1
2024-10-15,Social Media Management,3670,15,3.81,0.18,23514.0,6.4,343569.0,0.0433,7.3
2024-10-15,Translation,4723,33,3.88,0.174,34035.0,7.2,607113.0,0.0494,4.0
2024-10-15,Video Production,1456,15,4.25,0.125,8886.0,6.1,150307.0,0.048,7.2
2024-10-15,Virtual Assistant,4688,67,3.8,0.15,36869.0,7.9,447106.0,0.0486,5.4
2024-10-15,Web Development,3589,15,4.37,0.165,32368.0,9.0,476289.0,1.1597,13.9
2024-10-16,AI/ML Development,1925,3,4.42,0.139,12505.0,6.5,223548.0,0.0509,16.7
2024-10-16,Content Writing,7787,28,4.08,0.134,50465.0,6.5,797533.0,0.0504,9.9
2024-10-16,Data Analysis,2755,33,4.31,0.138,19391.0,7.0,315987.0,0.0316,14.8
2024-10-16,Financial Modeling,940,2,4.57,0.187,7700.0,8.2,100960.0,0.034,2.9
2024-10-16,Graphic Design,5893,16,4.19,0.159,41117.0,7.0,622479.0,0.0432,9.6
2024-10-16,Legal Consulting,726,9,4.66,0.186,5629.0,7.8,78417.0,0.0193,7.0
2024-10-16,Mobile App,1940,20,4.35,0.16,14922.0,7.7,242851.0,0.0405,6.1
2024-10-16,Music Production,1363,8,3.92,0.205,9019.0,6.6,124114.0,0.0489,3.4
2024-10-16,Photography,1972,4,4.16,0.122,16536.0,8.4,271572.0,0.0235,11.0
2024-10-16,SEO/SEM,2284,23,3.97,0.163,18606.0,8.1,311105.0,0.0424,18.3
2024-10-16,Social Media Management,3152,32,3.8,0.178,25239.0,8.0,388448.0,0.0451,20.3
2024-10-16,Translation,4166,39,3.95,0.2,32779.0,7.9,545137.0,0.0405,5.8
2024-10-16,Video Production,1705,15,4.27,0.104,11292.0,6.6,153138.0,0.0445,11.4
2024-10-16,Virtual Assistant,4239,29,3.79,0.172,29661.0,7.0,393507.0,0.0492,4.2
2024-10-16,Web Development,3754,12,4.35,0.202,29164.0,7.8,512012.0,0.0296,23.1
2024-10-17,AI/ML Development,1849,7,4.38,0.161,10863.0,5.9,144618.0,0.0485,5.9
2024-10-17,Content Writing,6712,33,4.03,0.15,45622.0,6.8,657812.0,0.0453,34.4
2024-10-17,Data Analysis,2950,10,4.33,0.118,19287.0,6.5,284791.0,0.0471,5.9
2024-10-17,Financial Modeling,1013,3,4.46,0.159,7559.0,7.5,94319.0,0.0414,7.5
2024-10-17,Graphic Design,4776,21,4.05,0.203,25352.0,5.3,366225.0,0.0341,6.3
2024-10-17,Legal Consulting,750,3,4.61,0.097,5642.0,7.5,68086.0,0.0397,8.1
2024-10-17,Mobile App,2181,14,4.14,0.114,13811.0,6.3,201966.0,0.0588,17.9
2024-10-17,Music Production,1206,12,3.96,0.182,7191.0,6.0,90847.0,0.0543,10.5
2024-10-17,Photography,1908,6,4.11,0.182,13282.0,7.0,234283.0,0.0437,3.8
2024-10-17,SEO/SEM,2125,19,4.0,0.133,14565.0,6.9,240924.0,0.0404,14.8
2024-10-17,Social Media Management,3619,18,3.93,0.086,18340.0,5.1,223847.0,0.0495,1.7
2024-10-17,Translation,-3,11,3.99,0.116,26199.0,6.3,358680.0,0.032,7.0
2024-10-17,Video Production,1484,3,4.22,0.142,8827.0,5.9,106807.0,0.0294,4.4
2024-10-17,Virtual Assistant,4823,26,3.79,0.236,24901.0,5.2,424248.0,0.0533,30.4
2024-10-17,Web Development,3365,11,4.26,0.189,23241.0,6.9,398349.0,0.0604,8.6
2024-10-18,AI/ML Development,2032,21,4.51,0.165,13591.0,6.7,216628.0,0.0442,10.8
2024-10-18,Content Writing,6535,37,4.0,0.196,43063.0,6.6,734555.0,0.0505,15.2
2024-10-18,Data Analysis,2825,55,4.25,0.162,17017.0,6.0,220166.0,0.0456,11.6
2024-10-18,Financial Modeling,1003,12,4.48,0.152,6629.0,6.6,113967.0,0.0321,17.6
2024-10-18,Graphic Design,4979,42,4.15,0.168,32356.0,6.5,495345.0,0.0509,17.6
2024-10-18,Legal Consulting,734,9,4.7,0.093,5791.0,7.9,71429.0,0.0488,1.9
2024-10-18,Mobile App,1972,14,4.26,0.163,10437.0,5.3,128874.0,0.047,6.1
2024-10-18,Music Production,1485,16,3.93,0.163,7176.0,4.8,98782.0,0.0462,17.6
2024-10-18,Photography,2095,20,4.13,0.216,13577.0,6.5,228527.0,0.0453,5.6
2024-10-18,SEO/SEM,2232,6,4.1,0.164,14047.0,6.3,251399.0,0.0448,7.4
2024-10-18,Social Media Management,3412,57,3.86,0.157,19604.0,5.7,322594.0,0.0586,10.8
2024-10-18,Translation,3969,29,3.9,0.125,21026.0,5.3,370114.0,0.0445,23.0
2024-10-18,Video Production,1591,4,4.3,0.174,11522.0,7.2,144769.0,0.0391,5.1
2024-10-18,Virtual Assistant,4749,42,3.93,0.16,28162.0,5.9,410742.0,0.0577,6.8
2024-10-18,Web Development,3214,7,4.34,0.128,23645.0,7.4,366550.0,0.0399,12.3
2024-10-19,AI/ML Development,1721,19,4.37,0.137,7381.0,4.3,102747.0,0.0486,1.7
2024-10-19,Content Writing,7224,125,3.97,0.16,27139.0,3.8,488499.0,0.0369,8.1
2024-10-19,Data Analysis,2944,10,4.36,0.193,11904.0,4.0,186218.0,0.0433,9.6
2024-10-19,Financial Modeling,1021,7,4.59,0.126,3971.0,3.9,50151.0,0.0378,6.1
2024-10-19,Graphic Design,5217,21,4.09,0.137,25513.0,4.9,436972.0,0.0475,8.3
2024-10-19,Legal Consulting,741,6,4.57,0.131,3054.0,4.1,41395.0,0.0497,10.2
2024-10-19,Mobile App,1977,12,4.16,0.194,9332.0,4.7,145519.0,0.0542,10.5
2024-10-19,Music Production,1338,32,3.92,0.146,5446.0,4.1,97351.0,0.0442,27.5
2024-10-19,Photography,1989,18,4.01,0.176,8308.0,4.2,121219.0,0.0466,8.0
2024-10-19,SEO/SEM,2380,12,4.0,0.13,10011.0,4.2,168371.0,0.0426,1.7
