order_id,amount,quantity,customer_id,created_at,is_outlier
O000067,55.69,8,C03700,2024-01-01 02:14:00,0
O000068,124.3,8,C02575,2024-01-01 02:16:00,0
O000069,292.03,6,C02167,2024-01-01 02:18:00,0
O000070,18.46,6,C01352,2024-01-01 02:20:00,0
O000071,54.35,1,C02606,2024-01-01 02:22:00,0
O000072,100.25,17,C03268,2024-01-01 02:24:00,0
O000073,58.47,13,C04605,2024-01-01 02:26:00,0
O000074,172.04,11,C04409,2024-01-01 02:28:00,0
O000075,41.79,4,C04108,2024-01-01 02:30:00,0
O000076,24.26,1,C00893,2024-01-01 02:32:00,0
O000077,109.55,15,C04770,2024-01-01 02:34:00,0
O000078,5.94,9,C00907,2024-01-01 02:36:00,0
O000079,37.31,6,C01705,2024-01-01 02:38:00,0
O000080,362.44,9,C01121,2024-01-01 02:40:00,0
O000081,55.76,19,C02104,2024-01-01 02:42:00,0
O000082,72.69,2,C01628,2024-01-01 02:44:00,0
O000083,25.5,13,C04876,2024-01-01 02:46:00,0
O000084,53.59,15,C02889,2024-01-01 02:48:00,0
O000085,48.73,18,C03742,2024-01-01 02:50:00,0
O000086,241.45,9,C04110,2024-01-01 02:52:00,0
O000087,24.34,4,C02913,2024-01-01 02:54:00,0
O000088,5.99,4,C03719,2024-01-01 02:56:00,0
O000089,75.59,11,C04182,2024-01-01 02:58:00,0
O000090,188.67,10,C00207,2024-01-01 03:00:00,0
O000091,31.47,2,C04896,2024-01-01 03:02:00,0
O000092,12.69,2,C02069,2024-01-01 03:04:00,0
O000093,23.14,4,C03116,2024-01-01 03:06:00,0
O000094,77.24,12,C04409,2024-01-01 03:08:00,0
O000095,34.82,19,C03618,2024-01-01 03:10:00,0
O000096,56.48,19,C03824,2024-01-01 03:12:00,0
O000097,8.28,8,C04992,2024-01-01 03:14:00,0
O000098,36.01,4,C01371,2024-01-01 03:16:00,0
O000099,102.58,19,C00507,2024-01-01 03:18:00,0
O000100,44.18,3,C03958,2024-01-01 03:20:00,0
O000101,24.07,15,C04893,2024-01-01 03:22:00,0
O000102,126.66,13,C03442,2024-01-01 03:24:00,0
O000103,120.25,2,C00799,2024-01-01 03:26:00,0
O000104,37.63,8,C04521,2024-01-01 03:28:00,0
O000105,30.16,9,C01279,2024-01-01 03:30:00,0
O000106,151.78,18,C01185,2024-01-01 03:32:00,0
O000107,35.17,14,C03134,2024-01-01 03:34:00,0
O000108,47.91,3,C01415,2024-01-01 03:36:00,0
O000109,230.62,15,C02145,2024-01-01 03:38:00,0
O000110,63.4,7,C02888,2024-01-01 03:40:00,0
O000111,36.73,7,C03175,2024-01-01 03:42:00,0
O000112,11.23,11,C03233,2024-01-01 03:44:00,0
O000113,56.17,1,C02635,2024-01-01 03:46:00,0
O000114,50.94,12,C01270,2024-01-01 03:48:00,0
O000115,33.15,8,C03209,2024-01-01 03:50:00,0
O000116,114.48,1,C00247,2024-01-01 03:52:00,0
O000117,19.43,4,C01385,2024-01-01 03:54:00,0
O000118,15.39,15,C02934,2024-01-01 03:56:00,0
O000119,29.06,11,C00712,2024-01-01 03:58:00,0
O000120,52.27,18,C02070,2024-01-01 04:00:00,0
O000121,16.06,19,C00453,2024-01-01 04:02:00,0
O000122,20.76,14,C02130,2024-01-01 04:04:00,0
O000123,27.05,5,C00410,2024-01-01 04:06:00,0
O000124,50.76,18,C04534,2024-01-01 04:08:00,0
O000125,29.48,10,C00199,2024-01-01 04:10:00,0
O000126,112.75,18,C00040,2024-01-01 04:12:00,0
O000127,8.75,7,C04572,2024-01-01 04:14:00,0
O000128,70.56,19,C02530,2024-01-01 04:16:00,0
O000129,31.62,5,C03459,2024-01-01 04:18:00,0
O000130,73.59,4,C03600,2024-01-01 04:20:00,0
O000131,246.35,7,C04356,2024-01-01 04:22:00,0
O000132,47.92,17,C03368,2024-01-01 04:24:00,0
O000133,59.29,6,C01587,2024-01-01 04:26:00,0
O000134,98.85,19,C03714,2024-01-01 04:28:00,0
O000135,17.52,18,C02426,2024-01-01 04:30:00,0
O000136,86.03,11,C01326,2024-01-01 04:32:00,0
O000137,97.31,12,C01849,2024-01-01 04:34:00,0
O000138,45.47,12,C01471,2024-01-01 04:36:00,0
O000139,85.54,9,C01313,2024-01-01 04:38:00,0
O000140,56.23,7,C03960,2024-01-01 04:40:00,0
O000141,27.56,15,C03525,2024-01-01 04:42:00,0
O000142,17.73,14,C00586,2024-01-01 04:44:00,0
O000143,111.27,2,C04297,2024-01-01 04:46:00,0
O000144,210.97,19,C04020,2024-01-01 04:48:00,0
O000145,27.07,11,C04118,2024-01-01 04:50:00,0
O000146,68.21,14,C04670,2024-01-01 04:52:00,0
O000147,19.25,12,C03707,2024-01-01 04:54:00,0
O000148,34.91,6,C04688,2024-01-01 04:56:00,0
O000149,34.23,19,C02660,2024-01-01 04:58:00,0
O000150,20.47,19,C01101,2024-01-01 05:00:00,0
O000151,48.0,5,C03239,2024-01-01 05:02:00,0
O000152,112.72,11,C03203,2024-01-01 05:04:00,0
O000153,79.87,5,C01065,2024-01-01 05:06:00,0
O000154,33.77,13,C01702,2024-01-01 05:08:00,0
O000155,159.46,8,C02613,2024-01-01 05:10:00,0
O000156,60.93,15,C02342,2024-01-01 05:12:00,0
O000157,216.42,5,C02889,2024-01-01 05:14:00,0
O000158,18.02,17,C00852,2024-01-01 05:16:00,0
O000159,573.43,4,C03496,2024-01-01 05:18:00,0
O000160,44.57,7,C03732,2024-01-01 05:20:00,0
O000161,19.94,8,C03211,2024-01-01 05:22:00,0
O000162,21.89,13,C01113,2024-01-01 05:24:00,0
O000163,108.44,6,C04344,2024-01-01 05:26:00,0
O000164,106.11,18,C00602,2024-01-01 05:28:00,0
O000165,98.57,1,C02391,2024-01-01 05:30:00,0
O000166,83.78,13,C02189,2024-01-01 05:32:00,0
O000167,20.9,16,C04814,2024-01-01 05:34:00,0
O000168,45.92,2,C03259,2024-01-01 05:36:00,0
O000169,8.1,17,C04482,2024-01-01 05:38:00,0
O000170,25.62,3,C00177,2024-01-01 05:40:00,0
O000171,88.24,1,C01223,2024-01-01 05:42:00,0
O000172,11.5,7,C04225,2024-01-01 05:44:00,0
O000173,346.04,18,C01478,2024-01-01 05:46:00,0
O000174,142.76,10,C02660,2024-01-01 05:48:00,0
O000175,20.75,6,C04305,2024-01-01 05:50:00,0
O000176,92.79,5,C02741,2024-01-01 05:52:00,0
O000177,81.16,17,C04387,2024-01-01 05:54:00,0
O000178,46.6,9,C00265,2024-01-01 05:56:00,0
O000179,83.52,8,C01979,2024-01-01 05:58:00,0
O000180,42.12,1,C01859,2024-01-01 06:00:00,0
O000181,51.4,1,C04131,2024-01-01 06:02:00,0
O000182,81.13,6,C00595,2024-01-01 06:04:00,0
O000183,76.99,18,C02178,2024-01-01 06:06:00,0
O000184,68.94,2,C01986,2024-01-01 06:08:00,0
O000185,70.11,10,C02619,2024-01-01 06:10:00,0
O000186,115.63,7,C03222,2024-01-01 06:12:00,0
O000187,100.54,8,C04210,2024-01-01 06:14:00,0
O000188,20.8,4,C02015,2024-01-01 06:16:00,0
O000189,29.39,19,C00878,2024-01-01 06:18:00,0
O000190,173.89,3,C04980,2024-01-01 06:20:00,0
O000191,188.85,15,C01788,2024-01-01 06:22:00,0
O000192,84.61,12,C04691,2024-01-01 06:24:00,0
O000193,43.57,19,C03354,2024-01-01 06:26:00,0
O000194,104.81,19,C02361,2024-01-01 06:28:00,0
O000195,93.88,19,C03024,2024-01-01 06:30:00,0
O000196,15.8,12,C01605,2024-01-01 06:32:00,0
O000197,57.56,12,C01298,2024-01-01 06:34:00,0
O000198,17.79,9,C03846,2024-01-01 06:36:00,0
O000199,37.77,3,C04988,2024-01-01 06:38:00,0
O000200,55.99,9,C02610,2024-01-01 06:40:00,0
O000201,216.22,4,C00435,2024-01-01 06:42:00,0
O000202,10.04,18,C03532,2024-01-01 06:44:00,0
O000203,41.05,16,C00334,2024-01-01 06:46:00,0
O000204,94.25,10,C02526,2024-01-01 06:48:00,0
O000205,93.12,2,C04152,2024-01-01 06:50:00,0
O000206,107.86,12,C03479,2024-01-01 06:52:00,0
O000207,24.66,1,C03432,2024-01-01 06:54:00,0
O000208,49.24,10,C02515,2024-01-01 06:56:00,0
O000209,37.71,16,C00120,2024-01-01 06:58:00,0
O000210,155.74,16,C02404,2024-01-01 07:00:00,0
O000211,48.9,9,C04437,2024-01-01 07:02:00,0
O000212,55.39,13,C04209,2024-01-01 07:04:00,0
O000213,63.61,8,C02090,2024-01-01 07:06:00,0
O000214,19.15,14,C00622,2024-01-01 07:08:00,0
O000215,82.61,5,C02382,2024-01-01 07:10:00,0
O000216,22.55,14,C00539,2024-01-01 07:12:00,0
O000217,63.21,1,C03355,2024-01-01 07:14:00,0
O000218,30.56,17,C01202,2024-01-01 07:16:00,0
O000219,142.4,12,C00608,2024-01-01 07:18:00,0
O000220,56.28,2,C02114,2024-01-01 07:20:00,0
O000221,255.89,9,C01313,2024-01-01 07:22:00,0
O000222,9.14,19,C00040,2024-01-01 07:24:00,0
O000223,163.67,12,C04363,2024-01-01 07:26:00,0
O000224,108.63,11,C00565,2024-01-01 07:28:00,0
O000225,68.99,9,C01457,2024-01-01 07:30:00,0
O000226,319.18,17,C01730,2024-01-01 07:32:00,0
O000227,17.42,19,C02434,2024-01-01 07:34:00,0
O000228,64.72,6,C02924,2024-01-01 07:36:00,0
O000229,148.08,17,C01808,2024-01-01 07:38:00,0
O000230,88.74,18,C03653,2024-01-01 07:40:00,0
O000231,40.33,18,C01516,2024-01-01 07:42:00,0
O000232,91.69,8,C00061,2024-01-01 07:44:00,0
O000233,39.17,19,C02129,2024-01-01 07:46:00,0
O000234,41.57,14,C00151,2024-01-01 07:48:00,0
O000235,32.15,17,C01929,2024-01-01 07:50:00,0
O000236,126.9,10,C04379,2024-01-01 07:52:00,0
O000237,70.09,9,C01909,2024-01-01 07:54:00,0
O000238,408.77,10,C02043,2024-01-01 07:56:00,0
O000239,107.51,16,C01845,2024-01-01 07:58:00,0
O000240,16.66,10,C04873,2024-01-01 08:00:00,0
O000241,103.76,11,C01633,2024-01-01 08:02:00,0
O000242,22.85,10,C01442,2024-01-01 08:04:00,0
O000243,43.78,5,C00308,2024-01-01 08:06:00,0
O000244,61.12,6,C00060,2024-01-01 08:08:00,0
O000245,22.82,16,C02315,2024-01-01 08:10:00,0
O000246,36.44,16,C03769,2024-01-01 08:12:00,0
O000247,31.85,16,C04233,2024-01-01 08:14:00,0
O000248,61.11,8,C01433,2024-01-01 08:16:00,0
O000249,51.48,3,C02787,2024-01-01 08:18:00,0
O000250,50.23,2,C02143,2024-01-01 08:20:00,0
O000251,213.8,10,C01428,2024-01-01 08:22:00,0
O000252,84.26,14,C00235,2024-01-01 08:24:00,0
O000253,77.2,10,C04835,2024-01-01 08:26:00,0
O000254,131.35,11,C00896,2024-01-01 08:28:00,0
O000255,242.21,6,C00176,2024-01-01 08:30:00,0
O000256,167.1,12,C04269,2024-01-01 08:32:00,0
O000257,23.48,11,C01811,2024-01-01 08:34:00,0
O000258,83.3,7,C00324,2024-01-01 08:36:00,0
O000259,101.4,10,C00984,2024-01-01 08:38:00,0
O000260,118.03,10,C02395,2024-01-01 08:40:00,0
O000261,48.77,1,C02673,2024-01-01 08:42:00,0
O000262,57.83,10,C03690,2024-01-01 08:44:00,0
O000263,26.87,4,C02828,2024-01-01 08:46:00,0
O000264,40.66,18,C03075,2024-01-01 08:48:00,0
O000265,21.47,5,C01565,2024-01-01 08:50:00,0
O000266,151.29,8,C00634,2024-01-01 08:52:00,0
O000267,36.03,15,C04928,2024-01-01 08:54:00,0
O000268,25.89,8,C02409,2024-01-01 08:56:00,0
O000269,69.15,8,C04969,2024-01-01 08:58:00,0
O000270,59.47,13,C00809,2024-01-01 09:00:00,0
O000271,31.53,8,C03774,2024-01-01 09:02:00,0
O000272,73.8,3,C01676,2024-01-01 09:04:00,0
O000273,33.08,11,C03472,2024-01-01 09:06:00,0
O000274,82.1,3,C03381,2024-01-01 09:08:00,0
O000275,53.43,3,C03917,2024-01-01 09:10:00,0
O000276,64.97,12,C03974,2024-01-01 09:12:00,0
O000277,40.25,18,C01166,2024-01-01 09:14:00,0
O000278,31.96,2,C00810,2024-01-01 09:16:00,0
O000279,66.96,9,C00985,2024-01-01 09:18:00,0
O000280,15.53,13,C01690,2024-01-01 09:20:00,0
O000281,165.3,15,C03229,2024-01-01 09:22:00,0
O000282,37.92,1,C03688,2024-01-01 09:24:00,0
O000283,287.53,9,C02529,2024-01-01 09:26:00,0
O000284,93.45,19,C03700,2024-01-01 09:28:00,0
O000285,50.68,8,C03504,2024-01-01 09:30:00,0
O000286,33.71,13,C00065,2024-01-01 09:32:00,0
O000287,82.71,11,C01990,2024-01-01 09:34:00,0
O000288,79.06,18,C04737,2024-01-01 09:36:00,0
O000289,77.08,18,C00219,2024-01-01 09:38:00,0
O000290,106.88,19,C04093,2024-01-01 09:40:00,0
O000291,60.14,4,C01878,2024-01-01 09:42:00,0
O000292,136.46,15,C01215,2024-01-01 09:44:00,0
O000293,29.56,6,C03877,2024-01-01 09:46:00,0
O000294,46.4,9,C01213,2024-01-01 09:48:00,0
O000295,89.62,17,C00043,2024-01-01 09:50:00,0
O000296,29.25,14,C02576,2024-01-01 09:52:00,0
O000297,56.53,10,C00061,2024-01-01 09:54:00,0
O000298,186.42,6,C03682,2024-01-01 09:56:00,0
O000299,59.42,10,C01813,2024-01-01 09:58:00,0
O000300,37.5,13,C03930,2024-01-01 10:00:00,0
O000301,134.76,19,C00334,2024-01-01 10:02:00,0
O000302,22.0,17,C03642,2024-01-01 10:04:00,0
O000303,41.88,6,C03121,2024-01-01 10:06:00,0
O000304,128.08,2,C00216,2024-01-01 10:08:00,0
O000305,29.49,17,C02000,2024-01-01 10:10:00,0
O000306,67.1,11,C00420,2024-01-01 10:12:00,0
O000307,51.63,11,C00343,2024-01-01 10:14:00,0
O000308,191.31,10,C03855,2024-01-01 10:16:00,0
O000309,17.51,5,C01720,2024-01-01 10:18:00,0
O000310,35.4,3,C02772,2024-01-01 10:20:00,0
O000311,42.1,2,C04058,2024-01-01 10:22:00,0
O000312,73.63,14,C03767,2024-01-01 10:24:00,0
O000313,84.91,14,C03144,2024-01-01 10:26:00,0
O000314,76.61,11,C03575,2024-01-01 10:28:00,0
O000315,169.92,11,C03523,2024-01-01 10:30:00,0
O000316,93.46,4,C00320,2024-01-01 10:32:00,0
O000317,19.6,10,C01156,2024-01-01 10:34:00,0
O000318,17.18,11,C03079,2024-01-01 10:36:00,0
O000319,35.52,17,C00867,2024-01-01 10:38:00,0
O000320,35.86,6,C04628,2024-01-01 10:40:00,0
O000321,38.5,5,C02618,2024-01-01 10:42:00,0
O000322,126.34,18,C00016,2024-01-01 10:44:00,0
O000323,32.95,16,C04100,2024-01-01 10:46:00,0
O000324,132.59,15,C00488,2024-01-01 10:48:00,0
O000325,136.86,6,C03815,2024-01-01 10:50:00,0
O000326,55.98,12,C00952,2024-01-01 10:52:00,0
O000327,35.98,5,C03270,2024-01-01 10:54:00,0
O000328,153.0,15,C02594,2024-01-01 10:56:00,0
O000329,27.76,11,C04425,2024-01-01 10:58:00,0
O000330,80.09,7,C03726,2024-01-01 11:00:00,0
O000331,67.9,7,C04499,2024-01-01 11:02:00,0
O000332,154.16,3,C00954,2024-01-01 11:04:00,0
O000333,72.75,12,C04100,2024-01-01 11:06:00,0
O000334,55.53,10,C04260,2024-01-01 11:08:00,0
O000335,126.99,5,C01567,2024-01-01 11:10:00,0
O000336,40.28,11,C00671,2024-01-01 11:12:00,0
O000337,85.62,17,C03845,2024-01-01 11:14:00,0
O000338,60.71,2,C00931,2024-01-01 11:16:00,0
O000339,56.14,2,C01748,2024-01-01 11:18:00,0
O000340,16.68,8,C01159,2024-01-01 11:20:00,0
O000341,54.42,18,C03711,2024-01-01 11:22:00,0
O000342,24.32,1,C04056,2024-01-01 11:24:00,0
O000343,83.43,16,C04250,2024-01-01 11:26:00,0
O000344,363.51,4,C04746,2024-01-01 11:28:00,0
O000345,45.56,12,C04962,2024-01-01 11:30:00,0
O000346,113.65,10,C00328,2024-01-01 11:32:00,0
O000347,122.36,14,C02458,2024-01-01 11:34:00,0
O000348,21.72,18,C03002,2024-01-01 11:36:00,0
O000349,96.21,8,C02371,2024-01-01 11:38:00,0
O000350,42.43,18,C01727,2024-01-01 11:40:00,0
O000351,38.4,12,C04679,2024-01-01 11:42:00,0
O000352,105.25,13,C00951,2024-01-01 11:44:00,0
O000353,35.0,7,C02333,2024-01-01 11:46:00,0
O000354,36.35,17,C01456,2024-01-01 11:48:00,0
O000355,100.12,10,C03826,2024-01-01 11:50:00,0
O000356,153.22,3,C01751,2024-01-01 11:52:00,0
O000357,57.58,7,C00561,2024-01-01 11:54:00,0
O000358,93.11,14,C04629,2024-01-01 11:56:00,0
O000359,17.55,8,C02437,2024-01-01 11:58:00,0
O000360,50.34,3,C01111,2024-01-01 12:00:00,0
O000361,78.06,11,C03255,2024-01-01 12:02:00,0
O000362,27.81,13,C04533,2024-01-01 12:04:00,0
O000363,91.44,17,C00404,2024-01-01 12:06:00,0
O000364,68.42,13,C01175,2024-01-01 12:08:00,0
O000365,68.63,7,C02974,2024-01-01 12:10:00,0
O000366,140.89,18,C02219,2024-01-01 12:12:00,0
O000367,150.27,17,C03968,2024-01-01 12:14:00,0
O000368,20.65,10,C04804,2024-01-01 12:16:00,0
O000369,32.32,4,C00217,2024-01-01 12:18:00,0
O000370,83.99,5,C02191,2024-01-01 12:20:00,0
O000371,42.91,9,C00794,2024-01-01 12:22:00,0
O000372,268.3,5,C00120,2024-01-01 12:24:00,0
O000373,132.25,8,C01718,2024-01-01 12:26:00,0
O000374,28.32,15,C01339,2024-01-01 12:28:00,0
O000375,29.82,5,C01777,2024-01-01 12:30:00,0
O000376,19.84,14,C00280,2024-01-01 12:32:00,0
O000377,73.49,8,C04453,2024-01-01 12:34:00,0
O000378,33.64,10,C01927,2024-01-01 12:36:00,0
O000379,31.8,7,C02072,2024-01-01 12:38:00,0
O000380,19.84,19,C00024,2024-01-01 12:40:00,0
O000381,111.25,16,C03187,2024-01-01 12:42:00,0
O000382,30.04,13,C04887,2024-01-01 12:44:00,0
O000383,26.45,8,C03311,2024-01-01 12:46:00,0
O000384,12.07,17,C00425,2024-01-01 12:48:00,0
O000385,75.48,1,C01654,2024-01-01 12:50:00,0
O000386,65.65,4,C01632,2024-01-01 12:52:00,0
O000387,98.0,7,C00751,2024-01-01 12:54:00,0
O000388,172.16,10,C01688,2024-01-01 12:56:00,0
O000389,64.44,12,C00115,2024-01-01 12:58:00,0
O000390,41.45,5,C01509,2024-01-01 13:00:00,0
O000391,15.13,7,C04885,2024-01-01 13:02:00,0
O000392,59.51,1,C04709,2024-01-01 13:04:00,0
O000393,72.39,13,C00406,2024-01-01 13:06:00,0
O000394,67.06,5,C00008,2024-01-01 13:08:00,0
O000395,11.5,12,C03247,2024-01-01 13:10:00,0
O000396,146.7,4,C04143,2024-01-01 13:12:00,0
O000397,89.74,12,C02689,2024-01-01 13:14:00,0
O000398,39.97,6,C04704,2024-01-01 13:16:00,0
O000399,43.5,19,C00965,2024-01-01 13:18:00,0
O000400,11.75,8,C01124,2024-01-01 13:20:00,0
O000401,70.7,13,C04622,2024-01-01 13:22:00,0
O000402,41.48,9,C00317,2024-01-01 13:24:00,0
O000403,22.1,14,C04147,2024-01-01 13:26:00,0
O000404,264.91,14,C00245,2024-01-01 13:28:00,0
O000405,187.9,8,C01006,2024-01-01 13:30:00,0
O000406,97.43,7,C02038,2024-01-01 13:32:00,0
O000407,53.68,16,C04152,2024-01-01 13:34:00,0
O000408,20.23,9,C03319,2024-01-01 13:36:00,0
O000409,53.77,11,C04330,2024-01-01 13:38:00,0
O000410,79.51,11,C02667,2024-01-01 13:40:00,0
O000411,50.07,5,C01913,2024-01-01 13:42:00,0
O000412,53.08,11,C02129,2024-01-01 13:44:00,0
O000413,63.39,12,C04673,2024-01-01 13:46:00,0
O000414,21.87,3,C03503,2024-01-01 13:48:00,0
O000415,105.27,6,C03908,2024-01-01 13:50:00,0
O000416,122.2,15,C03647,2024-01-01 13:52:00,0
O000417,38.7,7,C00741,2024-01-01 13:54:00,0
O000418,31.33,13,C00141,2024-01-01 13:56:00,0
O000419,297.87,6,C03777,2024-01-01 13:58:00,0
O000420,136.05,15,C00918,2024-01-01 14:00:00,0
O000421,8.53,4,C04280,2024-01-01 14:02:00,0
O000422,50.31,11,C04131,2024-01-01 14:04:00,0
O000423,24.14,9,C02695,2024-01-01 14:06:00,0
O000424,26.33,15,C04236,2024-01-01 14:08:00,0
O000425,31.44,10,C01676,2024-01-01 14:10:00,0
O000426,56.51,11,C02295,2024-01-01 14:12:00,0
O000427,49.13,2,C03350,2024-01-01 14:14:00,0
O000428,19.38,1,C04591,2024-01-01 14:16:00,0
O000429,22.9,5,C03995,2024-01-01 14:18:00,0
O000430,10.51,4,C04694,2024-01-01 14:20:00,0
O000431,50.79,11,C01073,2024-01-01 14:22:00,0
O000432,67.68,4,C04329,2024-01-01 14:24:00,0
O000433,108.73,14,C03179,2024-01-01 14:26:00,0
O000434,119.69,5,C00823,2024-01-01 14:28:00,0
O000435,59.07,14,C00395,2024-01-01 14:30:00,0
O000436,39.52,19,C00846,2024-01-01 14:32:00,0
O000437,302.53,12,C02754,2024-01-01 14:34:00,0
O000438,26.02,2,C04426,2024-01-01 14:36:00,0
O000439,18.44,9,C01444,2024-01-01 14:38:00,0
O000440,37.74,11,C02602,2024-01-01 14:40:00,0
O000441,63.79,9,C03749,2024-01-01 14:42:00,0
O000442,160.78,15,C00576,2024-01-01 14:44:00,0
O000443,37.4,17,C03992,2024-01-01 14:46:00,0
O000444,14.93,4,C02384,2024-01-01 14:48:00,0
O000445,98.16,15,C04386,2024-01-01 14:50:00,0
O000446,38.04,2,C00527,2024-01-01 14:52:00,0
O000447,23.21,16,C04535,2024-01-01 14:54:00,0
O000448,26.31,12,C00226,2024-01-01 14:56:00,0
O000449,60.63,5,C01623,2024-01-01 14:58:00,0
O000450,13.28,7,C01298,2024-01-01 15:00:00,0
O000451,177.61,6,C01785,2024-01-01 15:02:00,0
O000452,47.67,19,C04337,2024-01-01 15:04:00,0
O000453,56.56,10,C01223,2024-01-01 15:06:00,0
O000454,126.11,13,C00998,2024-01-01 15:08:00,0
O000455,29.95,12,C04823,2024-01-01 15:10:00,0
O000456,57.22,9,C01545,2024-01-01 15:12:00,0
O000457,50.86,10,C02347,2024-01-01 15:14:00,0
O000458,79.97,4,C01892,2024-01-01 15:16:00,0
O000459,385.25,7,C00148,2024-01-01 15:18:00,0
O000460,22.61,11,C04781,2024-01-01 15:20:00,0
O000461,51.53,10,C04722,2024-01-01 15:22:00,0
O000462,295.94,17,C01097,2024-01-01 15:24:00,0
O000463,26.5,7,C00583,2024-01-01 15:26:00,0
O000464,198.25,12,C02350,2024-01-01 15:28:00,0
O000465,58.08,10,C02872,2024-01-01 15:30:00,0
O000466,124.28,12,C02504,2024-01-01 15:32:00,0
O000467,85.44,6,C03819,2024-01-01 15:34:00,0
O000468,70.36,18,C04704,2024-01-01 15:36:00,0
O000469,26.74,7,C01914,2024-01-01 15:38:00,0
O000470,48.46,1,C04114,2024-01-01 15:40:00,0
O000471,94.35,12,C01071,2024-01-01 15:42:00,0
O000472,40.08,18,C02248,2024-01-01 15:44:00,0
O000473,22.89,10,C02736,2024-01-01 15:46:00,0
O000474,24.88,16,C00194,2024-01-01 15:48:00,0
O000475,169.14,18,C04072,2024-01-01 15:50:00,0
O000476,195.68,6,C03301,2024-01-01 15:52:00,0
O000477,30.71,19,C00472,2024-01-01 15:54:00,0
O000478,53.64,4,C03883,2024-01-01 15:56:00,0
O000479,147.38,14,C03691,2024-01-01 15:58:00,0
